"Provincia","Denuncia agresor","Año 2003/Enero/Expareja","Año 2003/Enero/Pareja","Año 2003/Enero/Pareja en fase de separación","Año 2003/Febrero/Expareja","Año 2003/Febrero/Pareja","Año 2003/Marzo/Expareja","Año 2003/Marzo/Pareja","Año 2003/Abril/Pareja","Año 2003/Abril/Pareja en fase de separación","Año 2003/Mayo/Expareja","Año 2003/Mayo/Pareja","Año 2003/Mayo/Pareja en fase de separación","Año 2003/Junio/Expareja","Año 2003/Junio/Pareja","Año 2003/Junio/Pareja en fase de separación","Año 2003/Julio/Expareja","Año 2003/Julio/Pareja","Año 2003/Julio/Pareja en fase de separación","Año 2003/Agosto/Expareja","Año 2003/Agosto/Pareja","Año 2003/Agosto/Pareja en fase de separación","Año 2003/Septiembre/Expareja","Año 2003/Septiembre/Pareja","Año 2003/Octubre/Pareja","Año 2003/Octubre/Pareja en fase de separación","Año 2003/Noviembre/Expareja","Año 2003/Noviembre/Pareja","Año 2003/Noviembre/Pareja en fase de separación","Año 2003/Diciembre/Expareja","Año 2003/Diciembre/Pareja","Año 2004/Enero/Expareja","Año 2004/Enero/Pareja","Año 2004/Febrero/Pareja","Año 2004/Febrero/Pareja en fase de separación","Año 2004/Marzo/Expareja","Año 2004/Marzo/Pareja","Año 2004/Marzo/Pareja en fase de separación","Año 2004/Abril/Expareja","Año 2004/Abril/Pareja","Año 2004/Abril/Pareja en fase de separación","Año 2004/Mayo/Expareja","Año 2004/Mayo/Pareja","Año 2004/Mayo/Pareja en fase de separación","Año 2004/Junio/Expareja","Año 2004/Junio/Pareja","Año 2004/Julio/Expareja","Año 2004/Julio/Pareja","Año 2004/Julio/Pareja en fase de separación","Año 2004/Agosto/Expareja","Año 2004/Agosto/Pareja","Año 2004/Agosto/Pareja en fase de separación","Año 2004/Septiembre/Expareja","Año 2004/Septiembre/Pareja","Año 2004/Octubre/Expareja","Año 2004/Octubre/Pareja","Año 2004/Noviembre/Expareja","Año 2004/Noviembre/Pareja","Año 2004/Diciembre/Pareja","Año 2004/Diciembre/Pareja en fase de separación","Año 2005/Enero/Expareja","Año 2005/Enero/Pareja","Año 2005/Febrero/Expareja","Año 2005/Febrero/Pareja","Año 2005/Marzo/Pareja","Año 2005/Abril/Pareja","Año 2005/Abril/Pareja en fase de separación","Año 2005/Mayo/Expareja","Año 2005/Mayo/Pareja","Año 2005/Junio/Pareja","Año 2005/Julio/Expareja","Año 2005/Julio/Pareja","Año 2005/Agosto/Pareja","Año 2005/Septiembre/Expareja","Año 2005/Septiembre/Pareja","Año 2005/Octubre/Expareja","Año 2005/Octubre/Pareja","Año 2005/Noviembre/Expareja","Año 2005/Noviembre/Pareja","Año 2005/Noviembre/Pareja en fase de separación","Año 2005/Diciembre/Pareja","Año 2006/Enero/Expareja","Año 2006/Enero/Pareja","Año 2006/Enero/Pareja en fase de separación","Año 2006/Febrero/Expareja","Año 2006/Febrero/Pareja","Año 2006/Febrero/Pareja en fase de separación","Año 2006/Marzo/Expareja","Año 2006/Marzo/Pareja","Año 2006/Marzo/Pareja en fase de separación","Año 2006/Abril/Expareja","Año 2006/Abril/Pareja","Año 2006/Abril/Pareja en fase de separación","Año 2006/Mayo/Expareja","Año 2006/Mayo/Pareja","Año 2006/Mayo/Pareja en fase de separación","Año 2006/Junio/Expareja","Año 2006/Junio/Pareja","Año 2006/Julio/Expareja","Año 2006/Julio/Pareja","Año 2006/Agosto/Expareja","Año 2006/Agosto/Pareja","Año 2006/Septiembre/Pareja","Año 2006/Septiembre/Pareja en fase de separación","Año 2006/Octubre/Pareja","Año 2006/Octubre/Pareja en fase de separación","Año 2006/Noviembre/Expareja","Año 2006/Noviembre/Pareja","Año 2006/Diciembre/Expareja","Año 2006/Diciembre/Pareja","Año 2006/Diciembre/Pareja en fase de separación","Año 2007/Enero/Expareja","Año 2007/Enero/Pareja","Año 2007/Enero/Pareja en fase de separación","Año 2007/Febrero/Expareja","Año 2007/Febrero/Pareja","Año 2007/Febrero/Pareja en fase de separación","Año 2007/Marzo/Expareja","Año 2007/Marzo/Pareja","Año 2007/Marzo/Pareja en fase de separación","Año 2007/Abril/Expareja","Año 2007/Abril/Pareja","Año 2007/Mayo/Expareja","Año 2007/Mayo/Pareja","Año 2007/Mayo/Pareja en fase de separación","Año 2007/Junio/Expareja","Año 2007/Junio/Pareja","Año 2007/Julio/Pareja","Año 2007/Julio/Pareja en fase de separación","Año 2007/Agosto/Expareja","Año 2007/Agosto/Pareja","Año 2007/Septiembre/Pareja","Año 2007/Octubre/Expareja","Año 2007/Octubre/Pareja","Año 2007/Octubre/Pareja en fase de separación","Año 2007/Noviembre/Expareja","Año 2007/Noviembre/Pareja","Año 2007/Noviembre/Pareja en fase de separación","Año 2007/Diciembre/Expareja","Año 2008/Enero/Pareja","Año 2008/Enero/Pareja en fase de separación","Año 2008/Febrero/Expareja","Año 2008/Febrero/Pareja","Año 2008/Febrero/Pareja en fase de separación","Año 2008/Marzo/Expareja","Año 2008/Marzo/Pareja","Año 2008/Abril/Expareja","Año 2008/Abril/Pareja","Año 2008/Mayo/Expareja","Año 2008/Mayo/Pareja","Año 2008/Junio/Expareja","Año 2008/Junio/Pareja","Año 2008/Junio/Pareja en fase de separación","Año 2008/Julio/Expareja","Año 2008/Julio/Pareja","Año 2008/Agosto/Expareja","Año 2008/Agosto/Pareja","Año 2008/Septiembre/Expareja","Año 2008/Septiembre/Pareja","Año 2008/Septiembre/Pareja en fase de separación","Año 2008/Octubre/Expareja","Año 2008/Octubre/Pareja","Año 2008/Octubre/Pareja en fase de separación","Año 2008/Noviembre/Expareja","Año 2008/Noviembre/Pareja","Año 2008/Diciembre/Pareja","Año 2008/Diciembre/Pareja en fase de separación","Año 2009/Febrero/Expareja","Año 2009/Febrero/Pareja","Año 2009/Febrero/Pareja en fase de separación","Año 2009/Marzo/Expareja","Año 2009/Marzo/Pareja","Año 2009/Abril/Pareja","Año 2009/Mayo/Expareja","Año 2009/Mayo/Pareja","Año 2009/Mayo/Pareja en fase de separación","Año 2009/Junio/Expareja","Año 2009/Junio/Pareja","Año 2009/Junio/Pareja en fase de separación","Año 2009/Julio/Expareja","Año 2009/Julio/Pareja","Año 2009/Julio/Pareja en fase de separación","Año 2009/Agosto/Expareja","Año 2009/Agosto/Pareja","Año 2009/Septiembre/Expareja","Año 2009/Septiembre/Pareja","Año 2009/Septiembre/Pareja en fase de separación","Año 2009/Octubre/Expareja","Año 2009/Octubre/Pareja","Año 2009/Octubre/Pareja en fase de separación","Año 2009/Noviembre/Expareja","Año 2009/Diciembre/Expareja","Año 2009/Diciembre/Pareja","Año 2010/Enero/Expareja","Año 2010/Enero/Pareja","Año 2010/Febrero/Pareja","Año 2010/Marzo/Expareja","Año 2010/Marzo/Pareja","Año 2010/Abril/Expareja","Año 2010/Abril/Pareja","Año 2010/Abril/Pareja en fase de separación","Año 2010/Mayo/Expareja","Año 2010/Mayo/Pareja","Año 2010/Mayo/Pareja en fase de separación","Año 2010/Junio/Expareja","Año 2010/Junio/Pareja","Año 2010/Junio/Pareja en fase de separación","Año 2010/Julio/Expareja","Año 2010/Julio/Pareja","Año 2010/Julio/Pareja en fase de separación","Año 2010/Agosto/Pareja","Año 2010/Agosto/Pareja en fase de separación","Año 2010/Septiembre/Expareja","Año 2010/Septiembre/Pareja","Año 2010/Septiembre/Pareja en fase de separación","Año 2010/Octubre/Pareja","Año 2010/Noviembre/Expareja","Año 2010/Noviembre/Pareja","Año 2010/Noviembre/Pareja en fase de separación","Año 2010/Diciembre/Expareja","Año 2010/Diciembre/Pareja","Año 2010/Diciembre/Pareja en fase de separación","Año 2011/Enero/Pareja","Año 2011/Enero/Pareja en fase de separación","Año 2011/Febrero/Expareja","Año 2011/Febrero/Pareja","Año 2011/Febrero/Pareja en fase de separación","Año 2011/Marzo/Expareja","Año 2011/Marzo/Pareja en fase de separación","Año 2011/Abril/Expareja","Año 2011/Abril/Pareja","Año 2011/Abril/Pareja en fase de separación","Año 2011/Mayo/Expareja","Año 2011/Mayo/Pareja","Año 2011/Mayo/Pareja en fase de separación","Año 2011/Junio/Pareja","Año 2011/Julio/Expareja","Año 2011/Julio/Pareja","Año 2011/Julio/Pareja en fase de separación","Año 2011/Agosto/Pareja","Año 2011/Agosto/Pareja en fase de separación","Año 2011/Septiembre/Expareja","Año 2011/Septiembre/Pareja","Año 2011/Septiembre/Pareja en fase de separación","Año 2011/Octubre/Pareja","Año 2011/Octubre/Pareja en fase de separación","Año 2011/Noviembre/Pareja","Año 2011/Noviembre/Pareja en fase de separación","Año 2011/Diciembre/Expareja","Año 2011/Diciembre/Pareja","Año 2012/Enero/Expareja","Año 2012/Enero/Pareja","Año 2012/Enero/Pareja en fase de separación","Año 2012/Febrero/Pareja","Año 2012/Marzo/Pareja","Año 2012/Abril/Pareja","Año 2012/Abril/Pareja en fase de separación","Año 2012/Mayo/Pareja","Año 2012/Mayo/Pareja en fase de separación","Año 2012/Junio/Expareja","Año 2012/Junio/Pareja","Año 2012/Junio/Pareja en fase de separación","Año 2012/Julio/Expareja","Año 2012/Julio/Pareja","Año 2012/Agosto/Pareja","Año 2012/Agosto/Pareja en fase de separación","Año 2012/Septiembre/Pareja","Año 2012/Octubre/Expareja","Año 2012/Octubre/Pareja","Año 2012/Noviembre/Pareja","Año 2012/Noviembre/Pareja en fase de separación","Año 2012/Diciembre/Expareja","Año 2012/Diciembre/Pareja","Año 2013/Enero/Expareja","Año 2013/Enero/Pareja","Año 2013/Febrero/Expareja","Año 2013/Febrero/Pareja","Año 2013/Marzo/Expareja","Año 2013/Marzo/Pareja","Año 2013/Marzo/Pareja en fase de separación","Año 2013/Abril/Pareja","Año 2013/Mayo/Expareja","Año 2013/Mayo/Pareja","Año 2013/Junio/Expareja","Año 2013/Junio/Pareja","Año 2013/Julio/Expareja","Año 2013/Julio/Pareja","Año 2013/Agosto/Pareja","Año 2013/Agosto/Pareja en fase de separación","Año 2013/Septiembre/Expareja","Año 2013/Septiembre/Pareja","Año 2013/Octubre/Expareja","Año 2013/Octubre/Pareja","Año 2013/Octubre/Pareja en fase de separación","Año 2013/Noviembre/Expareja","Año 2013/Noviembre/Pareja","Año 2013/Diciembre/Expareja","Año 2013/Diciembre/Pareja","Año 2014/Enero/Pareja","Año 2014/Febrero/Expareja","Año 2014/Febrero/Pareja","Año 2014/Marzo/Expareja","Año 2014/Marzo/Pareja","Año 2014/Abril/Expareja","Año 2014/Abril/Pareja","Año 2014/Mayo/Pareja","Año 2014/Mayo/Pareja en fase de separación","Año 2014/Junio/Pareja en fase de separación","Año 2014/Julio/Expareja","Año 2014/Julio/Pareja","Año 2014/Julio/Pareja en fase de separación","Año 2014/Agosto/Expareja","Año 2014/Agosto/Pareja","Año 2014/Agosto/Pareja en fase de separación","Año 2014/Septiembre/Pareja","Año 2014/Octubre/Pareja","Año 2014/Noviembre/Expareja","Año 2014/Noviembre/Pareja","Año 2014/Diciembre/Expareja","Año 2014/Diciembre/Pareja","Año 2014/Diciembre/Pareja en fase de separación","Año 2015/Enero/Pareja","Año 2015/Enero/Pareja en fase de separación","Año 2015/Febrero/Expareja","Año 2015/Febrero/Pareja en fase de separación","Año 2015/Marzo/Pareja","Año 2015/Marzo/Pareja en fase de separación","Año 2015/Abril/Pareja en fase de separación","Año 2015/Mayo/Expareja","Año 2015/Mayo/Pareja","Año 2015/Mayo/Pareja en fase de separación","Año 2015/Junio/Pareja","Año 2015/Junio/Pareja en fase de separación","Año 2015/Julio/Expareja","Año 2015/Julio/Pareja","Año 2015/Julio/Pareja en fase de separación","Año 2015/Agosto/Expareja","Año 2015/Agosto/Pareja","Año 2015/Agosto/Pareja en fase de separación","Año 2015/Septiembre/Pareja","Año 2015/Octubre/Expareja","Año 2015/Octubre/Pareja","Año 2015/Noviembre/Expareja","Año 2015/Noviembre/Pareja","Año 2015/Noviembre/Pareja en fase de separación","Año 2015/Diciembre/Expareja","Año 2015/Diciembre/Pareja","Año 2015/Diciembre/Pareja en fase de separación","Año 2016/Enero/Expareja","Año 2016/Enero/Pareja","Año 2016/Enero/Pareja en fase de separación","Año 2016/Febrero/Expareja","Año 2016/Febrero/Pareja","Año 2016/Febrero/Pareja en fase de separación","Año 2016/Marzo/Pareja","Año 2016/Abril/Expareja","Año 2016/Abril/Pareja","Año 2016/Abril/Pareja en fase de separación","Año 2016/Mayo/Expareja","Año 2016/Mayo/Pareja","Año 2016/Junio/Pareja","Año 2016/Junio/Pareja en fase de separación","Año 2016/Julio/Expareja","Año 2016/Julio/Pareja","Año 2016/Julio/Pareja en fase de separación","Año 2016/Agosto/Expareja","Año 2016/Agosto/Pareja","Año 2016/Agosto/Pareja en fase de separación","Año 2016/Septiembre/Pareja","Año 2016/Septiembre/Pareja en fase de separación","Año 2016/Octubre/Pareja","Año 2016/Octubre/Pareja en fase de separación","Año 2016/Noviembre/Expareja","Año 2016/Noviembre/Pareja","Año 2016/Noviembre/Pareja en fase de separación","Año 2016/Diciembre/Expareja","Año 2016/Diciembre/Pareja","Año 2016/Diciembre/Pareja en fase de separación","Año 2017/Enero/Expareja","Año 2017/Enero/Pareja","Año 2017/Febrero/Expareja","Año 2017/Febrero/Pareja","Año 2017/Febrero/Pareja en fase de separación","Año 2017/Marzo/Pareja","Año 2017/Abril/Expareja","Año 2017/Abril/Pareja","Año 2017/Abril/Pareja en fase de separación","Año 2017/Mayo/Pareja","Año 2017/Mayo/Pareja en fase de separación","Año 2017/Junio/Expareja","Año 2017/Junio/Pareja","Año 2017/Junio/Pareja en fase de separación","Año 2017/Julio/Pareja","Año 2017/Agosto/Expareja","Año 2017/Agosto/Pareja","Año 2017/Septiembre/Expareja","Año 2017/Septiembre/Pareja","Año 2017/Octubre/Expareja","Año 2017/Octubre/Pareja","Año 2017/Octubre/Pareja en fase de separación","Año 2017/Noviembre/Expareja","Año 2017/Noviembre/Pareja","Año 2017/Diciembre/Expareja","Año 2017/Diciembre/Pareja","Año 2018/Enero/Pareja","Año 2018/Enero/Pareja en fase de separación","Año 2018/Febrero/Pareja","Año 2018/Marzo/Pareja","Año 2018/Abril/Expareja","Año 2018/Abril/Pareja","Año 2018/Abril/Pareja en fase de separación","Año 2018/Mayo/Pareja","Año 2018/Junio/Pareja","Año 2018/Junio/Pareja en fase de separación","Año 2018/Julio/Expareja","Año 2018/Julio/Pareja","Año 2018/Julio/Pareja en fase de separación","Año 2018/Agosto/Pareja","Año 2018/Agosto/Pareja en fase de separación","Año 2018/Septiembre/Expareja","Año 2018/Septiembre/Pareja","Año 2018/Octubre/Expareja","Año 2018/Octubre/Pareja","Año 2018/Octubre/Pareja en fase de separación","Año 2018/Noviembre/Expareja","Año 2018/Diciembre/Pareja","Año 2019/Enero/Expareja","Año 2019/Enero/Pareja","Año 2019/Enero/Pareja en fase de separación","Año 2019/Febrero/Pareja","Año 2019/Marzo/Pareja","Año 2019/Abril/Pareja","Año 2019/Mayo/Pareja","Año 2019/Mayo/Pareja en fase de separación","Año 2019/Junio/Pareja","Año 2019/Julio/Pareja","Año 2019/Julio/Pareja en fase de separación","Año 2019/Agosto/Expareja","Año 2019/Agosto/Pareja","Año 2019/Agosto/Pareja en fase de separación","Año 2019/Septiembre/Expareja","Año 2019/Septiembre/Pareja","Año 2019/Octubre/Expareja","Año 2019/Octubre/Pareja","Año 2019/Octubre/Pareja en fase de separación","Año 2019/Noviembre/Pareja","Año 2019/Diciembre/Pareja","Año 2020/Enero/Expareja","Año 2020/Enero/Pareja","Año 2020/Enero/Pareja en fase de separación","Año 2020/Febrero/Expareja","Año 2020/Febrero/Pareja","Año 2020/Marzo/Pareja","Año 2020/Marzo/Pareja en fase de separación","Año 2020/Abril/Pareja","Año 2020/Mayo/Pareja","Año 2020/Mayo/Pareja en fase de separación","Año 2020/Junio/Pareja","Año 2020/Julio/Expareja","Año 2020/Julio/Pareja","Año 2020/Agosto/Expareja","Año 2020/Agosto/Pareja","Año 2020/Agosto/Pareja en fase de separación","Año 2020/Septiembre/Pareja","Año 2020/Octubre/Expareja","Año 2020/Octubre/Pareja","Año 2020/Noviembre/Pareja","Año 2020/Noviembre/Pareja en fase de separación","Año 2020/Diciembre/Pareja","Año 2021/Enero/Pareja","Año 2021/Febrero/Pareja","Año 2021/Febrero/Pareja en fase de separación","Año 2021/Marzo/Expareja","Año 2021/Marzo/Pareja","Año 2021/Abril/Expareja","Año 2021/Abril/Pareja","Año 2021/Mayo/Expareja","Año 2021/Mayo/Pareja","Año 2021/Mayo/Pareja en fase de separación","Año 2021/Junio/Expareja","Año 2021/Junio/Pareja","Año 2021/Junio/Pareja en fase de separación","Año 2021/Julio/Expareja","Año 2021/Julio/Pareja","Año 2021/Julio/Pareja en fase de separación","Año 2021/Agosto/Pareja","Año 2021/Septiembre/Pareja","Año 2021/Septiembre/Pareja en fase de separación","Año 2021/Octubre/Pareja","Año 2021/Octubre/Pareja en fase de separación","Año 2021/Noviembre/Pareja en fase de separación","Año 2021/Diciembre/Expareja","Año 2021/Diciembre/Pareja","Año 2022/Enero/Pareja","Año 2022/Febrero/Expareja","Año 2022/Febrero/Pareja","Año 2022/Marzo/Expareja","Año 2022/Marzo/Pareja","Año 2022/Marzo/Pareja en fase de separación","Año 2022/Abril/Expareja","Año 2022/Abril/Pareja","Año 2022/Abril/Pareja en fase de separación","Año 2022/Mayo/Expareja","Año 2022/Mayo/Pareja","Año 2022/Junio/Pareja","Año 2022/Julio/Expareja","Año 2022/Julio/Pareja en fase de separación","Año 2022/Agosto/Pareja","Año 2022/Septiembre/Pareja","Año 2022/Septiembre/Pareja en fase de separación","Año 2022/Octubre/Pareja en fase de separación","Año 2022/Noviembre/Pareja","Año 2022/Diciembre/Expareja","Año 2022/Diciembre/Pareja","Año 2022/Diciembre/Pareja en fase de separación","Año 2023/Enero/Expareja","Año 2023/Enero/Pareja","Año 2023/Enero/Pareja en fase de separación","Año 2023/Febrero/Expareja","Año 2023/Febrero/Pareja","Año 2023/Marzo/Expareja","Año 2023/Marzo/Pareja","Año 2023/Abril/Expareja","Año 2023/Abril/Pareja","Año 2023/Mayo/Expareja","Año 2023/Mayo/Pareja","Año 2023/Mayo/Pareja en fase de separación","Año 2023/Junio/Expareja","Año 2023/Junio/Pareja","Año 2023/Julio/Expareja","Año 2023/Julio/Pareja","Año 2023/Julio/Pareja en fase de separación","Año 2023/Agosto/Expareja","Año 2023/Agosto/Pareja","Año 2023/Agosto/Pareja en fase de separación","Año 2023/Septiembre/Expareja","Año 2023/Septiembre/Pareja","Año 2023/Septiembre/Pareja en fase de separación","Año 2023/Octubre/Pareja","Año 2023/Noviembre/Pareja","Año 2023/Noviembre/Pareja en fase de separación"
"Almería","No había denuncia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","1.0","","","","","","","","1.0","","","1.0","","1.0","","","","","","","","1.0","","","","","","","1.0","","","","","","","","","","","","1.0","1.0","","","","","","","1.0","","1.0","","","","","","","","","1.0","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","1.0","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","",""
"Almería","Había denuncia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Almería","No consta denuncia","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cádiz","No había denuncia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","1.0","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","1.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","1.0","","","","","","","","","","","","","","","","","1.0","","","","","",""
"Cádiz","Había denuncia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cádiz","No consta denuncia","","","","","","","1.0","","","","","","","","","","","","","","","","","","","1.0","1.0","","","","","","","","","","","","","","","1.0","","","","","1.0","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Córdoba","No había denuncia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","1.0","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","","1.0","","","","","","","","","1.0","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
