"Año","Mes","Pareja - Expareja","Convivencia","Denuncia agresor","Suicidio","Tramo de edad Agresor","Tramo de edad Víctima","País de nacimiento Agresor","País de nacimiento Víctima","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla"
"Año 2014","Marzo","Expareja","No","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Marzo","Expareja","No","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","",""
"Año 2014","Marzo","Expareja","No","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2014","Marzo","Expareja","No","No había denuncia","Tentativa no consumada","41-50 años","41-50 años","España","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Marzo","Pareja","Sí","No había denuncia","No hubo tentativa","21-30 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Marzo","Pareja","Sí","No había denuncia","Suicidio consumado","61-70 años","51-60 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0"
"Año 2014","Marzo","Pareja","Sí","No había denuncia","Suicidio consumado","71-84 años","71-84 años","España","España","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Marzo","Pareja","No","Había denuncia","No hubo tentativa","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Abril","Expareja","No","No había denuncia","No hubo tentativa","41-50 años","41-50 años","Otro país","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Abril","Pareja","Sí","No había denuncia","Suicidio consumado","61-70 años","61-70 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","",""
"Año 2014","Abril","Pareja","Sí","No había denuncia","Suicidio consumado","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","",""
"Año 2014","Abril","Pareja","Sí","No había denuncia","Tentativa no consumada","41-50 años","41-50 años","España","España","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Abril","Pareja","Sí","Había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","",""
"Año 2014","Mayo","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","31-40 años","Otro país","Otro país","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Mayo","Pareja en fase de separación","No","Había denuncia","Suicidio consumado","31-40 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2014","Junio","Pareja en fase de separación","Sí","No había denuncia","No hubo tentativa","51-60 años","51-60 años","España","España","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Junio","Pareja en fase de separación","No","No había denuncia","Suicidio consumado","41-50 años","41-50 años","España","España","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Junio","Pareja en fase de separación","No","Había denuncia","Suicidio consumado","51-60 años","51-60 años","España","España","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Julio","Expareja","No","Había denuncia","No hubo tentativa","21-30 años","21-30 años","España","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Julio","Pareja","Sí","No había denuncia","Suicidio consumado","71-84 años","71-84 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","",""
"Año 2014","Julio","Pareja en fase de separación","No","No había denuncia","No hubo tentativa","51-60 años","41-50 años","España","España","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Agosto","Expareja","No","Había denuncia","No hubo tentativa","31-40 años","41-50 años","Otro país","España","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Agosto","Pareja","Sí","No había denuncia","No hubo tentativa","31-40 años","31-40 años","España","España","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2014","Agosto","Pareja","Sí","No había denuncia","No hubo tentativa","61-70 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Agosto","Pareja","Sí","No había denuncia","Suicidio consumado","41-50 años","31-40 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","",""
"Año 2014","Agosto","Pareja","Sí","No había denuncia","Suicidio consumado","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Agosto","Pareja","Sí","No había denuncia","Suicidio consumado",">=85 años",">=85 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2014","Agosto","Pareja en fase de separación","Sí","No había denuncia","No hubo tentativa","51-60 años","31-40 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","",""
"Año 2014","Septiembre","Pareja","Sí","No había denuncia","No hubo tentativa","61-70 años","71-84 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","",""
"Año 2014","Septiembre","Pareja","Sí","No había denuncia","Tentativa no consumada","51-60 años","51-60 años","España","España","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Octubre","Pareja","Sí","No había denuncia","No hubo tentativa","41-50 años","41-50 años","España","España","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","",""
"Año 2014","Octubre","Pareja","Sí","Había denuncia","No hubo tentativa","41-50 años","21-30 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Noviembre","Expareja","No","No había denuncia","No hubo tentativa","41-50 años","41-50 años","Otro país","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","",""
"Año 2014","Noviembre","Expareja","No","Había denuncia","Suicidio consumado","41-50 años","41-50 años","España","Otro país","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","",""
