año,provincia,total_denuncias,tasa_por_1000,mujeres_por_denuncia
2010,leon,818,3.206774212517396,311.8398533007335
2010,lerida,925,4.294914357086144,232.83351351351354
2010,lugo,502,2.7655202428369168,361.5956175298805
2010,madrid,21195,6.356759519243631,157.31285680585046
2010,malaga,5517,6.76117855540931,147.90320826536163
2010,melilla,373,10.022840252586324,99.77211796246648
2010,murcia,5513,7.6214623032769655,131.20841647016144
2010,navarra,1470,4.615370124426611,216.6673469387755
2010,orense,685,3.939657106048667,253.829197080292
2010,palencia,315,3.622063541343268,276.0857142857143
2010,pontevedra,2086,4.2008006895274,238.04985618408438
2010,rioja,660,4.111355439136366,243.2287878787879
2010,salamanca,504,2.7893848410216675,358.50198412698415
