año,provincia,total_llamadas,tasa_por_1000,mujeres_por_llamada
2011,cuenca,348,3.2196584201469203,310.5919540229885
2011,gerona,605,1.611777430853416,620.4330578512397
2011,granada,1540,3.2943572366760363,303.54935064935063
2011,guadalajara,360,2.8816367696851812,347.025
2011,guipuzcoa,581,1.6051763483757604,622.9845094664372
2011,huelva,711,2.707478123119807,369.3473980309423
2011,huesca,167,1.4892497569936773,671.4790419161677
2011,islas baleares,1559,2.806293730210589,356.3418858242463
2011,jaen,783,2.321953881191877,430.6717752234993
2011,las palmas,2372,4.346400019056729,230.0754637436762
2011,leon,587,2.3066373785282317,433.5315161839864
2011,lerida,294,1.3553383735939517,737.8231292517006
2011,lugo,373,2.0644689942217007,484.3860589812332
2011,madrid,15518,4.622805522819703,216.3188555226189
2011,malaga,2733,3.3139283206883463,301.7566776436151
2011,melilla,136,3.5583464154892726,281.02941176470586
2011,murcia,1989,2.7303126475659174,366.2584213172448
2011,navarra,824,2.5638233326591893,390.0424757281553
2011,orense,294,1.7025022149901268,587.3707482993198
2011,palencia,166,1.9179664933564413,521.3855421686748
2011,pontevedra,1169,2.352964856487259,424.9957228400342
2011,rioja,410,2.540697638390561,393.59268292682924
2011,salamanca,480,2.6607243822130573,375.83750000000003
2011,santa cruz de tenerife,1921,3.698220580279879,270.4003123373243
2011,segovia,216,2.6600330041131994,375.93518518518516
2011,sevilla,3572,3.6330497683066247,275.2508398656215
2011,soria,88,1.8772932844099326,532.6818181818181
2011,tarragona,850,2.11617027950875,472.55176470588236
2011,teruel,91,1.2889700987266108,775.8131868131868
2011,toledo,1051,3.0140003326584575,331.7849666983825
2011,valencia,3918,3.003785782080631,332.9132210311384
2011,valladolid,861,3.1623602005399154,316.2195121951219
2011,vizcaya,1142,1.9174135400961059,521.5359019264448
2011,zamora,220,2.258958825341411,442.6818181818182
2011,zaragoza,1147,2.3300174091100225,429.1813426329556
2012,alava,244,1.5070286829557527,663.5573770491803
2012,albacete,297,1.4761651515678662,677.4309764309766
2012,alicante,2256,2.314622442603827,432.03590425531917
2012,almeria,667,1.9351731501253364,516.7496251874063
2012,asturias,1200,2.139266231682533,467.45
2012,avila,248,2.9234595843500606,342.06048387096774
2012,badajoz,806,2.303890602355914,434.04838709677415
2012,barcelona,5633,1.9907013432021416,502.33552281200076
2012,burgos,345,1.8563757089202888,538.6840579710146
2012,caceres,503,2.4186994801959965,413.44532803180914
2012,cadiz,1229,1.9555179338019788,511.373474369406
2012,cantabria,621,2.0436908859943,489.3107890499195
2012,castellon,650,2.1549080517310544,464.05692307692306
2012,ciudad real,480,1.80327068219984,554.5479166666667
2012,cordoba,748,1.8279659235871144,547.0561497326203
2012,coruña,1191,2.0053813592141463,498.65827036104116
2012,cuenca,272,2.5284450063211126,395.49999999999994
2012,cuenca,272,6.622839055271488,150.9926470588235
2012,gerona,533,1.4093109712082792,709.5666041275798
2012,granada,1208,2.5883199917722277,386.35099337748346
2012,guadalajara,249,1.9679438543247345,508.144578313253
2012,guipuzcoa,421,1.1583691483097716,863.2826603325416
2012,huelva,509,1.9317474534331214,517.6660117878192
2012,huesca,134,1.195393275466783,836.5447761194031
2012,islas baleares,1236,2.2097155974455975,452.546925566343
2012,jaen,655,1.9493119375267844,513.0015267175572
2012,las palmas,1910,3.4814118127401446,287.23979057591623
2012,leon,480,1.8994705225918276,526.4625
2012,lerida,321,1.4745942568917758,678.1526479750779
2012,lugo,299,1.6669825942486312,599.886287625418
2012,madrid,12335,3.6620640740974952,273.0700445885691
2012,malaga,2074,2.4910788389218457,401.43249758919967
2012,melilla,128,3.262559579945454,306.5078125
2012,murcia,1527,2.0868581237136508,479.1892599869024
2012,navarra,696,2.1540451792406987,464.2428160919541
2012,orense,276,1.6132614769525724,619.8623188405797
2012,palencia,116,1.347536679716088,742.0948275862069
2012,pontevedra,790,1.5997731967113524,625.0886075949367
2012,rioja,239,1.4749899713024965,677.9707112970711
2012,salamanca,381,2.1276001675275724,470.01312335958
2012,santa cruz de tenerife,1622,3.1588623421542588,316.56966707768186
2012,segovia,167,2.0615756857516727,485.065868263473
2012,sevilla,2769,2.801041109248696,357.01011195377396
2012,soria,67,1.4395290376640955,694.6716417910447
2012,tarragona,670,1.6594920468224441,602.5940298507463
2012,teruel,63,0.896797153024911,1115.079365079365
2012,toledo,873,2.4889096693998107,401.78235967926685
2012,valencia,3187,2.439244668409677,409.9629745842485
2012,valladolid,633,2.3243090413051384,430.2353870458136
2012,vizcaya,821,1.3745071613329873,727.5334957369062
2012,zamora,199,2.0619197612732094,484.98492462311555
2012,zaragoza,832,1.6800546017745577,595.21875
2013,alava,228,1.409190642479681,709.6271929824561
2013,albacete,331,1.6550744783515259,604.202416918429
2013,alicante,2194,2.246305216977317,445.1754785779398
2013,almeria,712,2.071748852827268,482.68398876404495
2013,asturias,1296,2.3275067840716646,429.64429012345676
2013,avila,296,3.532219570405728,283.1081081081081
2013,badajoz,867,2.4811623401338743,403.0369088811995
2013,barcelona,5347,1.8897184754174026,529.1793529081729
2013,burgos,377,2.042142895834462,489.6816976127321
2013,caceres,561,2.716483388776711,368.1229946524064
2013,cadiz,1371,2.1910688772330205,456.398249452954
2013,cantabria,698,2.3017691965242624,434.4484240687679
2013,castellon,597,1.9853212595649585,503.69681742043554
2013,ciudad real,501,1.897195483084287,527.0938123752495
2013,cordoba,894,2.189925851168328,456.6364653243848
2013,coruña,1222,2.06739504840276,483.7004909983633
2013,cuenca,242,2.3094247432912165,433.00826446280996
2013,cuenca,242,5.885214007782101,169.91735537190084
2013,gerona,478,1.2613901152403897,792.7761506276152
2013,granada,1190,2.5555729744936637,391.3016806722689
2013,guadalajara,302,2.3982148387557873,416.97682119205297
2013,guipuzcoa,391,1.0733884760354355,931.6291560102303
2013,huelva,607,2.3143117496120573,432.09390444810543
2013,huesca,145,1.299888837092552,769.2965517241379
2013,islas baleares,1219,2.1882309436319605,456.9901558654635
2013,jaen,751,2.2457395241185245,445.2876165113183
2013,las palmas,1880,3.4129692832764507,293.0
2013,leon,562,2.2428593663323664,445.8594306049822
2013,lerida,219,1.008584481615209,991.4885844748858
2013,lugo,294,1.6517596296462762,605.4149659863946
2013,madrid,13043,3.8682293012067346,258.5162155945718
2013,malaga,2168,2.5836559924015727,387.0484317343173
2013,melilla,86,2.1149968029118096,472.8139534883721
2013,murcia,1425,1.9461709598515173,513.8294736842105
2013,navarra,652,2.0151818608906362,496.23312883435585
2013,orense,282,1.6656920596105116,600.3510638297872
2013,palencia,169,1.9821954280486516,504.4911242603551
2013,pontevedra,916,1.8601062047538304,537.6037117903929
2013,rioja,299,1.847184125336694,541.3645484949833
2013,salamanca,383,2.1687674832104555,461.09138381201046
2013,santa cruz de tenerife,1730,3.375366071132426,296.26416184971094
2013,segovia,130,1.6228902426845102,616.1846153846154
2013,sevilla,3331,3.362751095846987,297.37556289402585
2013,soria,75,1.632031335001632,612.7333333333333
2013,tarragona,713,1.7704300928420493,564.8345021037868
2013,teruel,90,1.2921009561547074,773.9333333333334
2013,toledo,824,2.3592874035813067,423.8567961165048
2013,valencia,3395,2.6078193099994316,383.46215022091314
2013,valladolid,776,2.8564592420812396,350.083762886598
2013,vizcaya,848,1.4207353645828098,703.8608490566038
2013,zamora,183,1.9276550024227357,518.7650273224044
2013,zaragoza,984,1.9840269698625494,504.0254065040651
2014,alava,276,1.7000412691177647,588.2210144927536
2014,albacete,394,1.9823201195429594,504.4593908629442
2014,alicante,3106,3.30454007207004,302.61397295556986
2014,almeria,996,2.886747337149482,346.41064257028114
2014,asturias,1259,2.273264852508626,439.89594916600475
2014,avila,224,2.698242528638713,370.6116071428571
2014,badajoz,905,2.598521283468523,384.83425414364643
2014,barcelona,6294,2.228166517036588,448.79949157928183
2014,burgos,410,2.2402168092755903,446.3853658536585
2014,caceres,518,2.5177286005220156,397.1833976833977
2014,cadiz,1776,2.8332814855584005,352.94763513513516
2014,cantabria,832,2.756116790448995,362.82932692307696
2014,castellon,749,2.541533199413649,393.4632843791722
2014,ciudad real,499,1.9067999006477006,524.438877755511
2014,cordoba,1073,2.637932136552938,379.0848089468779
2014,coruña,903,1.5339924574457242,651.8936877076412
2014,cuenca,281,6.753346631738326,148.0747330960854
2014,cuenca,281,2.7317888842440916,366.06049822064057
2014,gerona,444,1.1777781904127795,849.0563063063063
2014,granada,1500,3.218552595440813,310.69866666666667
2014,guadalajara,354,2.826821263445368,353.7542372881356
2014,guipuzcoa,445,1.2187306577859087,820.5258426966292
2014,huelva,777,2.9691960242579873,336.7915057915058
2014,huesca,156,1.4045323177484268,711.9807692307692
2014,islas baleares,1388,2.5070397604223675,398.87680115273776
2014,jaen,770,2.316137765077455,431.75324675324674
2014,las palmas,2161,3.930084148539358,254.44747801943544
2014,leon,523,2.107536761002107,474.48757170172087
2014,lerida,234,1.0827819166165378,923.5470085470087
2014,lugo,412,2.3352964182674594,428.2111650485437
2014,madrid,15776,4.702517199987242,212.65206643002028
2014,malaga,2727,3.308145170192969,302.28419508617526
2014,melilla,109,2.6306897716850894,380.1284403669725
2014,murcia,1792,2.451674512845981,407.88448660714283
2014,navarra,774,2.401459491660048,416.4134366925065
2014,orense,281,1.680591855409293,595.0284697508897
2014,palencia,195,2.3046376400510566,433.90769230769234
2014,pontevedra,1305,2.6591842723004695,376.05517241379306
2014,rioja,395,2.454757880083524,407.37215189873416
2014,salamanca,438,2.497177846953785,400.45205479452056
2014,santa cruz de tenerife,1758,3.4566765176048655,289.2952218430034
2014,segovia,191,2.418119437375771,413.54450261780096
2014,sevilla,3675,3.7103522361056145,269.5161904761905
2014,soria,56,1.2308233328937537,812.4642857142857
2014,tarragona,797,1.9958530330956006,501.03889585947303
2014,teruel,72,1.0447501305937663,957.1666666666666
2014,toledo,1029,2.9723819785260566,336.4305150631681
2014,valencia,4374,3.3772410704634246,296.09967992684045
2014,valladolid,822,3.041155491098516,328.8223844282238
2014,vizcaya,1175,1.9743485909872247,506.49617021276595
2014,zamora,198,2.1162663930483854,472.53030303030306
2014,zaragoza,1053,2.155860747365059,463.85185185185196
2015,alava,377,2.307871248944011,433.2997347480106
2015,albacete,444,2.247350252573823,444.9684684684685
2015,alicante,3823,4.092591264356988,244.34397070363588
2015,almeria,1137,3.2941912716968993,303.5646437994723
2015,asturias,1474,2.684617542172537,372.4925373134328
2015,avila,261,3.181181059174843,314.3486590038314
2015,badajoz,914,2.6389185630886316,378.9431072210066
2015,barcelona,8096,2.8632440243573796,349.25419960474306
2015,burgos,538,2.958319586495106,338.0297397769517
2015,caceres,611,2.9868257033216823,334.80360065466454
2015,cadiz,2040,3.252602879510196,307.44607843137254
2015,cantabria,886,2.949489165787257,339.04176072234765
2015,castellon,871,2.9766888693708626,335.94374282433984
2015,ciudad real,527,2.033634069351938,491.73055028463
2015,cordoba,1145,2.8267975469816222,353.75720524017464
2015,coruña,919,1.5685163439744394,637.5451577801958
2015,cuenca,364,3.5947776965770606,278.18131868131866
2015,cuenca,364,8.769816412085,114.02747252747253
2015,gerona,655,1.741474749945496,574.2259541984732
2015,granada,1890,4.061110036743377,246.23809523809524
2015,guadalajara,465,3.727933041512338,268.2451612903226
2015,guipuzcoa,559,1.5271763629161146,654.8032200357782
2015,huelva,862,3.286087878071654,304.3132250580046
2015,huesca,216,1.9585974266206032,510.56944444444446
2015,islas baleares,1626,2.930780586192166,341.2060270602706
2015,jaen,825,2.497661280800705,400.37454545454545
2015,las palmas,2652,4.825705067900145,207.223604826546
2015,leon,665,2.706211263536143,369.52030075187974
2015,lerida,319,1.481584691839673,674.9529780564263
2015,lugo,499,2.8550014017541954,350.2625250501002
2015,madrid,17841,5.325712975682796,187.76828653102405
2015,malaga,3297,3.980893642402977,251.19987867758567
2015,melilla,133,3.167345383534567,315.7218045112782
2015,murcia,2263,3.092146794305968,323.399911621741
2015,navarra,836,2.5915168123103247,385.8744019138756
2015,orense,318,1.9232164888598593,519.9622641509434
2015,palencia,212,2.529742371991456,395.29716981132077
2015,pontevedra,1979,4.044884110697788,247.2258716523497
2015,rioja,421,2.625998003992016,380.80760095011874
2015,salamanca,522,2.9997241632953293,333.3639846743295
2015,santa cruz de tenerife,2253,4.439006513695311,225.2756324900133
2015,segovia,189,2.4164162884357223,413.83597883597884
2015,sevilla,4318,4.357685441314047,229.4796201945345
2015,soria,49,1.0906096285250062,916.9183673469388
2015,tarragona,1015,2.5542880582629333,391.4985221674877
2015,teruel,110,1.6099053082968666,621.1545454545454
2015,toledo,1343,3.9061363861112564,256.00744601638127
2015,valencia,5125,3.9631906584696286,252.3219512195122
2015,valladolid,1146,4.255650992056861,234.98167539267016
2015,vizcaya,1364,2.2965166691079784,435.44208211143695
2015,zamora,237,2.5608332973159875,390.4978902953586
2015,zaragoza,1361,2.797245915116638,357.49448934606903
2016,alava,387,2.3613975568382903,423.47803617571054
2016,albacete,473,2.409859535248654,414.96194503171245
2016,alicante,3420,3.6961544862885636,270.5514619883041
2016,almeria,1108,3.201627397608604,312.34115523465704
2016,asturias,1659,3.0454001424490964,328.36407474382156
2016,avila,278,3.437020918846743,290.9496402877698
2016,badajoz,1028,2.978337519809711,335.7577821011673
2016,barcelona,8562,3.017010059166802,331.45398271431907
2016,burgos,622,3.444513974647934,290.31672025723475
2016,caceres,574,2.8223030779821023,354.3205574912892
2016,cadiz,2097,3.344332257894745,299.0133524082022
2016,cantabria,895,2.9911302127545802,334.3217877094972
2016,castellon,867,2.974852715625354,336.1510957324106
2016,ciudad real,641,2.5035052979796206,399.4399375975039
2016,cordoba,1231,3.0535297911395545,327.4898456539399
2016,coruña,1691,2.8959396904718275,345.3110585452395
2016,cuenca,305,7.318887529095578,136.6327868852459
2016,cuenca,305,3.050793206233621,327.783606557377
2016,gerona,680,1.8054711084796076,553.8720588235294
2016,granada,1907,4.107753681253824,243.44205558468798
2016,guadalajara,494,3.964146143784556,252.26113360323885
2016,guipuzcoa,529,1.4420691647993369,693.4480151228734
2016,huelva,925,3.530197500238527,283.27027027027026
2016,huesca,231,2.1099358798706636,473.94805194805195
2016,islas baleares,2055,3.6924702356353025,270.8214111922141
2016,jaen,952,2.9078646743313743,343.8949579831933
2016,las palmas,2330,4.237349783222277,235.99656652360514
2016,leon,739,3.0426923916220967,328.65629228687413
2016,lerida,322,1.503801535558835,664.9813664596273
2016,lugo,396,2.2840926787908153,437.810606060606
2016,madrid,18800,5.581342877033813,179.1683510638298
2016,malaga,3414,4.1198646502580045,242.72642062097245
2016,melilla,119,2.816034833640967,355.10924369747903
2016,murcia,2368,3.2381046148460535,308.82263513513516
2016,navarra,864,2.6765218845935803,373.619212962963
2016,orense,422,2.579036467086728,387.7417061611375
2016,palencia,231,2.7819594147046427,359.45887445887445
2016,pontevedra,1524,3.1242632663311434,320.0754593175853
2016,rioja,398,2.4902236821523545,401.57035175879395
2016,salamanca,536,3.1095537558304134,321.58955223880594
2016,santa cruz de tenerife,2346,4.607100354664247,217.05626598465474
2016,segovia,184,2.377844690557114,420.54891304347825
2016,sevilla,4347,4.389388323035554,227.82217621348056
2016,soria,85,1.9124760940488246,522.8823529411765
2016,tarragona,1157,2.9175765706245174,342.7502160760588
2016,teruel,141,2.089724778800409,478.53191489361706
2016,toledo,1342,3.9239766081871346,254.8435171385991
2016,valencia,5632,4.350744810122279,229.84570312500003
2016,valladolid,1022,3.812181074870938,262.3170254403131
2016,vizcaya,1350,2.275661880472124,439.4325925925926
2016,zamora,232,2.5470714168084756,392.60775862068965
2016,zaragoza,1406,2.9025478837824785,344.5248933143669
2017,alava,322,1.9489165960537465,513.1055900621118
2017,albacete,384,1.9663165872117732,508.5651041666667
2017,alicante,3326,3.6127787656375427,276.7952495490078
2017,almeria,896,2.5821623304015033,387.2723214285714
2017,asturias,1627,3.0071213513008987,332.5439459127228
2017,avila,371,4.635993302176793,215.70350404312666
2017,badajoz,774,2.254469617089695,443.5633074935401
2017,barcelona,8276,2.8963231115105397,345.2653455775737
2017,burgos,475,2.649900698458037,377.37263157894733
2017,caceres,414,2.054162407835588,486.8164251207729
2017,cadiz,1853,2.954193264503128,338.50188882892604
2017,cantabria,790,2.6466814300120274,377.83164556962026
2017,castellon,877,3.0241066471726152,330.67616875712656
2017,ciudad real,492,1.935103244837758,516.7682926829268
2017,cordoba,1019,2.5380900312092916,393.99705593719335
2017,coruña,1681,2.883446000998314,346.807257584771
2017,cuenca,289,2.922232221402065,342.20415224913495
2017,cuenca,289,6.8932617769827065,145.06920415224914
2017,gerona,645,1.7058933988537455,586.2031007751938
2017,granada,1525,3.2929043848530717,303.6832786885246
2017,guadalajara,403,3.2247997503380836,310.0967741935484
2017,guipuzcoa,563,1.5298081625998585,653.6767317939609
2017,huelva,749,2.8662505692320055,348.8878504672897
2017,huesca,218,2.002792885491695,499.30275229357795
2017,islas baleares,1641,2.924747894217162,341.90981109079826
2017,jaen,784,2.4119069446922663,414.609693877551
2017,las palmas,2312,4.190197258248092,238.65224913494808
2017,leon,670,2.7886804546797803,358.59253731343284
2017,lerida,317,1.485995546701043,672.9495268138801
2017,lugo,275,1.600148959321304,624.9418181818182
2017,madrid,17939,5.289147326590916,189.0663916606277
2017,malaga,3005,3.62020277954471,276.2276206322795
2017,melilla,100,2.3534395519051095,424.90999999999997
2017,murcia,2138,2.9126676520874346,343.3278765201122
2017,navarra,853,2.628149234509171,380.49589683470106
2017,orense,304,1.8766474680692138,532.8651315789474
2017,palencia,294,3.565927201717467,280.43197278911566
2017,pontevedra,1213,2.490176837454887,401.57790601813684
2017,rioja,378,2.3643767240246945,422.94444444444446
2017,salamanca,556,3.245199322944026,308.1474820143885
2017,santa cruz de tenerife,2253,4.406897684862805,226.91699955614735
2017,segovia,170,2.2152434813202855,451.4176470588235
2017,sevilla,3631,3.6650482986948756,272.8477003580281
2017,soria,70,1.5939157957055354,627.3857142857142
2017,tarragona,1054,2.6563303325705414,376.4592030360531
2017,teruel,123,1.8391698316337213,543.7235772357724
2017,toledo,1141,3.342972579421235,299.1349693251534
2017,valencia,5019,3.876627619755276,257.9561665670452
2017,valladolid,1005,3.764270518083481,265.6557213930348
2017,vizcaya,1199,2.018474343154106,495.42368640533783
2017,zamora,190,2.1206303852850574,471.5578947368421
2017,zaragoza,1193,2.4490432719053885,408.3227158424141
2018,alava,323,1.937693844372589,516.077399380805
2018,albacete,367,1.8856485192264216,530.3215258855586
2018,alicante,3074,3.3134926195562895,301.7963565387118
2018,almeria,920,2.6435186382430946,378.2836956521739
2018,asturias,1374,2.55625053487775,391.19796215429403
2018,avila,269,3.406788247213779,293.53159851301115
2018,badajoz,781,2.2853631415696145,437.5672215108835
2018,barcelona,9547,3.3196749243015367,301.23431444432805
2018,burgos,574,3.2114942400116373,311.3815331010453
2018,caceres,507,2.536674204975284,394.21696252465483
2018,cadiz,1597,2.545600033154966,392.83469004383215
2018,cantabria,771,2.581487619908593,387.3735408560311
2018,castellon,710,2.4437338877052652,409.2098591549296
2018,ciudad real,469,1.8578377778834116,538.2601279317697
2018,cordoba,975,2.436555834614087,410.4153846153846
2018,coruña,1398,2.3991186070696777,416.81974248927037
2018,cuenca,260,6.195343960731051,161.41153846153844
2018,cuenca,260,2.647037862822353,377.78076923076924
2018,gerona,594,1.5580041809068423,641.8468013468013
2018,granada,1352,2.921619770203368,342.2758875739645
2018,guadalajara,357,2.845664546367593,351.4117647058823
2018,guipuzcoa,496,1.3445523941707147,743.741935483871
2018,huelva,757,2.8868998813968476,346.39233817701455
2018,huesca,180,1.655233295937322,604.1444444444444
2018,islas baleares,1533,2.703203110535086,369.93150684931504
2018,jaen,601,1.863277011316075,536.6888519134775
2018,las palmas,2285,4.105134562178865,243.59737417943109
2018,leon,552,2.3183536329273418,431.3405797101449
2018,lerida,305,1.4295289116363654,699.5311475409836
2018,lugo,254,1.4881649871103821,671.9685039370079
2018,madrid,16120,4.699424845206135,212.79199751861043
2018,malaga,2781,3.325508841118165,300.7058612010068
2018,melilla,86,2.017879349585866,495.5697674418604
2018,murcia,2075,2.8102594106445853,355.8390361445783
2018,navarra,694,2.1217726279101763,471.3040345821326
2018,orense,311,1.9332740711270802,517.2572347266881
2018,palencia,237,2.9004307812805954,344.7763713080169
2018,pontevedra,1094,2.2469925422029977,445.03930530164536
2018,rioja,329,2.057317233314782,486.0699088145897
2018,salamanca,482,2.8285057039575605,353.5435684647303
2018,santa cruz de tenerife,2269,4.38850131422946,227.86822388717493
2018,segovia,217,2.841690347419562,351.9032258064516
2018,sevilla,3245,3.273849158787233,305.4508474576271
2018,soria,92,2.100456621004566,476.0869565217392
2018,tarragona,905,2.2668012553820875,441.1502762430939
2018,teruel,105,1.5786624969930239,633.447619047619
2018,toledo,1179,3.448790290733899,289.95674300254456
2018,valencia,4511,3.47251356558863,287.975836843272
2018,valladolid,1029,3.8612356704628605,258.98445092322646
2018,vizcaya,1152,1.9369515543531808,516.2751736111111
2018,zamora,191,2.1647965544599344,461.9371727748691
2018,zaragoza,1168,2.3935799595058733,417.7842465753424
2019,alava,309,1.838738470693246,543.8511326860842
2019,albacete,305,1.5700930730582325,636.9049180327869
2019,alicante,3004,3.2033509354125966,312.1731025299601
2019,almeria,769,2.1901406645610177,456.59167750325093
2019,asturias,1338,2.502510927444016,399.5986547085202
2019,avila,240,3.054639870686912,327.37083333333334
2019,badajoz,675,1.982687466771627,504.36592592592586
