año,trimestre,provincia,comunidad,numero_ordenes_proteccion
2019,segundo,barcelona,cataluña,953
2019,segundo,gerona,cataluña,140
2019,segundo,lerida,cataluña,79
2019,segundo,tarragona,cataluña,227
2019,segundo,alicante,comunidad valenciana,499
2019,segundo,castellon,comunidad valenciana,150
2019,segundo,valencia,comunidad valenciana,700
2019,segundo,badajoz,extremadura,174
2019,segundo,caceres,extremadura,66
2019,segundo,coruña,galicia,199
2019,segundo,lugo,galicia,71
2019,segundo,orense,galicia,109
2019,segundo,pontevedra,galicia,145
2019,segundo,madrid,madrid,1522
2019,segundo,murcia,murcia,417
2019,segundo,navarra,navarra,96
2019,segundo,alava,pais vasco,30
2019,segundo,guipuzcoa,pais vasco,61
2019,segundo,vizcaya,pais vasco,123
2019,segundo,rioja,la rioja,66
2019,segundo,cuenca,castilla la mancha,23
2019,segundo,melilla,melilla,7
2019,tercero,almeria,andalucia,427
2019,tercero,cadiz,andalucia,287
2019,tercero,cordoba,andalucia,117
2019,tercero,granada,andalucia,267
2019,tercero,huelva,andalucia,153
2019,tercero,jaen,andalucia,111
2019,tercero,malaga,andalucia,486
2019,tercero,sevilla,andalucia,467
2019,tercero,huesca,aragon,64
2019,tercero,teruel,aragon,15
2019,tercero,zaragoza,aragon,182
2019,tercero,asturias,asturias,218
2019,tercero,islas baleares,islas baleares,358
2019,tercero,las palmas,canarias,213
2019,tercero,santa cruz de tenerife,canarias,382
2019,tercero,cantabria,cantabria,76
2019,tercero,avila,castilla y leon,36
2019,tercero,burgos,castilla y leon,81
2019,tercero,leon,castilla y leon,63
2019,tercero,palencia,castilla y leon,25
2019,tercero,salamanca,castilla y leon,35
2019,tercero,segovia,castilla y leon,13
2019,tercero,soria,castilla y leon,26
2019,tercero,valladolid,castilla y leon,105
2019,tercero,zamora,castilla y leon,28
2019,tercero,albacete,castilla la mancha,117
2019,tercero,ciudad real,castilla la mancha,119
2019,tercero,cuenca,castilla la mancha,51
2019,tercero,guadalajara,castilla la mancha,83
2019,tercero,toledo,castilla la mancha,143
2019,tercero,barcelona,cataluña,989
2019,tercero,gerona,cataluña,163
2019,tercero,lerida,cataluña,65
2019,tercero,tarragona,cataluña,246
2019,tercero,alicante,comunidad valenciana,627
2019,tercero,castellon,comunidad valenciana,164
2019,tercero,valencia,comunidad valenciana,753
2019,tercero,badajoz,extremadura,172
2019,tercero,caceres,extremadura,48
2019,tercero,coruña,galicia,203
2019,tercero,lugo,galicia,60
2019,tercero,orense,galicia,99
2019,tercero,pontevedra,galicia,174
2019,tercero,madrid,madrid,1531
2019,tercero,murcia,murcia,464
2019,tercero,navarra,navarra,121
2019,tercero,alava,pais vasco,33
2019,tercero,guipuzcoa,pais vasco,61
2019,tercero,vizcaya,pais vasco,161
2019,tercero,rioja,la rioja,46
2019,tercero,cuenca,castilla la mancha,35
2019,tercero,melilla,melilla,10
2019,cuarto,almeria,andalucia,332
2019,cuarto,cadiz,andalucia,296
2019,cuarto,cordoba,andalucia,95
2019,cuarto,granada,andalucia,225
2019,cuarto,huelva,andalucia,140
2019,cuarto,jaen,andalucia,119
2019,cuarto,malaga,andalucia,344
2019,cuarto,sevilla,andalucia,434
2019,cuarto,huesca,aragon,57
2019,cuarto,teruel,aragon,24
2019,cuarto,zaragoza,aragon,176
2019,cuarto,asturias,asturias,262
2019,cuarto,islas baleares,islas baleares,364
2019,cuarto,las palmas,canarias,235
2019,cuarto,santa cruz de tenerife,canarias,271
2019,cuarto,cantabria,cantabria,77
2019,cuarto,avila,castilla y leon,28
2019,cuarto,burgos,castilla y leon,78
2019,cuarto,leon,castilla y leon,55
2019,cuarto,palencia,castilla y leon,21
2019,cuarto,salamanca,castilla y leon,25
2019,cuarto,segovia,castilla y leon,29
2019,cuarto,soria,castilla y leon,13
2019,cuarto,valladolid,castilla y leon,118
2019,cuarto,zamora,castilla y leon,42
2019,cuarto,albacete,castilla la mancha,86
2019,cuarto,ciudad real,castilla la mancha,127
2019,cuarto,cuenca,castilla la mancha,43
2019,cuarto,guadalajara,castilla la mancha,76
2019,cuarto,toledo,castilla la mancha,153
2019,cuarto,barcelona,cataluña,896
2019,cuarto,gerona,cataluña,134
2019,cuarto,lerida,cataluña,64
2019,cuarto,tarragona,cataluña,226
2019,cuarto,alicante,comunidad valenciana,559
2019,cuarto,castellon,comunidad valenciana,120
2019,cuarto,valencia,comunidad valenciana,705
2019,cuarto,badajoz,extremadura,120
2019,cuarto,caceres,extremadura,65
2019,cuarto,coruña,galicia,218
2019,cuarto,lugo,galicia,70
2019,cuarto,orense,galicia,65
2019,cuarto,pontevedra,galicia,176
2019,cuarto,madrid,madrid,1415
2019,cuarto,murcia,murcia,405
2019,cuarto,navarra,navarra,96
2019,cuarto,alava,pais vasco,32
2019,cuarto,guipuzcoa,pais vasco,39
2019,cuarto,vizcaya,pais vasco,106
2019,cuarto,rioja,la rioja,49
2019,cuarto,cuenca,castilla la mancha,35
2019,cuarto,melilla,melilla,15
2020,primero,almeria,andalucia,342
2020,primero,cadiz,andalucia,282
2020,primero,cordoba,andalucia,123
2020,primero,granada,andalucia,296
2020,primero,huelva,andalucia,81
2020,primero,jaen,andalucia,96
2020,primero,malaga,andalucia,320
2020,primero,sevilla,andalucia,387
2020,primero,huesca,aragon,51
2020,primero,teruel,aragon,21
2020,primero,zaragoza,aragon,118
2020,primero,asturias,asturias,196
2020,primero,islas baleares,islas baleares,336
2020,primero,las palmas,canarias,213
2020,primero,santa cruz de tenerife,canarias,373
2020,primero,cantabria,cantabria,71
2020,primero,avila,castilla y leon,19
2020,primero,burgos,castilla y leon,80
2020,primero,leon,castilla y leon,56
2020,primero,palencia,castilla y leon,22
2020,primero,salamanca,castilla y leon,29
2020,primero,segovia,castilla y leon,15
2020,primero,soria,castilla y leon,15
2020,primero,valladolid,castilla y leon,99
2020,primero,zamora,castilla y leon,24
2020,primero,albacete,castilla la mancha,96
2020,primero,ciudad real,castilla la mancha,99
2020,primero,cuenca,castilla la mancha,24
2020,primero,guadalajara,castilla la mancha,40
2020,primero,toledo,castilla la mancha,139
2020,primero,barcelona,cataluña,806
2020,primero,gerona,cataluña,127
2020,primero,lerida,cataluña,64
2020,primero,tarragona,cataluña,181
2020,primero,alicante,comunidad valenciana,595
2020,primero,castellon,comunidad valenciana,88
2020,primero,valencia,comunidad valenciana,549
2020,primero,badajoz,extremadura,130
2020,primero,caceres,extremadura,51
2020,primero,coruña,galicia,258
2020,primero,lugo,galicia,58
2020,primero,orense,galicia,69
2020,primero,pontevedra,galicia,144
2020,primero,madrid,madrid,1267
2020,primero,murcia,murcia,301
2020,primero,navarra,navarra,84
2020,primero,alava,pais vasco,24
2020,primero,guipuzcoa,pais vasco,41
2020,primero,vizcaya,pais vasco,96
2020,primero,rioja,la rioja,73
2020,primero,cuenca,castilla la mancha,28
2020,primero,melilla,melilla,24
2020,segundo,almeria,andalucia,278
2020,segundo,cadiz,andalucia,269
2020,segundo,cordoba,andalucia,119
2020,segundo,granada,andalucia,241
2020,segundo,huelva,andalucia,156
2020,segundo,jaen,andalucia,97
2020,segundo,malaga,andalucia,246
2020,segundo,sevilla,andalucia,409
2020,segundo,huesca,aragon,62
2020,segundo,teruel,aragon,22
2020,segundo,zaragoza,aragon,140
2020,segundo,asturias,asturias,155
2020,segundo,islas baleares,islas baleares,328
2020,segundo,las palmas,canarias,282
2020,segundo,santa cruz de tenerife,canarias,286
2020,segundo,cantabria,cantabria,65
2020,segundo,avila,castilla y leon,25
2020,segundo,burgos,castilla y leon,46
2020,segundo,leon,castilla y leon,79
2020,segundo,palencia,castilla y leon,12
2020,segundo,salamanca,castilla y leon,27
2020,segundo,segovia,castilla y leon,12
2020,segundo,soria,castilla y leon,8
2020,segundo,valladolid,castilla y leon,74
2020,segundo,zamora,castilla y leon,22
2020,segundo,albacete,castilla la mancha,85
2020,segundo,ciudad real,castilla la mancha,51
2020,segundo,cuenca,castilla la mancha,49
2020,segundo,guadalajara,castilla la mancha,27
2020,segundo,toledo,castilla la mancha,81
2020,segundo,barcelona,cataluña,765
2020,segundo,gerona,cataluña,92
2020,segundo,lerida,cataluña,73
2020,segundo,tarragona,cataluña,139
2020,segundo,alicante,comunidad valenciana,412
2020,segundo,castellon,comunidad valenciana,56
2020,segundo,valencia,comunidad valenciana,482
2020,segundo,badajoz,extremadura,100
2020,segundo,caceres,extremadura,53
2020,segundo,coruña,galicia,243
2020,segundo,lugo,galicia,47
2020,segundo,orense,galicia,53
2020,segundo,pontevedra,galicia,146
2020,segundo,madrid,madrid,1212
2020,segundo,murcia,murcia,290
2020,segundo,navarra,navarra,126
2020,segundo,alava,pais vasco,14
2020,segundo,guipuzcoa,pais vasco,46
2020,segundo,vizcaya,pais vasco,53
2020,segundo,rioja,la rioja,50
2020,segundo,cuenca,castilla la mancha,22
2020,segundo,melilla,melilla,22
2020,tercero,almeria,andalucia,352
2020,tercero,cadiz,andalucia,339
2020,tercero,cordoba,andalucia,127
2020,tercero,granada,andalucia,329
2020,tercero,huelva,andalucia,213
2020,tercero,jaen,andalucia,97
2020,tercero,malaga,andalucia,320
2020,tercero,sevilla,andalucia,482
2020,tercero,huesca,aragon,53
2020,tercero,teruel,aragon,7
2020,tercero,zaragoza,aragon,144
2020,tercero,asturias,asturias,207
2020,tercero,islas baleares,islas baleares,315
2020,tercero,las palmas,canarias,302
2020,tercero,santa cruz de tenerife,canarias,302
2020,tercero,cantabria,cantabria,89
2020,tercero,avila,castilla y leon,20
2020,tercero,burgos,castilla y leon,71
2020,tercero,leon,castilla y leon,88
2020,tercero,palencia,castilla y leon,18
2020,tercero,salamanca,castilla y leon,19
2020,tercero,segovia,castilla y leon,15
2020,tercero,soria,castilla y leon,25
2020,tercero,valladolid,castilla y leon,106
2020,tercero,zamora,castilla y leon,49
2020,tercero,albacete,castilla la mancha,145
2020,tercero,ciudad real,castilla la mancha,98
2020,tercero,cuenca,castilla la mancha,50
2020,tercero,guadalajara,castilla la mancha,72
2020,tercero,toledo,castilla la mancha,170
2020,tercero,barcelona,cataluña,1016
2020,tercero,gerona,cataluña,176
2020,tercero,lerida,cataluña,75
2020,tercero,tarragona,cataluña,221
2020,tercero,alicante,comunidad valenciana,550
2020,tercero,castellon,comunidad valenciana,161
2020,tercero,valencia,comunidad valenciana,717
2020,tercero,badajoz,extremadura,133
2020,tercero,caceres,extremadura,40
2020,tercero,coruña,galicia,279
2020,tercero,lugo,galicia,57
2020,tercero,orense,galicia,66
2020,tercero,pontevedra,galicia,193
2020,tercero,madrid,madrid,1359
2020,tercero,murcia,murcia,370
2020,tercero,navarra,navarra,95
2020,tercero,alava,pais vasco,15
2020,tercero,guipuzcoa,pais vasco,45
2020,tercero,vizcaya,pais vasco,78
2020,tercero,rioja,la rioja,57
2020,tercero,cuenca,castilla la mancha,25
2020,tercero,melilla,melilla,21
2020,cuarto,almeria,andalucia,186
2020,cuarto,cadiz,andalucia,306
2020,cuarto,cordoba,andalucia,108
2020,cuarto,granada,andalucia,309
2020,cuarto,huelva,andalucia,125
2020,cuarto,jaen,andalucia,61
2020,cuarto,malaga,andalucia,309
2020,cuarto,sevilla,andalucia,396
2020,cuarto,huesca,aragon,40
2020,cuarto,teruel,aragon,10
2020,cuarto,zaragoza,aragon,84
2020,cuarto,asturias,asturias,168
2020,cuarto,islas baleares,islas baleares,200
2020,cuarto,las palmas,canarias,252
2020,cuarto,santa cruz de tenerife,canarias,215
2020,cuarto,cantabria,cantabria,60
2020,cuarto,avila,castilla y leon,26
2020,cuarto,burgos,castilla y leon,64
2020,cuarto,leon,castilla y leon,67
2020,cuarto,palencia,castilla y leon,19
2020,cuarto,salamanca,castilla y leon,18
2020,cuarto,segovia,castilla y leon,14
2020,cuarto,soria,castilla y leon,16
2020,cuarto,valladolid,castilla y leon,94
2020,cuarto,zamora,castilla y leon,32
2020,cuarto,albacete,castilla la mancha,72
2020,cuarto,ciudad real,castilla la mancha,68
2020,cuarto,cuenca,castilla la mancha,32
2020,cuarto,guadalajara,castilla la mancha,41
2020,cuarto,toledo,castilla la mancha,139
2020,cuarto,barcelona,cataluña,736
2020,cuarto,gerona,cataluña,93
2020,cuarto,lerida,cataluña,61
2020,cuarto,tarragona,cataluña,173
2020,cuarto,alicante,comunidad valenciana,473
2020,cuarto,castellon,comunidad valenciana,106
2020,cuarto,valencia,comunidad valenciana,566
2020,cuarto,badajoz,extremadura,115
2020,cuarto,caceres,extremadura,45
2020,cuarto,coruña,galicia,174
2020,cuarto,lugo,galicia,50
2020,cuarto,orense,galicia,43
2020,cuarto,pontevedra,galicia,129
2020,cuarto,madrid,madrid,1281
2020,cuarto,murcia,murcia,296
2020,cuarto,navarra,navarra,80
2020,cuarto,alava,pais vasco,29
2020,cuarto,guipuzcoa,pais vasco,42
2020,cuarto,vizcaya,pais vasco,77
2020,cuarto,rioja,la rioja,69
2020,cuarto,cuenca,castilla la mancha,15
2020,cuarto,melilla,melilla,21
2021,primero,almeria,andalucia,175
2021,primero,cadiz,andalucia,242
2021,primero,cordoba,andalucia,81
2021,primero,granada,andalucia,331
2021,primero,huelva,andalucia,269
2021,primero,jaen,andalucia,75
2021,primero,malaga,andalucia,266
2021,primero,sevilla,andalucia,402
2021,primero,huesca,aragon,35
2021,primero,teruel,aragon,7
2021,primero,zaragoza,aragon,139
2021,primero,asturias,asturias,167
2021,primero,islas baleares,islas baleares,156
2021,primero,las palmas,canarias,219
2021,primero,santa cruz de tenerife,canarias,207
2021,primero,cantabria,cantabria,63
2021,primero,avila,castilla y leon,39
2021,primero,burgos,castilla y leon,70
2021,primero,leon,castilla y leon,42
2021,primero,palencia,castilla y leon,23
2021,primero,salamanca,castilla y leon,12
2021,primero,segovia,castilla y leon,12
2021,primero,soria,castilla y leon,22
2021,primero,valladolid,castilla y leon,115
2021,primero,zamora,castilla y leon,21
2021,primero,albacete,castilla la mancha,89
2021,primero,ciudad real,castilla la mancha,84
2021,primero,cuenca,castilla la mancha,38
2021,primero,guadalajara,castilla la mancha,38
2021,primero,toledo,castilla la mancha,95
2021,primero,barcelona,cataluña,768
2021,primero,gerona,cataluña,95
2021,primero,lerida,cataluña,90
2021,primero,tarragona,cataluña,188
2021,primero,alicante,comunidad valenciana,474
2021,primero,castellon,comunidad valenciana,88
2021,primero,valencia,comunidad valenciana,576
2021,primero,badajoz,extremadura,134
2021,primero,caceres,extremadura,55
2021,primero,coruña,galicia,173
2021,primero,lugo,galicia,44
2021,primero,orense,galicia,32
2021,primero,pontevedra,galicia,122
2021,primero,madrid,madrid,1195
2021,primero,murcia,murcia,281
2021,primero,navarra,navarra,69
2021,primero,alava,pais vasco,31
2021,primero,guipuzcoa,pais vasco,46
2021,primero,vizcaya,pais vasco,78
2021,primero,rioja,la rioja,73
2021,primero,cuenca,castilla la mancha,20
2021,primero,melilla,melilla,10
2021,segundo,almeria,andalucia,209
2021,segundo,cadiz,andalucia,401
2021,segundo,cordoba,andalucia,132
2021,segundo,granada,andalucia,342
2021,segundo,huelva,andalucia,164
2021,segundo,jaen,andalucia,104
2021,segundo,malaga,andalucia,333
2021,segundo,sevilla,andalucia,402
2021,segundo,huesca,aragon,34
2021,segundo,teruel,aragon,11
2021,segundo,zaragoza,aragon,144
2021,segundo,asturias,asturias,143
2021,segundo,islas baleares,islas baleares,239
2021,segundo,las palmas,canarias,268
2021,segundo,santa cruz de tenerife,canarias,197
2021,segundo,cantabria,cantabria,98
2021,segundo,avila,castilla y leon,33
2021,segundo,burgos,castilla y leon,69
2021,segundo,leon,castilla y leon,63
2021,segundo,palencia,castilla y leon,31
2021,segundo,salamanca,castilla y leon,22
2021,segundo,segovia,castilla y leon,16
2021,segundo,soria,castilla y leon,20
2021,segundo,valladolid,castilla y leon,95
2021,segundo,zamora,castilla y leon,25
2021,segundo,albacete,castilla la mancha,86
2021,segundo,ciudad real,castilla la mancha,96
2021,segundo,cuenca,castilla la mancha,33
2021,segundo,guadalajara,castilla la mancha,48
2021,segundo,toledo,castilla la mancha,99
2021,segundo,barcelona,cataluña,921
2021,segundo,gerona,cataluña,117
2021,segundo,lerida,cataluña,74
2021,segundo,tarragona,cataluña,187
2021,segundo,alicante,comunidad valenciana,521
2021,segundo,castellon,comunidad valenciana,100
2021,segundo,valencia,comunidad valenciana,619
2021,segundo,badajoz,extremadura,154
2021,segundo,caceres,extremadura,53
2021,segundo,coruña,galicia,253
2021,segundo,lugo,galicia,53
2021,segundo,orense,galicia,52
2021,segundo,pontevedra,galicia,167
2021,segundo,madrid,madrid,1520
2021,segundo,murcia,murcia,365
2021,segundo,navarra,navarra,98
2021,segundo,alava,pais vasco,36
2021,segundo,guipuzcoa,pais vasco,48
2021,segundo,vizcaya,pais vasco,97
2021,segundo,rioja,la rioja,74
2021,segundo,cuenca,castilla la mancha,22
2021,segundo,melilla,melilla,16
2021,tercero,almeria,andalucia,268
2021,tercero,cadiz,andalucia,328
2021,tercero,cordoba,andalucia,110
2021,tercero,granada,andalucia,359
2021,tercero,huelva,andalucia,106
2021,tercero,jaen,andalucia,85
2021,tercero,malaga,andalucia,325
2021,tercero,sevilla,andalucia,456
2021,tercero,huesca,aragon,58
2021,tercero,teruel,aragon,21
2021,tercero,zaragoza,aragon,181
2021,tercero,asturias,asturias,171
2021,tercero,islas baleares,islas baleares,280
2021,tercero,las palmas,canarias,262
2021,tercero,santa cruz de tenerife,canarias,224
2021,tercero,cantabria,cantabria,87
2021,tercero,avila,castilla y leon,47
2021,tercero,burgos,castilla y leon,83
2021,tercero,leon,castilla y leon,50
2021,tercero,palencia,castilla y leon,32
2021,tercero,salamanca,castilla y leon,29
2021,tercero,segovia,castilla y leon,11
2021,tercero,soria,castilla y leon,20
2021,tercero,valladolid,castilla y leon,118
2021,tercero,zamora,castilla y leon,30
2021,tercero,albacete,castilla la mancha,70
2021,tercero,ciudad real,castilla la mancha,103
2021,tercero,cuenca,castilla la mancha,44
2021,tercero,guadalajara,castilla la mancha,57
2021,tercero,toledo,castilla la mancha,140
2021,tercero,barcelona,cataluña,869
2021,tercero,gerona,cataluña,138
2021,tercero,lerida,cataluña,88
2021,tercero,tarragona,cataluña,233
2021,tercero,alicante,comunidad valenciana,646
2021,tercero,castellon,comunidad valenciana,127
2021,tercero,valencia,comunidad valenciana,700
2021,tercero,badajoz,extremadura,166
2021,tercero,caceres,extremadura,58
2021,tercero,coruña,galicia,210
2021,tercero,lugo,galicia,47
2021,tercero,orense,galicia,44
2021,tercero,pontevedra,galicia,136
2021,tercero,madrid,madrid,1377
2021,tercero,murcia,murcia,479
2021,tercero,navarra,navarra,87
2021,tercero,alava,pais vasco,35
2021,tercero,guipuzcoa,pais vasco,65
2021,tercero,vizcaya,pais vasco,105
2021,tercero,rioja,la rioja,89
2021,tercero,cuenca,castilla la mancha,30
2021,tercero,melilla,melilla,20
2021,cuarto,almeria,andalucia,201
2021,cuarto,cadiz,andalucia,335
2021,cuarto,cordoba,andalucia,106
2021,cuarto,granada,andalucia,358
2021,cuarto,huelva,andalucia,147
2021,cuarto,jaen,andalucia,111
2021,cuarto,malaga,andalucia,255
2021,cuarto,sevilla,andalucia,479
2021,cuarto,huesca,aragon,41
2021,cuarto,teruel,aragon,13
2021,cuarto,zaragoza,aragon,183
2021,cuarto,asturias,asturias,160
2021,cuarto,islas baleares,islas baleares,222
2021,cuarto,las palmas,canarias,271
2021,cuarto,santa cruz de tenerife,canarias,228
2021,cuarto,cantabria,cantabria,116
2021,cuarto,avila,castilla y leon,36
2021,cuarto,burgos,castilla y leon,74
2021,cuarto,leon,castilla y leon,56
2021,cuarto,palencia,castilla y leon,35
2021,cuarto,salamanca,castilla y leon,28
2021,cuarto,segovia,castilla y leon,24
2021,cuarto,soria,castilla y leon,32
2021,cuarto,valladolid,castilla y leon,105
2021,cuarto,zamora,castilla y leon,16
2021,cuarto,albacete,castilla la mancha,82
2021,cuarto,ciudad real,castilla la mancha,95
2021,cuarto,cuenca,castilla la mancha,41
2021,cuarto,guadalajara,castilla la mancha,63
2021,cuarto,toledo,castilla la mancha,150
2021,cuarto,barcelona,cataluña,892
2021,cuarto,gerona,cataluña,132
2021,cuarto,lerida,cataluña,99
2021,cuarto,tarragona,cataluña,194
2021,cuarto,alicante,comunidad valenciana,630
2021,cuarto,castellon,comunidad valenciana,110
2021,cuarto,valencia,comunidad valenciana,633
2021,cuarto,badajoz,extremadura,141
2021,cuarto,caceres,extremadura,64
2021,cuarto,coruña,galicia,227
2021,cuarto,lugo,galicia,52
2021,cuarto,orense,galicia,44
2021,cuarto,pontevedra,galicia,128
2021,cuarto,madrid,madrid,1390
2021,cuarto,murcia,murcia,391
2021,cuarto,navarra,navarra,101
2021,cuarto,alava,pais vasco,16
2021,cuarto,guipuzcoa,pais vasco,81
2021,cuarto,vizcaya,pais vasco,141
2021,cuarto,rioja,la rioja,74
2021,cuarto,cuenca,castilla la mancha,28
2021,cuarto,melilla,melilla,20
2022,primero,almeria,andalucia,272
2022,primero,cadiz,andalucia,264
2022,primero,cordoba,andalucia,88
2022,primero,granada,andalucia,343
2022,primero,huelva,andalucia,95
2022,primero,jaen,andalucia,123
2022,primero,malaga,andalucia,352
2022,primero,sevilla,andalucia,444
2022,primero,huesca,aragon,31
2022,primero,teruel,aragon,13
2022,primero,zaragoza,aragon,189
2022,primero,asturias,asturias,193
2022,primero,islas baleares,islas baleares,279
2022,primero,las palmas,canarias,257
2022,primero,santa cruz de tenerife,canarias,228
2022,primero,cantabria,cantabria,105
2022,primero,avila,castilla y leon,19
2022,primero,burgos,castilla y leon,62
2022,primero,leon,castilla y leon,55
2022,primero,palencia,castilla y leon,28
2022,primero,salamanca,castilla y leon,39
2022,primero,segovia,castilla y leon,32
2022,primero,soria,castilla y leon,26
2022,primero,valladolid,castilla y leon,96
2022,primero,zamora,castilla y leon,17
2022,primero,albacete,castilla la mancha,81
2022,primero,ciudad real,castilla la mancha,101
2022,primero,cuenca,castilla la mancha,47
2022,primero,guadalajara,castilla la mancha,35
2022,primero,toledo,castilla la mancha,116
2022,primero,barcelona,cataluña,864
2022,primero,gerona,cataluña,115
2022,primero,lerida,cataluña,87
2022,primero,tarragona,cataluña,173
2022,primero,alicante,comunidad valenciana,569
2022,primero,castellon,comunidad valenciana,95
2022,primero,valencia,comunidad valenciana,674
2022,primero,badajoz,extremadura,135
2022,primero,caceres,extremadura,72
2022,primero,coruña,galicia,215
2022,primero,lugo,galicia,40
2022,primero,orense,galicia,62
2022,primero,pontevedra,galicia,135
2022,primero,madrid,madrid,1226
2022,primero,murcia,murcia,334
2022,primero,navarra,navarra,90
2022,primero,alava,pais vasco,24
2022,primero,guipuzcoa,pais vasco,72
2022,primero,vizcaya,pais vasco,154
2022,primero,rioja,la rioja,78
2022,primero,cuenca,castilla la mancha,24
2022,primero,melilla,melilla,29
2022,segundo,almeria,andalucia,279
2022,segundo,cadiz,andalucia,330
2022,segundo,cordoba,andalucia,120
2022,segundo,granada,andalucia,332
2022,segundo,huelva,andalucia,133
2022,segundo,jaen,andalucia,145
2022,segundo,malaga,andalucia,351
2022,segundo,sevilla,andalucia,462
2022,segundo,huesca,aragon,45
2022,segundo,teruel,aragon,17
2022,segundo,zaragoza,aragon,166
2022,segundo,asturias,asturias,242
2022,segundo,islas baleares,islas baleares,359
2022,segundo,las palmas,canarias,193
2022,segundo,santa cruz de tenerife,canarias,251
2022,segundo,cantabria,cantabria,112
2022,segundo,avila,castilla y leon,37
2022,segundo,burgos,castilla y leon,65
2022,segundo,leon,castilla y leon,50
2022,segundo,palencia,castilla y leon,35
2022,segundo,salamanca,castilla y leon,38
2022,segundo,segovia,castilla y leon,18
2022,segundo,soria,castilla y leon,22
2022,segundo,valladolid,castilla y leon,132
2022,segundo,zamora,castilla y leon,27
2022,segundo,albacete,castilla la mancha,89
2022,segundo,ciudad real,castilla la mancha,109
2022,segundo,cuenca,castilla la mancha,44
2022,segundo,guadalajara,castilla la mancha,47
2022,segundo,toledo,castilla la mancha,169
2022,segundo,barcelona,cataluña,1081
2022,segundo,gerona,cataluña,158
2022,segundo,lerida,cataluña,94
2022,segundo,tarragona,cataluña,192
2022,segundo,alicante,comunidad valenciana,588
2022,segundo,castellon,comunidad valenciana,151
2022,segundo,valencia,comunidad valenciana,740
2022,segundo,badajoz,extremadura,156
2022,segundo,caceres,extremadura,101
2022,segundo,coruña,galicia,195
2022,segundo,lugo,galicia,52
2022,segundo,orense,galicia,84
2022,segundo,pontevedra,galicia,155
2022,segundo,madrid,madrid,1473
2022,segundo,murcia,murcia,431
2022,segundo,navarra,navarra,100
2022,segundo,alava,pais vasco,23
2022,segundo,guipuzcoa,pais vasco,100
2022,segundo,vizcaya,pais vasco,152
2022,segundo,rioja,la rioja,97
2022,segundo,cuenca,castilla la mancha,20
2022,segundo,melilla,melilla,22
2022,tercero,almeria,andalucia,281
2022,tercero,cadiz,andalucia,294
2022,tercero,cordoba,andalucia,117
2022,tercero,granada,andalucia,219
2022,tercero,huelva,andalucia,122
2022,tercero,jaen,andalucia,140
2022,tercero,malaga,andalucia,330
2022,tercero,sevilla,andalucia,502
2022,tercero,huesca,aragon,52
2022,tercero,teruel,aragon,20
2022,tercero,zaragoza,aragon,204
2022,tercero,asturias,asturias,232
2022,tercero,islas baleares,islas baleares,415
2022,tercero,las palmas,canarias,197
2022,tercero,santa cruz de tenerife,canarias,218
2022,tercero,cantabria,cantabria,95
2022,tercero,avila,castilla y leon,29
2022,tercero,burgos,castilla y leon,86
2022,tercero,leon,castilla y leon,75
2022,tercero,palencia,castilla y leon,26
2022,tercero,salamanca,castilla y leon,34
2022,tercero,segovia,castilla y leon,26
2022,tercero,soria,castilla y leon,35
2022,tercero,valladolid,castilla y leon,104
2022,tercero,zamora,castilla y leon,39
2022,tercero,albacete,castilla la mancha,90
2022,tercero,ciudad real,castilla la mancha,125
2022,tercero,cuenca,castilla la mancha,49
2022,tercero,guadalajara,castilla la mancha,42
2022,tercero,toledo,castilla la mancha,178
2022,tercero,barcelona,cataluña,1011
2022,tercero,gerona,cataluña,157
2022,tercero,lerida,cataluña,104
2022,tercero,tarragona,cataluña,216
2022,tercero,alicante,comunidad valenciana,542
2022,tercero,castellon,comunidad valenciana,125
2022,tercero,valencia,comunidad valenciana,653
2022,tercero,badajoz,extremadura,156
2022,tercero,caceres,extremadura,92
2022,tercero,coruña,galicia,193
2022,tercero,lugo,galicia,68
2022,tercero,orense,galicia,62
2022,tercero,pontevedra,galicia,169
2022,tercero,madrid,madrid,1490
2022,tercero,murcia,murcia,394
2022,tercero,navarra,navarra,126
2022,tercero,alava,pais vasco,34
2022,tercero,guipuzcoa,pais vasco,50
2022,tercero,vizcaya,pais vasco,164
2022,tercero,rioja,la rioja,67
2022,tercero,cuenca,castilla la mancha,30
2022,tercero,melilla,melilla,23
2022,cuarto,almeria,andalucia,305
2022,cuarto,cadiz,andalucia,299
2022,cuarto,cordoba,andalucia,93
2022,cuarto,granada,andalucia,283
2022,cuarto,huelva,andalucia,189
2022,cuarto,jaen,andalucia,141
2022,cuarto,malaga,andalucia,369
2022,cuarto,sevilla,andalucia,481
2022,cuarto,huesca,aragon,47
2022,cuarto,teruel,aragon,19
2022,cuarto,zaragoza,aragon,148
2022,cuarto,asturias,asturias,201
2022,cuarto,islas baleares,islas baleares,343
2022,cuarto,las palmas,canarias,273
2022,cuarto,santa cruz de tenerife,canarias,237
2022,cuarto,cantabria,cantabria,93
2022,cuarto,avila,castilla y leon,26
2022,cuarto,burgos,castilla y leon,77
2022,cuarto,leon,castilla y leon,58
2022,cuarto,palencia,castilla y leon,36
2022,cuarto,salamanca,castilla y leon,27
2022,cuarto,segovia,castilla y leon,23
2022,cuarto,soria,castilla y leon,21
2022,cuarto,valladolid,castilla y leon,132
