año,trimestre,provincia,comunidad,numero_ordenes_proteccion
2012,segundo,lugo,galicia,45
2012,segundo,orense,galicia,77
2012,segundo,pontevedra,galicia,157
2012,segundo,madrid,madrid,1416
2012,segundo,murcia,murcia,286
2012,segundo,navarra,navarra,69
2012,segundo,alava,pais vasco,62
2012,segundo,guipuzcoa,pais vasco,74
2012,segundo,vizcaya,pais vasco,106
2012,segundo,rioja,la rioja,65
2012,segundo,cuenca,castilla la mancha,22
2012,segundo,melilla,melilla,2
2012,tercero,almeria,andalucia,85
2012,tercero,cadiz,andalucia,253
2012,tercero,cordoba,andalucia,116
2012,tercero,granada,andalucia,107
2012,tercero,huelva,andalucia,108
2012,tercero,jaen,andalucia,91
2012,tercero,malaga,andalucia,267
2012,tercero,sevilla,andalucia,532
2012,tercero,huesca,aragon,22
2012,tercero,teruel,aragon,13
2012,tercero,zaragoza,aragon,151
2012,tercero,asturias,asturias,205
2012,tercero,islas baleares,islas baleares,280
2012,tercero,las palmas,canarias,284
2012,tercero,santa cruz de tenerife,canarias,383
2012,tercero,cantabria,cantabria,71
2012,tercero,avila,castilla y leon,30
2012,tercero,burgos,castilla y leon,53
2012,tercero,leon,castilla y leon,89
2012,tercero,palencia,castilla y leon,25
2012,tercero,salamanca,castilla y leon,11
2012,tercero,segovia,castilla y leon,20
2012,tercero,soria,castilla y leon,10
2012,tercero,valladolid,castilla y leon,113
2012,tercero,zamora,castilla y leon,20
2012,tercero,albacete,castilla la mancha,64
2012,tercero,ciudad real,castilla la mancha,104
2012,tercero,cuenca,castilla la mancha,88
2012,tercero,guadalajara,castilla la mancha,75
2012,tercero,toledo,castilla la mancha,123
2012,tercero,barcelona,cataluña,1064
2012,tercero,gerona,cataluña,231
2012,tercero,lerida,cataluña,70
2012,tercero,tarragona,cataluña,198
2012,tercero,alicante,comunidad valenciana,599
2012,tercero,castellon,comunidad valenciana,128
2012,tercero,valencia,comunidad valenciana,336
2012,tercero,badajoz,extremadura,119
2012,tercero,caceres,extremadura,71
2012,tercero,coruña,galicia,94
2012,tercero,lugo,galicia,49
2012,tercero,orense,galicia,79
2012,tercero,pontevedra,galicia,163
2012,tercero,madrid,madrid,1372
2012,tercero,murcia,murcia,314
2012,tercero,navarra,navarra,70
2012,tercero,alava,pais vasco,27
2012,tercero,guipuzcoa,pais vasco,61
2012,tercero,vizcaya,pais vasco,101
2012,tercero,rioja,la rioja,70
2012,tercero,cuenca,castilla la mancha,21
2012,tercero,melilla,melilla,1
2012,cuarto,almeria,andalucia,57
2012,cuarto,cadiz,andalucia,317
2012,cuarto,cordoba,andalucia,85
2012,cuarto,granada,andalucia,81
2012,cuarto,huelva,andalucia,94
2012,cuarto,jaen,andalucia,117
2012,cuarto,malaga,andalucia,258
2012,cuarto,sevilla,andalucia,470
2012,cuarto,huesca,aragon,18
2012,cuarto,teruel,aragon,9
2012,cuarto,zaragoza,aragon,105
2012,cuarto,asturias,asturias,216
2012,cuarto,islas baleares,islas baleares,158
2012,cuarto,las palmas,canarias,296
2012,cuarto,santa cruz de tenerife,canarias,282
2012,cuarto,cantabria,cantabria,70
2012,cuarto,avila,castilla y leon,48
2012,cuarto,burgos,castilla y leon,53
2012,cuarto,leon,castilla y leon,40
2012,cuarto,palencia,castilla y leon,11
2012,cuarto,salamanca,castilla y leon,9
2012,cuarto,segovia,castilla y leon,17
2012,cuarto,soria,castilla y leon,18
2012,cuarto,valladolid,castilla y leon,93
2012,cuarto,zamora,castilla y leon,16
2012,cuarto,albacete,castilla la mancha,68
2012,cuarto,ciudad real,castilla la mancha,85
2012,cuarto,cuenca,castilla la mancha,52
2012,cuarto,guadalajara,castilla la mancha,78
2012,cuarto,toledo,castilla la mancha,110
2012,cuarto,barcelona,cataluña,904
2012,cuarto,gerona,cataluña,186
2012,cuarto,lerida,cataluña,53
2012,cuarto,tarragona,cataluña,213
2012,cuarto,alicante,comunidad valenciana,448
2012,cuarto,castellon,comunidad valenciana,104
2012,cuarto,valencia,comunidad valenciana,369
2012,cuarto,badajoz,extremadura,103
2012,cuarto,caceres,extremadura,67
2012,cuarto,coruña,galicia,71
2012,cuarto,lugo,galicia,43
2012,cuarto,orense,galicia,77
2012,cuarto,pontevedra,galicia,125
2012,cuarto,madrid,madrid,1316
2012,cuarto,murcia,murcia,252
2012,cuarto,navarra,navarra,63
2012,cuarto,alava,pais vasco,22
2012,cuarto,guipuzcoa,pais vasco,74
2012,cuarto,vizcaya,pais vasco,113
2012,cuarto,rioja,la rioja,61
2012,cuarto,cuenca,castilla la mancha,27
2012,cuarto,melilla,melilla,2
2013,primero,almeria,andalucia,52
2013,primero,cadiz,andalucia,219
2013,primero,cordoba,andalucia,109
2013,primero,granada,andalucia,73
2013,primero,huelva,andalucia,95
2013,primero,jaen,andalucia,90
2013,primero,malaga,andalucia,244
2013,primero,sevilla,andalucia,400
2013,primero,huesca,aragon,16
2013,primero,teruel,aragon,7
2013,primero,zaragoza,aragon,106
2013,primero,asturias,asturias,167
2013,primero,islas baleares,islas baleares,185
2013,primero,las palmas,canarias,270
2013,primero,santa cruz de tenerife,canarias,281
2013,primero,cantabria,cantabria,67
2013,primero,avila,castilla y leon,25
2013,primero,burgos,castilla y leon,42
2013,primero,leon,castilla y leon,58
2013,primero,palencia,castilla y leon,15
2013,primero,salamanca,castilla y leon,11
2013,primero,segovia,castilla y leon,21
2013,primero,soria,castilla y leon,13
2013,primero,valladolid,castilla y leon,85
2013,primero,zamora,castilla y leon,12
2013,primero,albacete,castilla la mancha,50
2013,primero,ciudad real,castilla la mancha,85
2013,primero,cuenca,castilla la mancha,35
2013,primero,guadalajara,castilla la mancha,63
2013,primero,toledo,castilla la mancha,108
2013,primero,barcelona,cataluña,941
2013,primero,gerona,cataluña,210
2013,primero,lerida,cataluña,64
2013,primero,tarragona,cataluña,200
2013,primero,alicante,comunidad valenciana,430
2013,primero,castellon,comunidad valenciana,102
2013,primero,valencia,comunidad valenciana,370
2013,primero,badajoz,extremadura,125
2013,primero,caceres,extremadura,68
2013,primero,coruña,galicia,82
2013,primero,lugo,galicia,39
2013,primero,orense,galicia,70
2013,primero,pontevedra,galicia,122
2013,primero,madrid,madrid,1259
2013,primero,murcia,murcia,305
2013,primero,navarra,navarra,78
2013,primero,alava,pais vasco,26
2013,primero,guipuzcoa,pais vasco,57
2013,primero,vizcaya,pais vasco,117
2013,primero,rioja,la rioja,57
2013,primero,cuenca,castilla la mancha,23
2013,primero,melilla,melilla,1
2013,segundo,almeria,andalucia,131
2013,segundo,cadiz,andalucia,247
2013,segundo,cordoba,andalucia,111
2013,segundo,granada,andalucia,95
2013,segundo,huelva,andalucia,98
2013,segundo,jaen,andalucia,74
2013,segundo,malaga,andalucia,284
2013,segundo,sevilla,andalucia,522
2013,segundo,huesca,aragon,27
2013,segundo,teruel,aragon,13
2013,segundo,zaragoza,aragon,118
2013,segundo,asturias,asturias,176
2013,segundo,islas baleares,islas baleares,167
2013,segundo,las palmas,canarias,244
2013,segundo,santa cruz de tenerife,canarias,304
2013,segundo,cantabria,cantabria,85
2013,segundo,avila,castilla y leon,27
2013,segundo,burgos,castilla y leon,47
2013,segundo,leon,castilla y leon,55
2013,segundo,palencia,castilla y leon,15
2013,segundo,salamanca,castilla y leon,19
2013,segundo,segovia,castilla y leon,24
2013,segundo,soria,castilla y leon,16
2013,segundo,valladolid,castilla y leon,98
2013,segundo,zamora,castilla y leon,11
2013,segundo,albacete,castilla la mancha,100
2013,segundo,ciudad real,castilla la mancha,103
2013,segundo,cuenca,castilla la mancha,91
2013,segundo,guadalajara,castilla la mancha,88
2013,segundo,toledo,castilla la mancha,94
2013,segundo,barcelona,cataluña,896
2013,segundo,gerona,cataluña,194
2013,segundo,lerida,cataluña,49
2013,segundo,tarragona,cataluña,124
2013,segundo,alicante,comunidad valenciana,465
2013,segundo,castellon,comunidad valenciana,108
2013,segundo,valencia,comunidad valenciana,460
2013,segundo,badajoz,extremadura,121
2013,segundo,caceres,extremadura,73
2013,segundo,coruña,galicia,110
2013,segundo,lugo,galicia,54
2013,segundo,orense,galicia,87
2013,segundo,pontevedra,galicia,127
2013,segundo,madrid,madrid,1284
2013,segundo,murcia,murcia,277
2013,segundo,navarra,navarra,74
2013,segundo,alava,pais vasco,38
2013,segundo,guipuzcoa,pais vasco,81
2013,segundo,vizcaya,pais vasco,110
2013,segundo,rioja,la rioja,51
2013,segundo,cuenca,castilla la mancha,35
2013,segundo,melilla,melilla,2
2013,tercero,almeria,andalucia,149
2013,tercero,cadiz,andalucia,228
2013,tercero,cordoba,andalucia,130
2013,tercero,granada,andalucia,86
2013,tercero,huelva,andalucia,119
2013,tercero,jaen,andalucia,89
2013,tercero,malaga,andalucia,276
2013,tercero,sevilla,andalucia,512
2013,tercero,huesca,aragon,25
2013,tercero,teruel,aragon,6
2013,tercero,zaragoza,aragon,130
2013,tercero,asturias,asturias,205
2013,tercero,islas baleares,islas baleares,213
2013,tercero,las palmas,canarias,284
2013,tercero,santa cruz de tenerife,canarias,268
2013,tercero,cantabria,cantabria,93
2013,tercero,avila,castilla y leon,27
2013,tercero,burgos,castilla y leon,43
2013,tercero,leon,castilla y leon,62
2013,tercero,palencia,castilla y leon,37
2013,tercero,salamanca,castilla y leon,28
2013,tercero,segovia,castilla y leon,22
2013,tercero,soria,castilla y leon,18
2013,tercero,valladolid,castilla y leon,110
2013,tercero,zamora,castilla y leon,12
2013,tercero,albacete,castilla la mancha,94
2013,tercero,ciudad real,castilla la mancha,132
2013,tercero,cuenca,castilla la mancha,81
2013,tercero,guadalajara,castilla la mancha,45
2013,tercero,toledo,castilla la mancha,93
2013,tercero,barcelona,cataluña,929
2013,tercero,gerona,cataluña,194
2013,tercero,lerida,cataluña,60
2013,tercero,tarragona,cataluña,161
2013,tercero,alicante,comunidad valenciana,534
2013,tercero,castellon,comunidad valenciana,88
2013,tercero,valencia,comunidad valenciana,448
2013,tercero,badajoz,extremadura,160
2013,tercero,caceres,extremadura,75
2013,tercero,coruña,galicia,93
2013,tercero,lugo,galicia,49
2013,tercero,orense,galicia,85
2013,tercero,pontevedra,galicia,149
2013,tercero,madrid,madrid,1261
2013,tercero,murcia,murcia,283
2013,tercero,navarra,navarra,78
2013,tercero,alava,pais vasco,51
2013,tercero,guipuzcoa,pais vasco,78
2013,tercero,vizcaya,pais vasco,100
2013,tercero,rioja,la rioja,34
2013,tercero,cuenca,castilla la mancha,22
2013,tercero,melilla,melilla,0
2013,cuarto,almeria,andalucia,145
2013,cuarto,cadiz,andalucia,254
2013,cuarto,cordoba,andalucia,105
2013,cuarto,granada,andalucia,79
2013,cuarto,huelva,andalucia,94
2013,cuarto,jaen,andalucia,71
2013,cuarto,malaga,andalucia,260
2013,cuarto,sevilla,andalucia,454
2013,cuarto,huesca,aragon,16
2013,cuarto,teruel,aragon,14
2013,cuarto,zaragoza,aragon,139
2013,cuarto,asturias,asturias,157
2013,cuarto,islas baleares,islas baleares,142
2013,cuarto,las palmas,canarias,295
2013,cuarto,santa cruz de tenerife,canarias,272
2013,cuarto,cantabria,cantabria,84
2013,cuarto,avila,castilla y leon,33
2013,cuarto,burgos,castilla y leon,41
2013,cuarto,leon,castilla y leon,56
2013,cuarto,palencia,castilla y leon,23
2013,cuarto,salamanca,castilla y leon,26
2013,cuarto,segovia,castilla y leon,13
2013,cuarto,soria,castilla y leon,10
2013,cuarto,valladolid,castilla y leon,86
2013,cuarto,zamora,castilla y leon,11
2013,cuarto,albacete,castilla la mancha,97
2013,cuarto,ciudad real,castilla la mancha,128
2013,cuarto,cuenca,castilla la mancha,40
2013,cuarto,guadalajara,castilla la mancha,82
2013,cuarto,toledo,castilla la mancha,107
2013,cuarto,barcelona,cataluña,905
2013,cuarto,gerona,cataluña,224
2013,cuarto,lerida,cataluña,50
2013,cuarto,tarragona,cataluña,202
2013,cuarto,alicante,comunidad valenciana,517
2013,cuarto,castellon,comunidad valenciana,77
2013,cuarto,valencia,comunidad valenciana,457
2013,cuarto,badajoz,extremadura,94
2013,cuarto,caceres,extremadura,45
2013,cuarto,coruña,galicia,129
2013,cuarto,lugo,galicia,60
2013,cuarto,orense,galicia,83
2013,cuarto,pontevedra,galicia,151
2013,cuarto,madrid,madrid,1305
2013,cuarto,murcia,murcia,301
2013,cuarto,navarra,navarra,77
2013,cuarto,alava,pais vasco,42
2013,cuarto,guipuzcoa,pais vasco,52
2013,cuarto,vizcaya,pais vasco,87
2013,cuarto,rioja,la rioja,20
2013,cuarto,cuenca,castilla la mancha,8
2013,cuarto,melilla,melilla,8
2014,primero,almeria,andalucia,192
2014,primero,cadiz,andalucia,199
2014,primero,cordoba,andalucia,138
2014,primero,granada,andalucia,84
2014,primero,huelva,andalucia,110
2014,primero,jaen,andalucia,91
2014,primero,malaga,andalucia,257
2014,primero,sevilla,andalucia,436
2014,primero,huesca,aragon,22
2014,primero,teruel,aragon,6
2014,primero,zaragoza,aragon,127
2014,primero,asturias,asturias,164
2014,primero,islas baleares,islas baleares,137
2014,primero,las palmas,canarias,314
2014,primero,santa cruz de tenerife,canarias,232
2014,primero,cantabria,cantabria,84
2014,primero,avila,castilla y leon,25
2014,primero,burgos,castilla y leon,40
2014,primero,leon,castilla y leon,40
2014,primero,palencia,castilla y leon,26
2014,primero,salamanca,castilla y leon,25
2014,primero,segovia,castilla y leon,17
2014,primero,soria,castilla y leon,17
2014,primero,valladolid,castilla y leon,105
2014,primero,zamora,castilla y leon,14
2014,primero,albacete,castilla la mancha,73
2014,primero,ciudad real,castilla la mancha,117
2014,primero,cuenca,castilla la mancha,39
2014,primero,guadalajara,castilla la mancha,44
2014,primero,toledo,castilla la mancha,111
2014,primero,barcelona,cataluña,872
2014,primero,gerona,cataluña,162
2014,primero,lerida,cataluña,63
2014,primero,tarragona,cataluña,211
2014,primero,alicante,comunidad valenciana,449
2014,primero,castellon,comunidad valenciana,100
2014,primero,valencia,comunidad valenciana,424
2014,primero,badajoz,extremadura,104
2014,primero,caceres,extremadura,51
2014,primero,coruña,galicia,97
2014,primero,lugo,galicia,43
2014,primero,orense,galicia,72
2014,primero,pontevedra,galicia,116
2014,primero,madrid,madrid,1295
2014,primero,murcia,murcia,254
2014,primero,navarra,navarra,65
2014,primero,alava,pais vasco,26
2014,primero,guipuzcoa,pais vasco,55
2014,primero,vizcaya,pais vasco,93
2014,primero,rioja,la rioja,24
2014,primero,cuenca,castilla la mancha,5
2014,primero,melilla,melilla,0
2014,segundo,almeria,andalucia,163
2014,segundo,cadiz,andalucia,231
2014,segundo,cordoba,andalucia,109
2014,segundo,granada,andalucia,110
2014,segundo,huelva,andalucia,138
2014,segundo,jaen,andalucia,83
2014,segundo,malaga,andalucia,273
2014,segundo,sevilla,andalucia,433
2014,segundo,huesca,aragon,26
2014,segundo,teruel,aragon,12
2014,segundo,zaragoza,aragon,138
2014,segundo,asturias,asturias,229
2014,segundo,islas baleares,islas baleares,152
2014,segundo,las palmas,canarias,267
2014,segundo,santa cruz de tenerife,canarias,264
2014,segundo,cantabria,cantabria,107
2014,segundo,avila,castilla y leon,20
2014,segundo,burgos,castilla y leon,51
2014,segundo,leon,castilla y leon,53
2014,segundo,palencia,castilla y leon,23
2014,segundo,salamanca,castilla y leon,31
2014,segundo,segovia,castilla y leon,20
2014,segundo,soria,castilla y leon,21
2014,segundo,valladolid,castilla y leon,101
2014,segundo,zamora,castilla y leon,20
2014,segundo,albacete,castilla la mancha,90
2014,segundo,ciudad real,castilla la mancha,105
2014,segundo,cuenca,castilla la mancha,38
2014,segundo,guadalajara,castilla la mancha,34
2014,segundo,toledo,castilla la mancha,85
2014,segundo,barcelona,cataluña,1029
2014,segundo,gerona,cataluña,205
2014,segundo,lerida,cataluña,51
2014,segundo,tarragona,cataluña,202
2014,segundo,alicante,comunidad valenciana,473
2014,segundo,castellon,comunidad valenciana,123
2014,segundo,valencia,comunidad valenciana,427
2014,segundo,badajoz,extremadura,117
2014,segundo,caceres,extremadura,62
2014,segundo,coruña,galicia,90
2014,segundo,lugo,galicia,61
2014,segundo,orense,galicia,29
2014,segundo,pontevedra,galicia,133
2014,segundo,madrid,madrid,1354
2014,segundo,murcia,murcia,313
2014,segundo,navarra,navarra,81
2014,segundo,alava,pais vasco,8
2014,segundo,guipuzcoa,pais vasco,70
2014,segundo,vizcaya,pais vasco,101
2014,segundo,rioja,la rioja,53
2014,segundo,cuenca,castilla la mancha,8
2014,segundo,melilla,melilla,11
2014,tercero,almeria,andalucia,144
2014,tercero,cadiz,andalucia,257
2014,tercero,cordoba,andalucia,123
2014,tercero,granada,andalucia,101
2014,tercero,huelva,andalucia,134
2014,tercero,jaen,andalucia,81
2014,tercero,malaga,andalucia,298
2014,tercero,sevilla,andalucia,516
2014,tercero,huesca,aragon,42
2014,tercero,teruel,aragon,10
2014,tercero,zaragoza,aragon,168
2014,tercero,asturias,asturias,197
2014,tercero,islas baleares,islas baleares,170
2014,tercero,las palmas,canarias,301
2014,tercero,santa cruz de tenerife,canarias,295
2014,tercero,cantabria,cantabria,104
2014,tercero,avila,castilla y leon,46
2014,tercero,burgos,castilla y leon,47
2014,tercero,leon,castilla y leon,42
2014,tercero,palencia,castilla y leon,30
2014,tercero,salamanca,castilla y leon,31
2014,tercero,segovia,castilla y leon,19
2014,tercero,soria,castilla y leon,18
2014,tercero,valladolid,castilla y leon,128
2014,tercero,zamora,castilla y leon,15
2014,tercero,albacete,castilla la mancha,91
2014,tercero,ciudad real,castilla la mancha,126
2014,tercero,cuenca,castilla la mancha,41
2014,tercero,guadalajara,castilla la mancha,48
2014,tercero,toledo,castilla la mancha,111
2014,tercero,barcelona,cataluña,844
2014,tercero,gerona,cataluña,215
2014,tercero,lerida,cataluña,77
2014,tercero,tarragona,cataluña,194
2014,tercero,alicante,comunidad valenciana,465
2014,tercero,castellon,comunidad valenciana,126
2014,tercero,valencia,comunidad valenciana,521
2014,tercero,badajoz,extremadura,141
2014,tercero,caceres,extremadura,58
2014,tercero,coruña,galicia,114
2014,tercero,lugo,galicia,41
2014,tercero,orense,galicia,30
2014,tercero,pontevedra,galicia,150
2014,tercero,madrid,madrid,1366
2014,tercero,murcia,murcia,337
2014,tercero,navarra,navarra,84
2014,tercero,alava,pais vasco,28
2014,tercero,guipuzcoa,pais vasco,89
2014,tercero,vizcaya,pais vasco,110
2014,tercero,rioja,la rioja,47
2014,tercero,cuenca,castilla la mancha,17
2014,tercero,melilla,melilla,19
2014,cuarto,almeria,andalucia,142
2014,cuarto,cadiz,andalucia,270
2014,cuarto,cordoba,andalucia,102
2014,cuarto,granada,andalucia,120
2014,cuarto,huelva,andalucia,96
2014,cuarto,jaen,andalucia,92
2014,cuarto,malaga,andalucia,293
2014,cuarto,sevilla,andalucia,464
2014,cuarto,huesca,aragon,27
2014,cuarto,teruel,aragon,13
2014,cuarto,zaragoza,aragon,131
2014,cuarto,asturias,asturias,183
2014,cuarto,islas baleares,islas baleares,108
2014,cuarto,las palmas,canarias,244
2014,cuarto,santa cruz de tenerife,canarias,280
2014,cuarto,cantabria,cantabria,85
2014,cuarto,avila,castilla y leon,31
2014,cuarto,burgos,castilla y leon,50
2014,cuarto,leon,castilla y leon,40
2014,cuarto,palencia,castilla y leon,22
2014,cuarto,salamanca,castilla y leon,26
2014,cuarto,segovia,castilla y leon,19
2014,cuarto,soria,castilla y leon,17
2014,cuarto,valladolid,castilla y leon,108
2014,cuarto,zamora,castilla y leon,16
2014,cuarto,albacete,castilla la mancha,78
2014,cuarto,ciudad real,castilla la mancha,130
2014,cuarto,cuenca,castilla la mancha,39
2014,cuarto,guadalajara,castilla la mancha,66
2014,cuarto,toledo,castilla la mancha,115
2014,cuarto,barcelona,cataluña,806
2014,cuarto,gerona,cataluña,193
2014,cuarto,lerida,cataluña,70
2014,cuarto,tarragona,cataluña,148
2014,cuarto,alicante,comunidad valenciana,404
2014,cuarto,castellon,comunidad valenciana,116
2014,cuarto,valencia,comunidad valenciana,440
2014,cuarto,badajoz,extremadura,120
2014,cuarto,caceres,extremadura,51
2014,cuarto,coruña,galicia,111
2014,cuarto,lugo,galicia,41
2014,cuarto,orense,galicia,23
2014,cuarto,pontevedra,galicia,176
2014,cuarto,madrid,madrid,1297
2014,cuarto,murcia,murcia,327
2014,cuarto,navarra,navarra,58
2014,cuarto,alava,pais vasco,18
2014,cuarto,guipuzcoa,pais vasco,70
2014,cuarto,vizcaya,pais vasco,110
2014,cuarto,rioja,la rioja,56
2014,cuarto,cuenca,castilla la mancha,4
2014,cuarto,melilla,melilla,19
2015,primero,almeria,andalucia,127
2015,primero,cadiz,andalucia,288
2015,primero,cordoba,andalucia,129
2015,primero,granada,andalucia,171
2015,primero,huelva,andalucia,116
2015,primero,jaen,andalucia,143
2015,primero,malaga,andalucia,419
2015,primero,sevilla,andalucia,505
2015,primero,huesca,aragon,41
2015,primero,teruel,aragon,16
2015,primero,zaragoza,aragon,140
2015,primero,asturias,asturias,190
2015,primero,islas baleares,islas baleares,150
2015,primero,las palmas,canarias,251
2015,primero,santa cruz de tenerife,canarias,234
2015,primero,cantabria,cantabria,85
2015,primero,avila,castilla y leon,19
2015,primero,burgos,castilla y leon,34
2015,primero,leon,castilla y leon,54
2015,primero,palencia,castilla y leon,12
2015,primero,salamanca,castilla y leon,27
2015,primero,segovia,castilla y leon,14
2015,primero,soria,castilla y leon,15
2015,primero,valladolid,castilla y leon,102
2015,primero,zamora,castilla y leon,27
2015,primero,albacete,castilla la mancha,106
2015,primero,ciudad real,castilla la mancha,119
2015,primero,cuenca,castilla la mancha,32
2015,primero,guadalajara,castilla la mancha,79
2015,primero,toledo,castilla la mancha,90
2015,primero,barcelona,cataluña,887
2015,primero,gerona,cataluña,153
2015,primero,lerida,cataluña,78
2015,primero,tarragona,cataluña,179
2015,primero,alicante,comunidad valenciana,452
2015,primero,castellon,comunidad valenciana,103
2015,primero,valencia,comunidad valenciana,521
2015,primero,badajoz,extremadura,89
2015,primero,caceres,extremadura,53
2015,primero,coruña,galicia,121
2015,primero,lugo,galicia,55
2015,primero,orense,galicia,28
2015,primero,pontevedra,galicia,120
2015,primero,madrid,madrid,1191
2015,primero,murcia,murcia,289
2015,primero,navarra,navarra,89
2015,primero,alava,pais vasco,12
2015,primero,guipuzcoa,pais vasco,68
2015,primero,vizcaya,pais vasco,93
2015,primero,rioja,la rioja,59
2015,primero,cuenca,castilla la mancha,5
2015,primero,melilla,melilla,28
2015,segundo,almeria,andalucia,208
2015,segundo,cadiz,andalucia,282
2015,segundo,cordoba,andalucia,130
2015,segundo,granada,andalucia,202
2015,segundo,huelva,andalucia,140
2015,segundo,jaen,andalucia,174
2015,segundo,malaga,andalucia,430
2015,segundo,sevilla,andalucia,490
2015,segundo,huesca,aragon,33
2015,segundo,teruel,aragon,27
2015,segundo,zaragoza,aragon,135
2015,segundo,asturias,asturias,190
2015,segundo,islas baleares,islas baleares,191
2015,segundo,las palmas,canarias,269
2015,segundo,santa cruz de tenerife,canarias,279
2015,segundo,cantabria,cantabria,108
2015,segundo,avila,castilla y leon,21
2015,segundo,burgos,castilla y leon,61
2015,segundo,leon,castilla y leon,43
2015,segundo,palencia,castilla y leon,19
2015,segundo,salamanca,castilla y leon,27
2015,segundo,segovia,castilla y leon,24
2015,segundo,soria,castilla y leon,15
2015,segundo,valladolid,castilla y leon,103
2015,segundo,zamora,castilla y leon,35
2015,segundo,albacete,castilla la mancha,96
2015,segundo,ciudad real,castilla la mancha,129
2015,segundo,cuenca,castilla la mancha,50
2015,segundo,guadalajara,castilla la mancha,73
2015,segundo,toledo,castilla la mancha,105
2015,segundo,barcelona,cataluña,921
2015,segundo,gerona,cataluña,120
2015,segundo,lerida,cataluña,75
2015,segundo,tarragona,cataluña,207
2015,segundo,alicante,comunidad valenciana,435
2015,segundo,castellon,comunidad valenciana,89
2015,segundo,valencia,comunidad valenciana,630
2015,segundo,badajoz,extremadura,118
2015,segundo,caceres,extremadura,62
2015,segundo,coruña,galicia,127
2015,segundo,lugo,galicia,67
2015,segundo,orense,galicia,64
2015,segundo,pontevedra,galicia,139
2015,segundo,madrid,madrid,1375
2015,segundo,murcia,murcia,344
2015,segundo,navarra,navarra,65
2015,segundo,alava,pais vasco,25
2015,segundo,guipuzcoa,pais vasco,77
2015,segundo,vizcaya,pais vasco,115
2015,segundo,rioja,la rioja,55
2015,segundo,cuenca,castilla la mancha,25
2015,segundo,melilla,melilla,16
2015,tercero,almeria,andalucia,248
2015,tercero,cadiz,andalucia,293
2015,tercero,cordoba,andalucia,124
2015,tercero,granada,andalucia,175
2015,tercero,huelva,andalucia,135
2015,tercero,jaen,andalucia,161
2015,tercero,malaga,andalucia,407
2015,tercero,sevilla,andalucia,533
2015,tercero,huesca,aragon,38
2015,tercero,teruel,aragon,9
2015,tercero,zaragoza,aragon,184
2015,tercero,asturias,asturias,223
2015,tercero,islas baleares,islas baleares,171
2015,tercero,las palmas,canarias,295
2015,tercero,santa cruz de tenerife,canarias,320
2015,tercero,cantabria,cantabria,77
2015,tercero,avila,castilla y leon,38
2015,tercero,burgos,castilla y leon,53
2015,tercero,leon,castilla y leon,61
2015,tercero,palencia,castilla y leon,15
2015,tercero,salamanca,castilla y leon,18
2015,tercero,segovia,castilla y leon,21
2015,tercero,soria,castilla y leon,13
2015,tercero,valladolid,castilla y leon,124
2015,tercero,zamora,castilla y leon,35
2015,tercero,albacete,castilla la mancha,84
2015,tercero,ciudad real,castilla la mancha,149
2015,tercero,cuenca,castilla la mancha,65
2015,tercero,guadalajara,castilla la mancha,66
2015,tercero,toledo,castilla la mancha,147
2015,tercero,barcelona,cataluña,1126
2015,tercero,gerona,cataluña,258
2015,tercero,lerida,cataluña,66
2015,tercero,tarragona,cataluña,227
2015,tercero,alicante,comunidad valenciana,495
2015,tercero,castellon,comunidad valenciana,106
2015,tercero,valencia,comunidad valenciana,498
2015,tercero,badajoz,extremadura,128
2015,tercero,caceres,extremadura,69
2015,tercero,coruña,galicia,144
2015,tercero,lugo,galicia,52
2015,tercero,orense,galicia,92
2015,tercero,pontevedra,galicia,159
2015,tercero,madrid,madrid,1318
2015,tercero,murcia,murcia,418
2015,tercero,navarra,navarra,61
2015,tercero,alava,pais vasco,39
2015,tercero,guipuzcoa,pais vasco,72
2015,tercero,vizcaya,pais vasco,114
2015,tercero,rioja,la rioja,62
2015,tercero,cuenca,castilla la mancha,7
2015,tercero,melilla,melilla,21
2015,cuarto,almeria,andalucia,174
2015,cuarto,cadiz,andalucia,244
2015,cuarto,cordoba,andalucia,118
2015,cuarto,granada,andalucia,253
2015,cuarto,huelva,andalucia,124
2015,cuarto,jaen,andalucia,153
2015,cuarto,malaga,andalucia,307
2015,cuarto,sevilla,andalucia,493
2015,cuarto,huesca,aragon,43
2015,cuarto,teruel,aragon,14
2015,cuarto,zaragoza,aragon,153
2015,cuarto,asturias,asturias,185
2015,cuarto,islas baleares,islas baleares,154
2015,cuarto,las palmas,canarias,302
2015,cuarto,santa cruz de tenerife,canarias,291
2015,cuarto,cantabria,cantabria,82
2015,cuarto,avila,castilla y leon,33
2015,cuarto,burgos,castilla y leon,47
2015,cuarto,leon,castilla y leon,45
2015,cuarto,palencia,castilla y leon,20
2015,cuarto,salamanca,castilla y leon,24
2015,cuarto,segovia,castilla y leon,13
2015,cuarto,soria,castilla y leon,21
2015,cuarto,valladolid,castilla y leon,99
2015,cuarto,zamora,castilla y leon,29
2015,cuarto,albacete,castilla la mancha,71
2015,cuarto,ciudad real,castilla la mancha,117
2015,cuarto,cuenca,castilla la mancha,45
2015,cuarto,guadalajara,castilla la mancha,48
2015,cuarto,toledo,castilla la mancha,152
2015,cuarto,barcelona,cataluña,922
2015,cuarto,gerona,cataluña,121
2015,cuarto,lerida,cataluña,75
