año,trimestre,llamante,provincia,comunidad,total_llamadas
2007,tercero,usuaria,almeria,andalucia,3
2007,tercero,familiar,almeria,andalucia,0
2007,tercero,desconocido,almeria,andalucia,0
2007,cuarto,usuaria,almeria,andalucia,150
2007,cuarto,familiar,almeria,andalucia,27
2007,cuarto,desconocido,almeria,andalucia,1
2008,primero,usuaria,almeria,andalucia,215
2008,primero,familiar,almeria,andalucia,41
2008,primero,desconocido,almeria,andalucia,4
2008,segundo,usuaria,almeria,andalucia,153
2008,segundo,familiar,almeria,andalucia,35
2008,segundo,desconocido,almeria,andalucia,8
2008,tercero,usuaria,almeria,andalucia,191
2008,tercero,familiar,almeria,andalucia,58
2008,tercero,desconocido,almeria,andalucia,5
2008,cuarto,usuaria,almeria,andalucia,177
2008,cuarto,familiar,almeria,andalucia,41
2008,cuarto,desconocido,almeria,andalucia,8
2009,primero,usuaria,almeria,andalucia,185
2009,primero,familiar,almeria,andalucia,45
2009,primero,desconocido,almeria,andalucia,4
2009,segundo,usuaria,almeria,andalucia,151
2009,segundo,familiar,almeria,andalucia,32
2009,segundo,desconocido,almeria,andalucia,6
2009,tercero,usuaria,almeria,andalucia,154
2009,tercero,familiar,almeria,andalucia,48
2009,tercero,desconocido,almeria,andalucia,5
2009,cuarto,usuaria,almeria,andalucia,125
2009,cuarto,familiar,almeria,andalucia,74
2009,cuarto,desconocido,almeria,andalucia,5
2010,primero,usuaria,almeria,andalucia,115
2010,primero,familiar,almeria,andalucia,52
2010,primero,desconocido,almeria,andalucia,2
2010,segundo,usuaria,almeria,andalucia,154
2010,segundo,familiar,almeria,andalucia,66
2010,segundo,desconocido,almeria,andalucia,7
2010,tercero,usuaria,almeria,andalucia,150
2010,tercero,familiar,almeria,andalucia,64
2010,tercero,desconocido,almeria,andalucia,5
2010,cuarto,usuaria,almeria,andalucia,137
2010,cuarto,familiar,almeria,andalucia,63
2010,cuarto,desconocido,almeria,andalucia,6
2011,primero,usuaria,almeria,andalucia,146
2011,primero,familiar,almeria,andalucia,47
2011,primero,desconocido,almeria,andalucia,4
2011,segundo,usuaria,almeria,andalucia,162
2011,segundo,familiar,almeria,andalucia,58
2011,segundo,desconocido,almeria,andalucia,4
2011,tercero,usuaria,almeria,andalucia,180
2011,tercero,familiar,almeria,andalucia,77
2011,tercero,desconocido,almeria,andalucia,9
2011,cuarto,usuaria,almeria,andalucia,173
2011,cuarto,familiar,almeria,andalucia,48
2011,cuarto,desconocido,almeria,andalucia,4
2012,primero,usuaria,almeria,andalucia,132
2012,primero,familiar,almeria,andalucia,51
2012,primero,desconocido,almeria,andalucia,3
2012,segundo,usuaria,almeria,andalucia,125
2012,segundo,familiar,almeria,andalucia,43
2012,segundo,desconocido,almeria,andalucia,4
2012,tercero,usuaria,almeria,andalucia,139
2012,tercero,familiar,almeria,andalucia,38
2012,tercero,desconocido,almeria,andalucia,4
2012,cuarto,usuaria,almeria,andalucia,96
2012,cuarto,familiar,almeria,andalucia,31
2012,cuarto,desconocido,almeria,andalucia,1
2013,primero,usuaria,almeria,andalucia,98
2013,primero,familiar,almeria,andalucia,35
2013,primero,desconocido,almeria,andalucia,2
2013,segundo,usuaria,almeria,andalucia,104
2013,segundo,familiar,almeria,andalucia,80
2013,segundo,desconocido,almeria,andalucia,8
2013,tercero,usuaria,almeria,andalucia,121
2013,tercero,familiar,almeria,andalucia,61
2013,tercero,desconocido,almeria,andalucia,6
2013,cuarto,desconocido,almeria,andalucia,0
2013,cuarto,usuaria,almeria,andalucia,130
2013,cuarto,familiar,almeria,andalucia,65
2013,cuarto,desconocido,almeria,andalucia,2
2014,primero,desconocido,almeria,andalucia,0
2014,primero,usuaria,almeria,andalucia,173
2014,primero,familiar,almeria,andalucia,63
2014,primero,desconocido,almeria,andalucia,7
2014,segundo,desconocido,almeria,andalucia,0
2014,segundo,usuaria,almeria,andalucia,153
2014,segundo,familiar,almeria,andalucia,65
2014,segundo,desconocido,almeria,andalucia,16
2014,tercero,desconocido,almeria,andalucia,0
2014,tercero,usuaria,almeria,andalucia,178
2014,tercero,familiar,almeria,andalucia,83
2014,tercero,desconocido,almeria,andalucia,12
2014,cuarto,desconocido,almeria,andalucia,0
2014,cuarto,usuaria,almeria,andalucia,175
2014,cuarto,familiar,almeria,andalucia,65
2014,cuarto,desconocido,almeria,andalucia,6
2015,primero,desconocido,almeria,andalucia,1
2015,primero,usuaria,almeria,andalucia,156
2015,primero,familiar,almeria,andalucia,45
2015,primero,desconocido,almeria,andalucia,7
2015,segundo,desconocido,almeria,andalucia,0
2015,segundo,usuaria,almeria,andalucia,207
2015,segundo,familiar,almeria,andalucia,75
2015,segundo,desconocido,almeria,andalucia,3
2015,tercero,desconocido,almeria,andalucia,1
2015,tercero,usuaria,almeria,andalucia,216
2015,tercero,familiar,almeria,andalucia,90
2015,tercero,desconocido,almeria,andalucia,6
2015,cuarto,desconocido,almeria,andalucia,0
2015,cuarto,usuaria,almeria,andalucia,246
2015,cuarto,familiar,almeria,andalucia,75
2015,cuarto,desconocido,almeria,andalucia,9
2016,primero,desconocido,almeria,andalucia,1
2016,primero,usuaria,almeria,andalucia,195
2016,primero,familiar,almeria,andalucia,70
2016,primero,desconocido,almeria,andalucia,10
2016,segundo,desconocido,almeria,andalucia,0
2016,segundo,usuaria,almeria,andalucia,178
2016,segundo,familiar,almeria,andalucia,67
2016,segundo,desconocido,almeria,andalucia,8
2016,tercero,desconocido,almeria,andalucia,2
2016,tercero,usuaria,almeria,andalucia,236
2016,tercero,familiar,almeria,andalucia,107
2016,tercero,desconocido,almeria,andalucia,13
2016,cuarto,desconocido,almeria,andalucia,2
2016,cuarto,usuaria,almeria,andalucia,142
2016,cuarto,familiar,almeria,andalucia,69
2016,cuarto,desconocido,almeria,andalucia,8
2017,primero,desconocido,almeria,andalucia,0
2017,primero,usuaria,almeria,andalucia,150
2017,primero,familiar,almeria,andalucia,88
2017,primero,desconocido,almeria,andalucia,6
2017,segundo,desconocido,almeria,andalucia,0
2017,segundo,usuaria,almeria,andalucia,153
2017,segundo,familiar,almeria,andalucia,67
2017,segundo,desconocido,almeria,andalucia,4
2017,tercero,desconocido,almeria,andalucia,0
2017,tercero,usuaria,almeria,andalucia,168
2017,tercero,familiar,almeria,andalucia,63
2017,tercero,desconocido,almeria,andalucia,7
2017,cuarto,desconocido,almeria,andalucia,3
2017,cuarto,usuaria,almeria,andalucia,113
2017,cuarto,familiar,almeria,andalucia,67
2017,cuarto,desconocido,almeria,andalucia,7
2018,primero,desconocido,almeria,andalucia,1
2018,primero,usuaria,almeria,andalucia,138
2018,primero,familiar,almeria,andalucia,64
2018,primero,desconocido,almeria,andalucia,2
2018,segundo,desconocido,almeria,andalucia,1
2018,segundo,usuaria,almeria,andalucia,175
2018,segundo,familiar,almeria,andalucia,61
2018,segundo,desconocido,almeria,andalucia,10
2018,segundo,0,almeria,andalucia,4
2018,tercero,usuaria,almeria,andalucia,166
2018,tercero,familiar,almeria,andalucia,70
2018,tercero,desconocido,almeria,andalucia,6
2018,tercero,0,almeria,andalucia,7
2018,cuarto,usuaria,almeria,andalucia,143
2018,cuarto,familiar,almeria,andalucia,60
2018,cuarto,desconocido,almeria,andalucia,8
2018,cuarto,0,almeria,andalucia,4
2019,primero,usuaria,almeria,andalucia,114
2019,primero,familiar,almeria,andalucia,43
2019,primero,desconocido,almeria,andalucia,3
2019,primero,0,almeria,andalucia,1
2019,segundo,usuaria,almeria,andalucia,132
2019,segundo,familiar,almeria,andalucia,52
2019,segundo,desconocido,almeria,andalucia,8
2019,segundo,0,almeria,andalucia,3
2019,tercero,usuaria,almeria,andalucia,130
2019,tercero,familiar,almeria,andalucia,72
2019,tercero,desconocido,almeria,andalucia,6
2019,tercero,0,almeria,andalucia,1
2019,cuarto,usuaria,almeria,andalucia,139
2019,cuarto,familiar,almeria,andalucia,59
2019,cuarto,desconocido,almeria,andalucia,6
2019,cuarto,0,almeria,andalucia,0
2020,primero,usuaria,almeria,andalucia,131
2020,primero,familiar,almeria,andalucia,71
2020,primero,desconocido,almeria,andalucia,5
2020,primero,0,almeria,andalucia,2
2020,segundo,usuaria,almeria,andalucia,189
2020,segundo,familiar,almeria,andalucia,72
2020,segundo,desconocido,almeria,andalucia,10
2020,segundo,0,almeria,andalucia,5
2020,tercero,usuaria,almeria,andalucia,173
2020,tercero,familiar,almeria,andalucia,66
2020,tercero,desconocido,almeria,andalucia,13
2020,tercero,0,almeria,andalucia,3
2020,cuarto,usuaria,almeria,andalucia,94
2020,cuarto,familiar,almeria,andalucia,42
2020,cuarto,desconocido,almeria,andalucia,5
2020,cuarto,0,almeria,andalucia,1
2021,primero,usuaria,almeria,andalucia,130
2021,primero,familiar,almeria,andalucia,47
2021,primero,desconocido,almeria,andalucia,2
2021,primero,0,almeria,andalucia,2
2021,segundo,usuaria,almeria,andalucia,167
2021,segundo,familiar,almeria,andalucia,79
2021,segundo,desconocido,almeria,andalucia,13
2021,segundo,0,almeria,andalucia,0
2021,tercero,usuaria,almeria,andalucia,179
2021,tercero,familiar,almeria,andalucia,85
2021,tercero,desconocido,almeria,andalucia,10
2021,tercero,0,almeria,andalucia,4
2021,cuarto,usuaria,almeria,andalucia,157
2021,cuarto,familiar,almeria,andalucia,64
2021,cuarto,desconocido,almeria,andalucia,6
2021,cuarto,0,almeria,andalucia,3
2022,primero,usuaria,almeria,andalucia,157
2022,primero,familiar,almeria,andalucia,62
2022,primero,desconocido,almeria,andalucia,21
2022,primero,0,almeria,andalucia,0
2022,segundo,usuaria,almeria,andalucia,172
2022,segundo,familiar,almeria,andalucia,48
2022,segundo,desconocido,almeria,andalucia,9
2022,segundo,0,almeria,andalucia,6
2022,tercero,usuaria,almeria,andalucia,177
2022,tercero,familiar,almeria,andalucia,65
2022,tercero,desconocido,almeria,andalucia,1
2022,tercero,0,almeria,andalucia,12
2022,cuarto,usuaria,almeria,andalucia,153
2022,cuarto,familiar,almeria,andalucia,52
2022,cuarto,desconocido,almeria,andalucia,4
2022,cuarto,0,almeria,andalucia,9
2023,primero,usuaria,almeria,andalucia,164
2023,primero,familiar,almeria,andalucia,72
2023,primero,desconocido,almeria,andalucia,0
2023,primero,0,almeria,andalucia,8
2023,segundo,usuaria,almeria,andalucia,143
2023,segundo,familiar,almeria,andalucia,64
2023,segundo,desconocido,almeria,andalucia,14
2023,segundo,0,almeria,andalucia,7
2023,tercero,usuaria,almeria,andalucia,193
2023,tercero,familiar,almeria,andalucia,67
2023,tercero,desconocido,almeria,andalucia,5
2023,tercero,0,almeria,andalucia,6
2007,tercero,usuaria,cadiz,andalucia,2
2007,tercero,familiar,cadiz,andalucia,0
2007,tercero,desconocido,cadiz,andalucia,0
2007,cuarto,usuaria,cadiz,andalucia,187
2007,cuarto,familiar,cadiz,andalucia,44
2007,cuarto,desconocido,cadiz,andalucia,7
2008,primero,usuaria,cadiz,andalucia,341
2008,primero,familiar,cadiz,andalucia,69
2008,primero,desconocido,cadiz,andalucia,5
2008,segundo,usuaria,cadiz,andalucia,336
2008,segundo,familiar,cadiz,andalucia,60
2008,segundo,desconocido,cadiz,andalucia,7
2008,tercero,usuaria,cadiz,andalucia,372
2008,tercero,familiar,cadiz,andalucia,94
2008,tercero,desconocido,cadiz,andalucia,18
2008,cuarto,usuaria,cadiz,andalucia,264
2008,cuarto,familiar,cadiz,andalucia,60
2008,cuarto,desconocido,cadiz,andalucia,7
2009,primero,usuaria,cadiz,andalucia,275
2009,primero,familiar,cadiz,andalucia,75
2009,primero,desconocido,cadiz,andalucia,6
2009,segundo,usuaria,cadiz,andalucia,238
2009,segundo,familiar,cadiz,andalucia,72
2009,segundo,desconocido,cadiz,andalucia,12
2009,tercero,usuaria,cadiz,andalucia,270
2009,tercero,familiar,cadiz,andalucia,77
2009,tercero,desconocido,cadiz,andalucia,7
2009,cuarto,usuaria,cadiz,andalucia,264
2009,cuarto,familiar,cadiz,andalucia,99
2009,cuarto,desconocido,cadiz,andalucia,2
2010,primero,usuaria,cadiz,andalucia,201
2010,primero,familiar,cadiz,andalucia,100
2010,primero,desconocido,cadiz,andalucia,10
2010,segundo,usuaria,cadiz,andalucia,226
2010,segundo,familiar,cadiz,andalucia,106
2010,segundo,desconocido,cadiz,andalucia,9
2010,tercero,usuaria,cadiz,andalucia,230
2010,tercero,familiar,cadiz,andalucia,99
2010,tercero,desconocido,cadiz,andalucia,18
2010,cuarto,usuaria,cadiz,andalucia,219
2010,cuarto,familiar,cadiz,andalucia,116
2010,cuarto,desconocido,cadiz,andalucia,15
2011,primero,usuaria,cadiz,andalucia,289
2011,primero,familiar,cadiz,andalucia,81
2011,primero,desconocido,cadiz,andalucia,12
2011,segundo,usuaria,cadiz,andalucia,260
2011,segundo,familiar,cadiz,andalucia,92
2011,segundo,desconocido,cadiz,andalucia,18
2011,tercero,usuaria,cadiz,andalucia,308
2011,tercero,familiar,cadiz,andalucia,121
2011,tercero,desconocido,cadiz,andalucia,15
2011,cuarto,usuaria,cadiz,andalucia,345
2011,cuarto,familiar,cadiz,andalucia,96
2011,cuarto,desconocido,cadiz,andalucia,10
2012,primero,usuaria,cadiz,andalucia,229
2012,primero,familiar,cadiz,andalucia,58
2012,primero,desconocido,cadiz,andalucia,4
2012,segundo,usuaria,cadiz,andalucia,230
2012,segundo,familiar,cadiz,andalucia,69
2012,segundo,desconocido,cadiz,andalucia,12
2012,tercero,usuaria,cadiz,andalucia,262
2012,tercero,familiar,cadiz,andalucia,84
2012,tercero,desconocido,cadiz,andalucia,12
2012,cuarto,usuaria,cadiz,andalucia,197
2012,cuarto,familiar,cadiz,andalucia,67
2012,cuarto,desconocido,cadiz,andalucia,5
2013,primero,usuaria,cadiz,andalucia,181
2013,primero,familiar,cadiz,andalucia,95
2013,primero,desconocido,cadiz,andalucia,7
2013,segundo,usuaria,cadiz,andalucia,196
2013,segundo,familiar,cadiz,andalucia,139
2013,segundo,desconocido,cadiz,andalucia,5
2013,tercero,usuaria,cadiz,andalucia,221
2013,tercero,familiar,cadiz,andalucia,136
2013,tercero,desconocido,cadiz,andalucia,9
2013,cuarto,desconocido,cadiz,andalucia,0
2013,cuarto,usuaria,cadiz,andalucia,246
2013,cuarto,familiar,cadiz,andalucia,125
2013,cuarto,desconocido,cadiz,andalucia,11
2014,primero,desconocido,cadiz,andalucia,0
2014,primero,usuaria,cadiz,andalucia,259
2014,primero,familiar,cadiz,andalucia,136
2014,primero,desconocido,cadiz,andalucia,5
2014,segundo,desconocido,cadiz,andalucia,0
2014,segundo,usuaria,cadiz,andalucia,266
2014,segundo,familiar,cadiz,andalucia,102
2014,segundo,desconocido,cadiz,andalucia,15
2014,tercero,desconocido,cadiz,andalucia,0
2014,tercero,usuaria,cadiz,andalucia,336
2014,tercero,familiar,cadiz,andalucia,132
2014,tercero,desconocido,cadiz,andalucia,11
2014,cuarto,desconocido,cadiz,andalucia,1
2014,cuarto,usuaria,cadiz,andalucia,380
2014,cuarto,familiar,cadiz,andalucia,123
2014,cuarto,desconocido,cadiz,andalucia,10
2015,primero,desconocido,cadiz,andalucia,4
2015,primero,usuaria,cadiz,andalucia,296
2015,primero,familiar,cadiz,andalucia,91
2015,primero,desconocido,cadiz,andalucia,3
2015,segundo,desconocido,cadiz,andalucia,2
2015,segundo,usuaria,cadiz,andalucia,363
2015,segundo,familiar,cadiz,andalucia,145
2015,segundo,desconocido,cadiz,andalucia,18
2015,tercero,desconocido,cadiz,andalucia,0
2015,tercero,usuaria,cadiz,andalucia,359
2015,tercero,familiar,cadiz,andalucia,132
2015,tercero,desconocido,cadiz,andalucia,12
2015,cuarto,desconocido,cadiz,andalucia,3
2015,cuarto,usuaria,cadiz,andalucia,434
2015,cuarto,familiar,cadiz,andalucia,173
2015,cuarto,desconocido,cadiz,andalucia,5
2016,primero,desconocido,cadiz,andalucia,3
2016,primero,usuaria,cadiz,andalucia,335
2016,primero,familiar,cadiz,andalucia,135
2016,primero,desconocido,cadiz,andalucia,8
2016,segundo,desconocido,cadiz,andalucia,1
2016,segundo,usuaria,cadiz,andalucia,338
2016,segundo,familiar,cadiz,andalucia,124
2016,segundo,desconocido,cadiz,andalucia,12
2016,tercero,desconocido,cadiz,andalucia,0
2016,tercero,usuaria,cadiz,andalucia,462
2016,tercero,familiar,cadiz,andalucia,213
2016,tercero,desconocido,cadiz,andalucia,17
2016,cuarto,desconocido,cadiz,andalucia,1
2016,cuarto,usuaria,cadiz,andalucia,295
2016,cuarto,familiar,cadiz,andalucia,144
2016,cuarto,desconocido,cadiz,andalucia,9
2017,primero,desconocido,cadiz,andalucia,1
2017,primero,usuaria,cadiz,andalucia,356
2017,primero,familiar,cadiz,andalucia,151
2017,primero,desconocido,cadiz,andalucia,13
2017,segundo,desconocido,cadiz,andalucia,1
2017,segundo,usuaria,cadiz,andalucia,292
2017,segundo,familiar,cadiz,andalucia,141
2017,segundo,desconocido,cadiz,andalucia,15
2017,tercero,desconocido,cadiz,andalucia,0
2017,tercero,usuaria,cadiz,andalucia,349
2017,tercero,familiar,cadiz,andalucia,122
2017,tercero,desconocido,cadiz,andalucia,16
2017,cuarto,desconocido,cadiz,andalucia,2
2017,cuarto,usuaria,cadiz,andalucia,263
2017,cuarto,familiar,cadiz,andalucia,124
2017,cuarto,desconocido,cadiz,andalucia,7
2018,primero,desconocido,cadiz,andalucia,1
2018,primero,usuaria,cadiz,andalucia,276
2018,primero,familiar,cadiz,andalucia,140
2018,primero,desconocido,cadiz,andalucia,10
2018,segundo,desconocido,cadiz,andalucia,0
2018,segundo,usuaria,cadiz,andalucia,295
2018,segundo,familiar,cadiz,andalucia,118
2018,segundo,desconocido,cadiz,andalucia,14
2018,segundo,0,cadiz,andalucia,2
2018,tercero,usuaria,cadiz,andalucia,248
2018,tercero,familiar,cadiz,andalucia,142
2018,tercero,desconocido,cadiz,andalucia,15
2018,tercero,0,cadiz,andalucia,9
2018,cuarto,usuaria,cadiz,andalucia,226
2018,cuarto,familiar,cadiz,andalucia,83
2018,cuarto,desconocido,cadiz,andalucia,11
2018,cuarto,0,cadiz,andalucia,7
2019,primero,usuaria,cadiz,andalucia,195
2019,primero,familiar,cadiz,andalucia,99
2019,primero,desconocido,cadiz,andalucia,13
2019,primero,0,cadiz,andalucia,3
2019,segundo,usuaria,cadiz,andalucia,224
2019,segundo,familiar,cadiz,andalucia,120
2019,segundo,desconocido,cadiz,andalucia,12
2019,segundo,0,cadiz,andalucia,6
2019,tercero,usuaria,cadiz,andalucia,225
2019,tercero,familiar,cadiz,andalucia,136
2019,tercero,desconocido,cadiz,andalucia,20
2019,tercero,0,cadiz,andalucia,5
2019,cuarto,usuaria,cadiz,andalucia,231
2019,cuarto,familiar,cadiz,andalucia,111
2019,cuarto,desconocido,cadiz,andalucia,18
2019,cuarto,0,cadiz,andalucia,2
2020,primero,usuaria,cadiz,andalucia,220
2020,primero,familiar,cadiz,andalucia,117
2020,primero,desconocido,cadiz,andalucia,14
2020,primero,0,cadiz,andalucia,3
2020,segundo,usuaria,cadiz,andalucia,345
2020,segundo,familiar,cadiz,andalucia,173
2020,segundo,desconocido,cadiz,andalucia,19
2020,segundo,0,cadiz,andalucia,10
2020,tercero,usuaria,cadiz,andalucia,287
2020,tercero,familiar,cadiz,andalucia,134
2020,tercero,desconocido,cadiz,andalucia,19
2020,tercero,0,cadiz,andalucia,6
2020,cuarto,usuaria,cadiz,andalucia,246
2020,cuarto,familiar,cadiz,andalucia,109
2020,cuarto,desconocido,cadiz,andalucia,16
2020,cuarto,0,cadiz,andalucia,3
2021,primero,usuaria,cadiz,andalucia,242
2021,primero,familiar,cadiz,andalucia,77
2021,primero,desconocido,cadiz,andalucia,8
2021,primero,0,cadiz,andalucia,4
2021,segundo,usuaria,cadiz,andalucia,359
2021,segundo,familiar,cadiz,andalucia,162
2021,segundo,desconocido,cadiz,andalucia,19
2021,segundo,0,cadiz,andalucia,7
2021,tercero,usuaria,cadiz,andalucia,345
2021,tercero,familiar,cadiz,andalucia,153
2021,tercero,desconocido,cadiz,andalucia,17
2021,tercero,0,cadiz,andalucia,3
2021,cuarto,usuaria,cadiz,andalucia,274
2021,cuarto,familiar,cadiz,andalucia,119
2021,cuarto,desconocido,cadiz,andalucia,15
2021,cuarto,0,cadiz,andalucia,7
2022,primero,usuaria,cadiz,andalucia,255
2022,primero,familiar,cadiz,andalucia,117
2022,primero,desconocido,cadiz,andalucia,13
2022,primero,0,cadiz,andalucia,8
2022,segundo,usuaria,cadiz,andalucia,304
2022,segundo,familiar,cadiz,andalucia,122
2022,segundo,desconocido,cadiz,andalucia,12
2022,segundo,0,cadiz,andalucia,12
2022,tercero,usuaria,cadiz,andalucia,344
2022,tercero,familiar,cadiz,andalucia,145
2022,tercero,desconocido,cadiz,andalucia,13
2022,tercero,0,cadiz,andalucia,26
2022,cuarto,usuaria,cadiz,andalucia,284
2022,cuarto,familiar,cadiz,andalucia,118
2022,cuarto,desconocido,cadiz,andalucia,9
2022,cuarto,0,cadiz,andalucia,14
2023,primero,usuaria,cadiz,andalucia,297
2023,primero,familiar,cadiz,andalucia,111
2023,primero,desconocido,cadiz,andalucia,7
2023,primero,0,cadiz,andalucia,15
2023,segundo,usuaria,cadiz,andalucia,339
2023,segundo,familiar,cadiz,andalucia,110
2023,segundo,desconocido,cadiz,andalucia,4
2023,segundo,0,cadiz,andalucia,19
2023,tercero,usuaria,cadiz,andalucia,336
2023,tercero,familiar,cadiz,andalucia,146
2023,tercero,desconocido,cadiz,andalucia,10
2023,tercero,0,cadiz,andalucia,19
2007,tercero,usuaria,cordoba,andalucia,7
2007,tercero,familiar,cordoba,andalucia,3
2007,tercero,desconocido,cordoba,andalucia,0
2007,cuarto,usuaria,cordoba,andalucia,155
2007,cuarto,familiar,cordoba,andalucia,26
2007,cuarto,desconocido,cordoba,andalucia,6
2008,primero,usuaria,cordoba,andalucia,183
2008,primero,familiar,cordoba,andalucia,46
2008,primero,desconocido,cordoba,andalucia,2
2008,segundo,usuaria,cordoba,andalucia,150
2008,segundo,familiar,cordoba,andalucia,34
2008,segundo,desconocido,cordoba,andalucia,2
2008,tercero,usuaria,cordoba,andalucia,220
2008,tercero,familiar,cordoba,andalucia,36
2008,tercero,desconocido,cordoba,andalucia,14
2008,cuarto,usuaria,cordoba,andalucia,150
2008,cuarto,familiar,cordoba,andalucia,38
2008,cuarto,desconocido,cordoba,andalucia,7
2009,primero,usuaria,cordoba,andalucia,135
2009,primero,familiar,cordoba,andalucia,28
2009,primero,desconocido,cordoba,andalucia,7
2009,segundo,usuaria,cordoba,andalucia,194
2009,segundo,familiar,cordoba,andalucia,33
2009,segundo,desconocido,cordoba,andalucia,6
2009,tercero,usuaria,cordoba,andalucia,179
2009,tercero,familiar,cordoba,andalucia,52
2009,tercero,desconocido,cordoba,andalucia,6
2009,cuarto,usuaria,cordoba,andalucia,152
2009,cuarto,familiar,cordoba,andalucia,64
2009,cuarto,desconocido,cordoba,andalucia,6
2010,primero,usuaria,cordoba,andalucia,152
2010,primero,familiar,cordoba,andalucia,52
2010,primero,desconocido,cordoba,andalucia,3
2010,segundo,usuaria,cordoba,andalucia,156
2010,segundo,familiar,cordoba,andalucia,80
2010,segundo,desconocido,cordoba,andalucia,7
2010,tercero,usuaria,cordoba,andalucia,142
2010,tercero,familiar,cordoba,andalucia,68
2010,tercero,desconocido,cordoba,andalucia,3
2010,cuarto,usuaria,cordoba,andalucia,141
2010,cuarto,familiar,cordoba,andalucia,68
2010,cuarto,desconocido,cordoba,andalucia,10
2011,primero,usuaria,cordoba,andalucia,186
2011,primero,familiar,cordoba,andalucia,66
2011,primero,desconocido,cordoba,andalucia,4
2011,segundo,usuaria,cordoba,andalucia,147
2011,segundo,familiar,cordoba,andalucia,67
2011,segundo,desconocido,cordoba,andalucia,6
2011,tercero,usuaria,cordoba,andalucia,189
2011,tercero,familiar,cordoba,andalucia,69
2011,tercero,desconocido,cordoba,andalucia,8
2011,cuarto,usuaria,cordoba,andalucia,196
2011,cuarto,familiar,cordoba,andalucia,55
2011,cuarto,desconocido,cordoba,andalucia,2
2012,primero,usuaria,cordoba,andalucia,150
2012,primero,familiar,cordoba,andalucia,57
2012,primero,desconocido,cordoba,andalucia,7
2012,segundo,usuaria,cordoba,andalucia,123
2012,segundo,familiar,cordoba,andalucia,51
2012,segundo,desconocido,cordoba,andalucia,5
2012,tercero,usuaria,cordoba,andalucia,145
2012,tercero,familiar,cordoba,andalucia,34
2012,tercero,desconocido,cordoba,andalucia,6
2012,cuarto,usuaria,cordoba,andalucia,105
2012,cuarto,familiar,cordoba,andalucia,61
2012,cuarto,desconocido,cordoba,andalucia,4
2013,primero,usuaria,cordoba,andalucia,96
2013,primero,familiar,cordoba,andalucia,61
2013,primero,desconocido,cordoba,andalucia,4
2013,segundo,usuaria,cordoba,andalucia,115
2013,segundo,familiar,cordoba,andalucia,93
2013,segundo,desconocido,cordoba,andalucia,4
2013,tercero,usuaria,cordoba,andalucia,147
2013,tercero,familiar,cordoba,andalucia,83
2013,tercero,desconocido,cordoba,andalucia,2
2013,cuarto,desconocido,cordoba,andalucia,0
2013,cuarto,usuaria,cordoba,andalucia,210
2013,cuarto,familiar,cordoba,andalucia,76
2013,cuarto,desconocido,cordoba,andalucia,3
2014,primero,desconocido,cordoba,andalucia,0
2014,primero,usuaria,cordoba,andalucia,169
2014,primero,familiar,cordoba,andalucia,78
2014,primero,desconocido,cordoba,andalucia,2
2014,segundo,desconocido,cordoba,andalucia,0
2014,segundo,usuaria,cordoba,andalucia,180
2014,segundo,familiar,cordoba,andalucia,78
2014,segundo,desconocido,cordoba,andalucia,4
2014,tercero,desconocido,cordoba,andalucia,0
2014,tercero,usuaria,cordoba,andalucia,192
2014,tercero,familiar,cordoba,andalucia,79
2014,tercero,desconocido,cordoba,andalucia,7
2014,cuarto,desconocido,cordoba,andalucia,0
2014,cuarto,usuaria,cordoba,andalucia,215
2014,cuarto,familiar,cordoba,andalucia,63
2014,cuarto,desconocido,cordoba,andalucia,6
2015,primero,desconocido,cordoba,andalucia,0
2015,primero,usuaria,cordoba,andalucia,150
2015,primero,familiar,cordoba,andalucia,65
2015,primero,desconocido,cordoba,andalucia,8
2015,segundo,desconocido,cordoba,andalucia,0
2015,segundo,usuaria,cordoba,andalucia,193
2015,segundo,familiar,cordoba,andalucia,67
2015,segundo,desconocido,cordoba,andalucia,5
2015,tercero,desconocido,cordoba,andalucia,0
2015,tercero,usuaria,cordoba,andalucia,240
2015,tercero,familiar,cordoba,andalucia,80
2015,tercero,desconocido,cordoba,andalucia,12
2015,cuarto,desconocido,cordoba,andalucia,1
2015,cuarto,usuaria,cordoba,andalucia,235
2015,cuarto,familiar,cordoba,andalucia,80
2015,cuarto,desconocido,cordoba,andalucia,9
2016,primero,desconocido,cordoba,andalucia,0
2016,primero,usuaria,cordoba,andalucia,209
2016,primero,familiar,cordoba,andalucia,90
2016,primero,desconocido,cordoba,andalucia,6
2016,segundo,desconocido,cordoba,andalucia,0
2016,segundo,usuaria,cordoba,andalucia,185
2016,segundo,familiar,cordoba,andalucia,86
2016,segundo,desconocido,cordoba,andalucia,6
2016,tercero,desconocido,cordoba,andalucia,0
2016,tercero,usuaria,cordoba,andalucia,258
2016,tercero,familiar,cordoba,andalucia,106
2016,tercero,desconocido,cordoba,andalucia,8
2016,cuarto,desconocido,cordoba,andalucia,1
2016,cuarto,usuaria,cordoba,andalucia,177
2016,cuarto,familiar,cordoba,andalucia,89
2016,cuarto,desconocido,cordoba,andalucia,10
2017,primero,desconocido,cordoba,andalucia,0
2017,primero,usuaria,cordoba,andalucia,188
2017,primero,familiar,cordoba,andalucia,91
2017,primero,desconocido,cordoba,andalucia,5
2017,segundo,desconocido,cordoba,andalucia,0
