año,mes,trimestre,provincia,comunidad,total_dispositivos
2011,diciembre,cuarto,zamora,castilla y leon,1
2012,enero,primero,zamora,castilla y leon,1
2012,febrero,primero,zamora,castilla y leon,1
2012,marzo,primero,zamora,castilla y leon,1
2012,abril,segundo,zamora,castilla y leon,1
2012,mayo,segundo,zamora,castilla y leon,1
2012,junio,segundo,zamora,castilla y leon,1
2012,julio,tercero,zamora,castilla y leon,1
2012,agosto,tercero,zamora,castilla y leon,1
2012,septiembre,tercero,zamora,castilla y leon,1
2012,octubre,cuarto,zamora,castilla y leon,1
2012,noviembre,cuarto,zamora,castilla y leon,1
2012,diciembre,cuarto,zamora,castilla y leon,1
2013,enero,primero,zamora,castilla y leon,1
2013,febrero,primero,zamora,castilla y leon,1
2013,marzo,primero,zamora,castilla y leon,1
2013,abril,segundo,zamora,castilla y leon,1
2013,mayo,segundo,zamora,castilla y leon,1
2013,junio,segundo,zamora,castilla y leon,1
2013,julio,tercero,zamora,castilla y leon,1
2013,agosto,tercero,zamora,castilla y leon,1
2013,septiembre,tercero,zamora,castilla y leon,1
2013,octubre,cuarto,zamora,castilla y leon,1
2013,noviembre,cuarto,zamora,castilla y leon,1
2013,diciembre,cuarto,zamora,castilla y leon,1
2014,enero,primero,zamora,castilla y leon,1
2014,febrero,primero,zamora,castilla y leon,1
2014,marzo,primero,zamora,castilla y leon,1
2014,abril,segundo,zamora,castilla y leon,1
2014,mayo,segundo,zamora,castilla y leon,1
2014,junio,segundo,zamora,castilla y leon,1
2014,julio,tercero,zamora,castilla y leon,1
2014,agosto,tercero,zamora,castilla y leon,1
2014,septiembre,tercero,zamora,castilla y leon,1
2014,octubre,cuarto,zamora,castilla y leon,1
2014,noviembre,cuarto,zamora,castilla y leon,1
2014,diciembre,cuarto,zamora,castilla y leon,1
2015,enero,primero,zamora,castilla y leon,1
2015,febrero,primero,zamora,castilla y leon,1
2015,marzo,primero,zamora,castilla y leon,1
2015,abril,segundo,zamora,castilla y leon,1
2015,mayo,segundo,zamora,castilla y leon,1
2015,junio,segundo,zamora,castilla y leon,1
2015,julio,tercero,zamora,castilla y leon,1
2015,agosto,tercero,zamora,castilla y leon,1
2015,septiembre,tercero,zamora,castilla y leon,1
2015,octubre,cuarto,zamora,castilla y leon,1
2015,noviembre,cuarto,zamora,castilla y leon,1
2015,diciembre,cuarto,zamora,castilla y leon,1
2016,enero,primero,zamora,castilla y leon,1
2016,febrero,primero,zamora,castilla y leon,1
2016,marzo,primero,zamora,castilla y leon,1
2016,abril,segundo,zamora,castilla y leon,1
2016,mayo,segundo,zamora,castilla y leon,1
2016,junio,segundo,zamora,castilla y leon,1
2016,julio,tercero,zamora,castilla y leon,1
2016,agosto,tercero,zamora,castilla y leon,1
2016,septiembre,tercero,zamora,castilla y leon,1
2016,octubre,cuarto,zamora,castilla y leon,1
2016,noviembre,cuarto,zamora,castilla y leon,1
2016,diciembre,cuarto,zamora,castilla y leon,1
2017,enero,primero,zamora,castilla y leon,1
2017,febrero,primero,zamora,castilla y leon,1
2017,marzo,primero,zamora,castilla y leon,1
2017,abril,segundo,zamora,castilla y leon,1
2017,mayo,segundo,zamora,castilla y leon,1
2017,junio,segundo,zamora,castilla y leon,1
2017,julio,tercero,zamora,castilla y leon,1
2017,agosto,tercero,zamora,castilla y leon,1
2017,septiembre,tercero,zamora,castilla y leon,1
2017,octubre,cuarto,zamora,castilla y leon,1
2017,noviembre,cuarto,zamora,castilla y leon,1
2017,diciembre,cuarto,zamora,castilla y leon,1
2018,enero,primero,zamora,castilla y leon,1
2018,febrero,primero,zamora,castilla y leon,1
2018,marzo,primero,zamora,castilla y leon,1
2018,abril,segundo,zamora,castilla y leon,1
2018,mayo,segundo,zamora,castilla y leon,1
2018,junio,segundo,zamora,castilla y leon,1
2018,julio,tercero,zamora,castilla y leon,1
2018,agosto,tercero,zamora,castilla y leon,1
2018,septiembre,tercero,zamora,castilla y leon,1
2018,octubre,cuarto,zamora,castilla y leon,1
2018,noviembre,cuarto,zamora,castilla y leon,1
2018,diciembre,cuarto,zamora,castilla y leon,1
2019,enero,primero,zamora,castilla y leon,1
2019,febrero,primero,zamora,castilla y leon,1
2019,marzo,primero,zamora,castilla y leon,1
2019,abril,segundo,zamora,castilla y leon,1
2019,mayo,segundo,zamora,castilla y leon,2
2019,junio,segundo,zamora,castilla y leon,2
2019,julio,tercero,zamora,castilla y leon,2
2019,agosto,tercero,zamora,castilla y leon,2
2019,septiembre,tercero,zamora,castilla y leon,2
2019,octubre,cuarto,zamora,castilla y leon,2
2019,noviembre,cuarto,zamora,castilla y leon,2
2019,diciembre,cuarto,zamora,castilla y leon,2
2020,enero,primero,zamora,castilla y leon,2
2020,febrero,primero,zamora,castilla y leon,2
2020,marzo,primero,zamora,castilla y leon,2
2020,abril,segundo,zamora,castilla y leon,2
2020,mayo,segundo,zamora,castilla y leon,2
2020,junio,segundo,zamora,castilla y leon,2
2020,julio,tercero,zamora,castilla y leon,2
2020,agosto,tercero,zamora,castilla y leon,2
2020,septiembre,tercero,zamora,castilla y leon,2
2020,octubre,cuarto,zamora,castilla y leon,2
2020,noviembre,cuarto,zamora,castilla y leon,2
2020,diciembre,cuarto,zamora,castilla y leon,2
2021,enero,primero,zamora,castilla y leon,3
2021,febrero,primero,zamora,castilla y leon,3
2021,marzo,primero,zamora,castilla y leon,3
2021,abril,segundo,zamora,castilla y leon,3
2021,mayo,segundo,zamora,castilla y leon,3
2021,junio,segundo,zamora,castilla y leon,4
2021,julio,tercero,zamora,castilla y leon,4
2021,agosto,tercero,zamora,castilla y leon,4
2021,septiembre,tercero,zamora,castilla y leon,4
2021,octubre,cuarto,zamora,castilla y leon,4
2021,noviembre,cuarto,zamora,castilla y leon,4
2021,diciembre,cuarto,zamora,castilla y leon,4
2022,enero,primero,zamora,castilla y leon,5
2022,febrero,primero,zamora,castilla y leon,5
2022,marzo,primero,zamora,castilla y leon,5
2022,abril,segundo,zamora,castilla y leon,5
2022,mayo,segundo,zamora,castilla y leon,5
2022,junio,segundo,zamora,castilla y leon,5
2022,julio,tercero,zamora,castilla y leon,5
2022,agosto,tercero,zamora,castilla y leon,6
2022,septiembre,tercero,zamora,castilla y leon,6
2022,octubre,cuarto,zamora,castilla y leon,6
2022,noviembre,cuarto,zamora,castilla y leon,6
2022,diciembre,cuarto,zamora,castilla y leon,7
2023,enero,primero,zamora,castilla y leon,7
2023,febrero,primero,zamora,castilla y leon,8
2023,marzo,primero,zamora,castilla y leon,9
2023,abril,segundo,zamora,castilla y leon,10
2023,mayo,segundo,zamora,castilla y leon,12
2023,junio,segundo,zamora,castilla y leon,12
2023,julio,tercero,zamora,castilla y leon,12
2023,agosto,tercero,zamora,castilla y leon,12
2023,septiembre,tercero,zamora,castilla y leon,12
2009,agosto,tercero,albacete,castilla la mancha,0
2009,septiembre,tercero,albacete,castilla la mancha,0
2009,octubre,cuarto,albacete,castilla la mancha,1
2009,noviembre,cuarto,albacete,castilla la mancha,1
2009,diciembre,cuarto,albacete,castilla la mancha,1
2010,enero,primero,albacete,castilla la mancha,1
2010,febrero,primero,albacete,castilla la mancha,1
2010,marzo,primero,albacete,castilla la mancha,1
2010,abril,segundo,albacete,castilla la mancha,2
2010,mayo,segundo,albacete,castilla la mancha,2
2010,junio,segundo,albacete,castilla la mancha,3
2010,julio,tercero,albacete,castilla la mancha,3
2010,agosto,tercero,albacete,castilla la mancha,3
2010,septiembre,tercero,albacete,castilla la mancha,3
2010,octubre,cuarto,albacete,castilla la mancha,3
2010,noviembre,cuarto,albacete,castilla la mancha,3
2010,diciembre,cuarto,albacete,castilla la mancha,3
2011,enero,primero,albacete,castilla la mancha,3
2011,febrero,primero,albacete,castilla la mancha,3
2011,marzo,primero,albacete,castilla la mancha,4
2011,abril,segundo,albacete,castilla la mancha,4
2011,mayo,segundo,albacete,castilla la mancha,4
2011,junio,segundo,albacete,castilla la mancha,4
2011,julio,tercero,albacete,castilla la mancha,4
2011,agosto,tercero,albacete,castilla la mancha,4
2011,septiembre,tercero,albacete,castilla la mancha,4
2011,octubre,cuarto,albacete,castilla la mancha,4
2011,noviembre,cuarto,albacete,castilla la mancha,4
2011,diciembre,cuarto,albacete,castilla la mancha,4
2012,enero,primero,albacete,castilla la mancha,4
2012,febrero,primero,albacete,castilla la mancha,5
2012,marzo,primero,albacete,castilla la mancha,5
2012,abril,segundo,albacete,castilla la mancha,5
2012,mayo,segundo,albacete,castilla la mancha,5
2012,junio,segundo,albacete,castilla la mancha,5
2012,julio,tercero,albacete,castilla la mancha,5
2012,agosto,tercero,albacete,castilla la mancha,6
2012,septiembre,tercero,albacete,castilla la mancha,6
2012,octubre,cuarto,albacete,castilla la mancha,6
2012,noviembre,cuarto,albacete,castilla la mancha,6
2012,diciembre,cuarto,albacete,castilla la mancha,6
2013,enero,primero,albacete,castilla la mancha,6
2013,febrero,primero,albacete,castilla la mancha,6
2013,marzo,primero,albacete,castilla la mancha,6
2013,abril,segundo,albacete,castilla la mancha,6
2013,mayo,segundo,albacete,castilla la mancha,6
2013,junio,segundo,albacete,castilla la mancha,7
2013,julio,tercero,albacete,castilla la mancha,7
2013,agosto,tercero,albacete,castilla la mancha,7
2013,septiembre,tercero,albacete,castilla la mancha,7
2013,octubre,cuarto,albacete,castilla la mancha,7
2013,noviembre,cuarto,albacete,castilla la mancha,7
2013,diciembre,cuarto,albacete,castilla la mancha,7
2014,enero,primero,albacete,castilla la mancha,7
2014,febrero,primero,albacete,castilla la mancha,7
2014,marzo,primero,albacete,castilla la mancha,7
2014,abril,segundo,albacete,castilla la mancha,7
2014,mayo,segundo,albacete,castilla la mancha,7
2014,junio,segundo,albacete,castilla la mancha,7
2014,julio,tercero,albacete,castilla la mancha,8
2014,agosto,tercero,albacete,castilla la mancha,8
2014,septiembre,tercero,albacete,castilla la mancha,8
2014,octubre,cuarto,albacete,castilla la mancha,8
2014,noviembre,cuarto,albacete,castilla la mancha,9
2014,diciembre,cuarto,albacete,castilla la mancha,9
2015,enero,primero,albacete,castilla la mancha,9
2015,febrero,primero,albacete,castilla la mancha,9
2015,marzo,primero,albacete,castilla la mancha,9
2015,abril,segundo,albacete,castilla la mancha,10
2015,mayo,segundo,albacete,castilla la mancha,10
2015,junio,segundo,albacete,castilla la mancha,10
2015,julio,tercero,albacete,castilla la mancha,10
2015,agosto,tercero,albacete,castilla la mancha,10
2015,septiembre,tercero,albacete,castilla la mancha,10
2015,octubre,cuarto,albacete,castilla la mancha,11
2015,noviembre,cuarto,albacete,castilla la mancha,11
2015,diciembre,cuarto,albacete,castilla la mancha,11
2016,enero,primero,albacete,castilla la mancha,11
2016,febrero,primero,albacete,castilla la mancha,11
2016,marzo,primero,albacete,castilla la mancha,11
2016,abril,segundo,albacete,castilla la mancha,11
2016,mayo,segundo,albacete,castilla la mancha,11
2016,junio,segundo,albacete,castilla la mancha,11
2016,julio,tercero,albacete,castilla la mancha,11
2016,agosto,tercero,albacete,castilla la mancha,11
2016,septiembre,tercero,albacete,castilla la mancha,12
2016,octubre,cuarto,albacete,castilla la mancha,12
2016,noviembre,cuarto,albacete,castilla la mancha,12
2016,diciembre,cuarto,albacete,castilla la mancha,15
2017,enero,primero,albacete,castilla la mancha,15
2017,febrero,primero,albacete,castilla la mancha,15
2017,marzo,primero,albacete,castilla la mancha,15
2017,abril,segundo,albacete,castilla la mancha,15
2017,mayo,segundo,albacete,castilla la mancha,15
2017,junio,segundo,albacete,castilla la mancha,15
2017,julio,tercero,albacete,castilla la mancha,15
2017,agosto,tercero,albacete,castilla la mancha,15
2017,septiembre,tercero,albacete,castilla la mancha,15
2017,octubre,cuarto,albacete,castilla la mancha,15
2017,noviembre,cuarto,albacete,castilla la mancha,16
2017,diciembre,cuarto,albacete,castilla la mancha,18
2018,enero,primero,albacete,castilla la mancha,19
2018,febrero,primero,albacete,castilla la mancha,19
2018,marzo,primero,albacete,castilla la mancha,20
2018,abril,segundo,albacete,castilla la mancha,21
2018,mayo,segundo,albacete,castilla la mancha,22
2018,junio,segundo,albacete,castilla la mancha,23
2018,julio,tercero,albacete,castilla la mancha,23
2018,agosto,tercero,albacete,castilla la mancha,23
2018,septiembre,tercero,albacete,castilla la mancha,23
2018,octubre,cuarto,albacete,castilla la mancha,24
2018,noviembre,cuarto,albacete,castilla la mancha,24
2018,diciembre,cuarto,albacete,castilla la mancha,24
2019,enero,primero,albacete,castilla la mancha,25
2019,febrero,primero,albacete,castilla la mancha,26
2019,marzo,primero,albacete,castilla la mancha,29
2019,abril,segundo,albacete,castilla la mancha,29
2019,mayo,segundo,albacete,castilla la mancha,29
2019,junio,segundo,albacete,castilla la mancha,29
2019,julio,tercero,albacete,castilla la mancha,30
2019,agosto,tercero,albacete,castilla la mancha,30
2019,septiembre,tercero,albacete,castilla la mancha,30
2019,octubre,cuarto,albacete,castilla la mancha,31
2019,noviembre,cuarto,albacete,castilla la mancha,31
2019,diciembre,cuarto,albacete,castilla la mancha,32
2020,enero,primero,albacete,castilla la mancha,32
2020,febrero,primero,albacete,castilla la mancha,33
2020,marzo,primero,albacete,castilla la mancha,34
2020,abril,segundo,albacete,castilla la mancha,34
2020,mayo,segundo,albacete,castilla la mancha,34
2020,junio,segundo,albacete,castilla la mancha,37
2020,julio,tercero,albacete,castilla la mancha,38
2020,agosto,tercero,albacete,castilla la mancha,38
2020,septiembre,tercero,albacete,castilla la mancha,38
2020,octubre,cuarto,albacete,castilla la mancha,40
2020,noviembre,cuarto,albacete,castilla la mancha,42
2020,diciembre,cuarto,albacete,castilla la mancha,43
2021,enero,primero,albacete,castilla la mancha,43
2021,febrero,primero,albacete,castilla la mancha,43
2021,marzo,primero,albacete,castilla la mancha,45
2021,abril,segundo,albacete,castilla la mancha,46
2021,mayo,segundo,albacete,castilla la mancha,47
2021,junio,segundo,albacete,castilla la mancha,48
2021,julio,tercero,albacete,castilla la mancha,49
2021,agosto,tercero,albacete,castilla la mancha,49
2021,septiembre,tercero,albacete,castilla la mancha,50
2021,octubre,cuarto,albacete,castilla la mancha,51
2021,noviembre,cuarto,albacete,castilla la mancha,52
2021,diciembre,cuarto,albacete,castilla la mancha,55
2022,enero,primero,albacete,castilla la mancha,56
2022,febrero,primero,albacete,castilla la mancha,56
2022,marzo,primero,albacete,castilla la mancha,58
2022,abril,segundo,albacete,castilla la mancha,61
2022,mayo,segundo,albacete,castilla la mancha,62
2022,junio,segundo,albacete,castilla la mancha,63
2022,julio,tercero,albacete,castilla la mancha,64
2022,agosto,tercero,albacete,castilla la mancha,68
2022,septiembre,tercero,albacete,castilla la mancha,71
2022,octubre,cuarto,albacete,castilla la mancha,75
2022,noviembre,cuarto,albacete,castilla la mancha,77
2022,diciembre,cuarto,albacete,castilla la mancha,79
2023,enero,primero,albacete,castilla la mancha,82
2023,febrero,primero,albacete,castilla la mancha,85
2023,marzo,primero,albacete,castilla la mancha,90
2023,abril,segundo,albacete,castilla la mancha,90
2023,mayo,segundo,albacete,castilla la mancha,91
2023,junio,segundo,albacete,castilla la mancha,92
2023,julio,tercero,albacete,castilla la mancha,99
2023,agosto,tercero,albacete,castilla la mancha,101
2023,septiembre,tercero,albacete,castilla la mancha,104
2009,agosto,tercero,ciudad real,castilla la mancha,0
2009,septiembre,tercero,ciudad real,castilla la mancha,0
2009,octubre,cuarto,ciudad real,castilla la mancha,0
2009,noviembre,cuarto,ciudad real,castilla la mancha,1
2009,diciembre,cuarto,ciudad real,castilla la mancha,1
2010,enero,primero,ciudad real,castilla la mancha,1
2010,febrero,primero,ciudad real,castilla la mancha,1
2010,marzo,primero,ciudad real,castilla la mancha,1
2010,abril,segundo,ciudad real,castilla la mancha,1
2010,mayo,segundo,ciudad real,castilla la mancha,3
2010,junio,segundo,ciudad real,castilla la mancha,4
2010,julio,tercero,ciudad real,castilla la mancha,4
2010,agosto,tercero,ciudad real,castilla la mancha,5
2010,septiembre,tercero,ciudad real,castilla la mancha,5
2010,octubre,cuarto,ciudad real,castilla la mancha,6
2010,noviembre,cuarto,ciudad real,castilla la mancha,6
2010,diciembre,cuarto,ciudad real,castilla la mancha,8
2011,enero,primero,ciudad real,castilla la mancha,10
2011,febrero,primero,ciudad real,castilla la mancha,11
2011,marzo,primero,ciudad real,castilla la mancha,12
2011,abril,segundo,ciudad real,castilla la mancha,14
2011,mayo,segundo,ciudad real,castilla la mancha,15
2011,junio,segundo,ciudad real,castilla la mancha,15
2011,julio,tercero,ciudad real,castilla la mancha,15
2011,agosto,tercero,ciudad real,castilla la mancha,15
2011,septiembre,tercero,ciudad real,castilla la mancha,15
2011,octubre,cuarto,ciudad real,castilla la mancha,15
2011,noviembre,cuarto,ciudad real,castilla la mancha,15
2011,diciembre,cuarto,ciudad real,castilla la mancha,17
2012,enero,primero,ciudad real,castilla la mancha,17
2012,febrero,primero,ciudad real,castilla la mancha,18
2012,marzo,primero,ciudad real,castilla la mancha,19
2012,abril,segundo,ciudad real,castilla la mancha,20
2012,mayo,segundo,ciudad real,castilla la mancha,21
2012,junio,segundo,ciudad real,castilla la mancha,21
2012,julio,tercero,ciudad real,castilla la mancha,21
2012,agosto,tercero,ciudad real,castilla la mancha,21
2012,septiembre,tercero,ciudad real,castilla la mancha,22
2012,octubre,cuarto,ciudad real,castilla la mancha,22
2012,noviembre,cuarto,ciudad real,castilla la mancha,22
2012,diciembre,cuarto,ciudad real,castilla la mancha,22
2013,enero,primero,ciudad real,castilla la mancha,22
2013,febrero,primero,ciudad real,castilla la mancha,24
2013,marzo,primero,ciudad real,castilla la mancha,24
2013,abril,segundo,ciudad real,castilla la mancha,24
2013,mayo,segundo,ciudad real,castilla la mancha,24
2013,junio,segundo,ciudad real,castilla la mancha,24
2013,julio,tercero,ciudad real,castilla la mancha,24
2013,agosto,tercero,ciudad real,castilla la mancha,25
2013,septiembre,tercero,ciudad real,castilla la mancha,25
2013,octubre,cuarto,ciudad real,castilla la mancha,26
2013,noviembre,cuarto,ciudad real,castilla la mancha,27
2013,diciembre,cuarto,ciudad real,castilla la mancha,28
2014,enero,primero,ciudad real,castilla la mancha,28
2014,febrero,primero,ciudad real,castilla la mancha,29
2014,marzo,primero,ciudad real,castilla la mancha,30
2014,abril,segundo,ciudad real,castilla la mancha,31
2014,mayo,segundo,ciudad real,castilla la mancha,33
2014,junio,segundo,ciudad real,castilla la mancha,35
2014,julio,tercero,ciudad real,castilla la mancha,36
2014,agosto,tercero,ciudad real,castilla la mancha,37
2014,septiembre,tercero,ciudad real,castilla la mancha,39
2014,octubre,cuarto,ciudad real,castilla la mancha,40
2014,noviembre,cuarto,ciudad real,castilla la mancha,41
2014,diciembre,cuarto,ciudad real,castilla la mancha,41
2015,enero,primero,ciudad real,castilla la mancha,42
2015,febrero,primero,ciudad real,castilla la mancha,42
2015,marzo,primero,ciudad real,castilla la mancha,42
2015,abril,segundo,ciudad real,castilla la mancha,42
2015,mayo,segundo,ciudad real,castilla la mancha,43
2015,junio,segundo,ciudad real,castilla la mancha,43
2015,julio,tercero,ciudad real,castilla la mancha,44
2015,agosto,tercero,ciudad real,castilla la mancha,44
2015,septiembre,tercero,ciudad real,castilla la mancha,44
2015,octubre,cuarto,ciudad real,castilla la mancha,44
2015,noviembre,cuarto,ciudad real,castilla la mancha,45
2015,diciembre,cuarto,ciudad real,castilla la mancha,46
2016,enero,primero,ciudad real,castilla la mancha,47
2016,febrero,primero,ciudad real,castilla la mancha,48
2016,marzo,primero,ciudad real,castilla la mancha,48
2016,abril,segundo,ciudad real,castilla la mancha,49
2016,mayo,segundo,ciudad real,castilla la mancha,49
2016,junio,segundo,ciudad real,castilla la mancha,49
2016,julio,tercero,ciudad real,castilla la mancha,49
2016,agosto,tercero,ciudad real,castilla la mancha,50
2016,septiembre,tercero,ciudad real,castilla la mancha,51
2016,octubre,cuarto,ciudad real,castilla la mancha,53
2016,noviembre,cuarto,ciudad real,castilla la mancha,56
2016,diciembre,cuarto,ciudad real,castilla la mancha,58
2017,enero,primero,ciudad real,castilla la mancha,58
2017,febrero,primero,ciudad real,castilla la mancha,58
2017,marzo,primero,ciudad real,castilla la mancha,60
2017,abril,segundo,ciudad real,castilla la mancha,62
2017,mayo,segundo,ciudad real,castilla la mancha,67
2017,junio,segundo,ciudad real,castilla la mancha,69
2017,julio,tercero,ciudad real,castilla la mancha,73
2017,agosto,tercero,ciudad real,castilla la mancha,78
2017,septiembre,tercero,ciudad real,castilla la mancha,80
2017,octubre,cuarto,ciudad real,castilla la mancha,82
2017,noviembre,cuarto,ciudad real,castilla la mancha,82
2017,diciembre,cuarto,ciudad real,castilla la mancha,83
2018,enero,primero,ciudad real,castilla la mancha,83
2018,febrero,primero,ciudad real,castilla la mancha,84
2018,marzo,primero,ciudad real,castilla la mancha,85
2018,abril,segundo,ciudad real,castilla la mancha,87
2018,mayo,segundo,ciudad real,castilla la mancha,89
2018,junio,segundo,ciudad real,castilla la mancha,90
2018,julio,tercero,ciudad real,castilla la mancha,96
2018,agosto,tercero,ciudad real,castilla la mancha,98
2018,septiembre,tercero,ciudad real,castilla la mancha,100
2018,octubre,cuarto,ciudad real,castilla la mancha,104
2018,noviembre,cuarto,ciudad real,castilla la mancha,105
2018,diciembre,cuarto,ciudad real,castilla la mancha,108
2019,enero,primero,ciudad real,castilla la mancha,110
2019,febrero,primero,ciudad real,castilla la mancha,111
2019,marzo,primero,ciudad real,castilla la mancha,112
2019,abril,segundo,ciudad real,castilla la mancha,112
2019,mayo,segundo,ciudad real,castilla la mancha,114
2019,junio,segundo,ciudad real,castilla la mancha,118
2019,julio,tercero,ciudad real,castilla la mancha,122
2019,agosto,tercero,ciudad real,castilla la mancha,125
2019,septiembre,tercero,ciudad real,castilla la mancha,127
2019,octubre,cuarto,ciudad real,castilla la mancha,131
2019,noviembre,cuarto,ciudad real,castilla la mancha,132
2019,diciembre,cuarto,ciudad real,castilla la mancha,133
2020,enero,primero,ciudad real,castilla la mancha,135
2020,febrero,primero,ciudad real,castilla la mancha,137
2020,marzo,primero,ciudad real,castilla la mancha,141
2020,abril,segundo,ciudad real,castilla la mancha,142
2020,mayo,segundo,ciudad real,castilla la mancha,145
2020,junio,segundo,ciudad real,castilla la mancha,148
2020,julio,tercero,ciudad real,castilla la mancha,151
2020,agosto,tercero,ciudad real,castilla la mancha,155
2020,septiembre,tercero,ciudad real,castilla la mancha,158
2020,octubre,cuarto,ciudad real,castilla la mancha,159
2020,noviembre,cuarto,ciudad real,castilla la mancha,161
2020,diciembre,cuarto,ciudad real,castilla la mancha,165
2021,enero,primero,ciudad real,castilla la mancha,171
2021,febrero,primero,ciudad real,castilla la mancha,177
2021,marzo,primero,ciudad real,castilla la mancha,179
2021,abril,segundo,ciudad real,castilla la mancha,181
2021,mayo,segundo,ciudad real,castilla la mancha,186
2021,junio,segundo,ciudad real,castilla la mancha,187
2021,julio,tercero,ciudad real,castilla la mancha,188
2021,agosto,tercero,ciudad real,castilla la mancha,192
2021,septiembre,tercero,ciudad real,castilla la mancha,195
2021,octubre,cuarto,ciudad real,castilla la mancha,196
2021,noviembre,cuarto,ciudad real,castilla la mancha,199
2021,diciembre,cuarto,ciudad real,castilla la mancha,202
2022,enero,primero,ciudad real,castilla la mancha,206
2022,febrero,primero,ciudad real,castilla la mancha,208
2022,marzo,primero,ciudad real,castilla la mancha,213
2022,abril,segundo,ciudad real,castilla la mancha,215
2022,mayo,segundo,ciudad real,castilla la mancha,219
2022,junio,segundo,ciudad real,castilla la mancha,224
2022,julio,tercero,ciudad real,castilla la mancha,234
2022,agosto,tercero,ciudad real,castilla la mancha,240
2022,septiembre,tercero,ciudad real,castilla la mancha,244
2022,octubre,cuarto,ciudad real,castilla la mancha,248
2022,noviembre,cuarto,ciudad real,castilla la mancha,254
2022,diciembre,cuarto,ciudad real,castilla la mancha,259
2023,enero,primero,ciudad real,castilla la mancha,272
2023,febrero,primero,ciudad real,castilla la mancha,283
2023,marzo,primero,ciudad real,castilla la mancha,294
2023,abril,segundo,ciudad real,castilla la mancha,302
2023,mayo,segundo,ciudad real,castilla la mancha,313
2023,junio,segundo,ciudad real,castilla la mancha,323
2023,julio,tercero,ciudad real,castilla la mancha,338
2023,agosto,tercero,ciudad real,castilla la mancha,344
2023,septiembre,tercero,ciudad real,castilla la mancha,348
2009,agosto,tercero,cuenca,castilla la mancha,0
2009,septiembre,tercero,cuenca,castilla la mancha,0
2009,octubre,cuarto,cuenca,castilla la mancha,0
2009,noviembre,cuarto,cuenca,castilla la mancha,0
2009,diciembre,cuarto,cuenca,castilla la mancha,0
2010,enero,primero,cuenca,castilla la mancha,1
2010,febrero,primero,cuenca,castilla la mancha,1
2010,marzo,primero,cuenca,castilla la mancha,1
2010,abril,segundo,cuenca,castilla la mancha,1
2010,mayo,segundo,cuenca,castilla la mancha,1
2010,junio,segundo,cuenca,castilla la mancha,1
2010,julio,tercero,cuenca,castilla la mancha,1
2010,agosto,tercero,cuenca,castilla la mancha,2
2010,septiembre,tercero,cuenca,castilla la mancha,2
2010,octubre,cuarto,cuenca,castilla la mancha,2
2010,noviembre,cuarto,cuenca,castilla la mancha,2
2010,diciembre,cuarto,cuenca,castilla la mancha,2
2011,enero,primero,cuenca,castilla la mancha,2
2011,febrero,primero,cuenca,castilla la mancha,2
2011,marzo,primero,cuenca,castilla la mancha,2
2011,abril,segundo,cuenca,castilla la mancha,2
2011,mayo,segundo,cuenca,castilla la mancha,2
2011,junio,segundo,cuenca,castilla la mancha,2
2011,julio,tercero,cuenca,castilla la mancha,2
2011,agosto,tercero,cuenca,castilla la mancha,2
2011,septiembre,tercero,cuenca,castilla la mancha,2
2011,octubre,cuarto,cuenca,castilla la mancha,2
2011,noviembre,cuarto,cuenca,castilla la mancha,2
2011,diciembre,cuarto,cuenca,castilla la mancha,2
2012,enero,primero,cuenca,castilla la mancha,2
2012,febrero,primero,cuenca,castilla la mancha,2
2012,marzo,primero,cuenca,castilla la mancha,2
2012,abril,segundo,cuenca,castilla la mancha,2
2012,mayo,segundo,cuenca,castilla la mancha,2
2012,junio,segundo,cuenca,castilla la mancha,2
2012,julio,tercero,cuenca,castilla la mancha,2
2012,agosto,tercero,cuenca,castilla la mancha,2
2012,septiembre,tercero,cuenca,castilla la mancha,2
2012,octubre,cuarto,cuenca,castilla la mancha,2
2012,noviembre,cuarto,cuenca,castilla la mancha,2
2012,diciembre,cuarto,cuenca,castilla la mancha,2
2013,enero,primero,cuenca,castilla la mancha,2
2013,febrero,primero,cuenca,castilla la mancha,2
2013,marzo,primero,cuenca,castilla la mancha,2
2013,abril,segundo,cuenca,castilla la mancha,2
2013,mayo,segundo,cuenca,castilla la mancha,2
2013,junio,segundo,cuenca,castilla la mancha,2
2013,julio,tercero,cuenca,castilla la mancha,2
2013,agosto,tercero,cuenca,castilla la mancha,2
2013,septiembre,tercero,cuenca,castilla la mancha,2
2013,octubre,cuarto,cuenca,castilla la mancha,2
2013,noviembre,cuarto,cuenca,castilla la mancha,2
2013,diciembre,cuarto,cuenca,castilla la mancha,2
2014,enero,primero,cuenca,castilla la mancha,2
2014,febrero,primero,cuenca,castilla la mancha,2
2014,marzo,primero,cuenca,castilla la mancha,2
2014,abril,segundo,cuenca,castilla la mancha,2
2014,mayo,segundo,cuenca,castilla la mancha,2
2014,junio,segundo,cuenca,castilla la mancha,2
2014,julio,tercero,cuenca,castilla la mancha,2
2014,agosto,tercero,cuenca,castilla la mancha,2
2014,septiembre,tercero,cuenca,castilla la mancha,2
2014,octubre,cuarto,cuenca,castilla la mancha,2
2014,noviembre,cuarto,cuenca,castilla la mancha,2
2014,diciembre,cuarto,cuenca,castilla la mancha,2
2015,enero,primero,cuenca,castilla la mancha,2
2015,febrero,primero,cuenca,castilla la mancha,2
2015,marzo,primero,cuenca,castilla la mancha,2
