año,mes,trimestre,provincia,comunidad,total_dispositivos
2014,febrero,primero,cantabria,cantabria,64
2014,marzo,primero,cantabria,cantabria,64
2014,abril,segundo,cantabria,cantabria,66
2014,mayo,segundo,cantabria,cantabria,66
2014,junio,segundo,cantabria,cantabria,67
2014,julio,tercero,cantabria,cantabria,68
2014,agosto,tercero,cantabria,cantabria,70
2014,septiembre,tercero,cantabria,cantabria,72
2014,octubre,cuarto,cantabria,cantabria,74
2014,noviembre,cuarto,cantabria,cantabria,77
2014,diciembre,cuarto,cantabria,cantabria,77
2015,enero,primero,cantabria,cantabria,77
2015,febrero,primero,cantabria,cantabria,77
2015,marzo,primero,cantabria,cantabria,77
2015,abril,segundo,cantabria,cantabria,77
2015,mayo,segundo,cantabria,cantabria,78
2015,junio,segundo,cantabria,cantabria,78
2015,julio,tercero,cantabria,cantabria,81
2015,agosto,tercero,cantabria,cantabria,82
2015,septiembre,tercero,cantabria,cantabria,82
2015,octubre,cuarto,cantabria,cantabria,85
2015,noviembre,cuarto,cantabria,cantabria,86
2015,diciembre,cuarto,cantabria,cantabria,87
2016,enero,primero,cantabria,cantabria,88
2016,febrero,primero,cantabria,cantabria,89
2016,marzo,primero,cantabria,cantabria,89
2016,abril,segundo,cantabria,cantabria,90
2016,mayo,segundo,cantabria,cantabria,90
2016,junio,segundo,cantabria,cantabria,91
2016,julio,tercero,cantabria,cantabria,94
2016,agosto,tercero,cantabria,cantabria,95
2016,septiembre,tercero,cantabria,cantabria,97
2016,octubre,cuarto,cantabria,cantabria,97
2016,noviembre,cuarto,cantabria,cantabria,99
2016,diciembre,cuarto,cantabria,cantabria,102
2017,enero,primero,cantabria,cantabria,102
2017,febrero,primero,cantabria,cantabria,104
2017,marzo,primero,cantabria,cantabria,105
2017,abril,segundo,cantabria,cantabria,106
2017,mayo,segundo,cantabria,cantabria,107
2017,junio,segundo,cantabria,cantabria,110
2017,julio,tercero,cantabria,cantabria,114
2017,agosto,tercero,cantabria,cantabria,116
2017,septiembre,tercero,cantabria,cantabria,119
2017,octubre,cuarto,cantabria,cantabria,120
2017,noviembre,cuarto,cantabria,cantabria,123
2017,diciembre,cuarto,cantabria,cantabria,125
2018,enero,primero,cantabria,cantabria,126
2018,febrero,primero,cantabria,cantabria,127
2018,marzo,primero,cantabria,cantabria,128
2018,abril,segundo,cantabria,cantabria,132
2018,mayo,segundo,cantabria,cantabria,135
2018,junio,segundo,cantabria,cantabria,137
2018,julio,tercero,cantabria,cantabria,138
2018,agosto,tercero,cantabria,cantabria,140
2018,septiembre,tercero,cantabria,cantabria,141
2018,octubre,cuarto,cantabria,cantabria,143
2018,noviembre,cuarto,cantabria,cantabria,144
2018,diciembre,cuarto,cantabria,cantabria,145
2019,enero,primero,cantabria,cantabria,147
2019,febrero,primero,cantabria,cantabria,148
2019,marzo,primero,cantabria,cantabria,152
2019,abril,segundo,cantabria,cantabria,153
2019,mayo,segundo,cantabria,cantabria,153
2019,junio,segundo,cantabria,cantabria,153
2019,julio,tercero,cantabria,cantabria,155
2019,agosto,tercero,cantabria,cantabria,157
2019,septiembre,tercero,cantabria,cantabria,158
2019,octubre,cuarto,cantabria,cantabria,158
2019,noviembre,cuarto,cantabria,cantabria,158
2019,diciembre,cuarto,cantabria,cantabria,160
2020,enero,primero,cantabria,cantabria,163
2020,febrero,primero,cantabria,cantabria,166
2020,marzo,primero,cantabria,cantabria,167
2020,abril,segundo,cantabria,cantabria,168
2020,mayo,segundo,cantabria,cantabria,168
2020,junio,segundo,cantabria,cantabria,169
2020,julio,tercero,cantabria,cantabria,173
2020,agosto,tercero,cantabria,cantabria,173
2020,septiembre,tercero,cantabria,cantabria,176
2020,octubre,cuarto,cantabria,cantabria,177
2020,noviembre,cuarto,cantabria,cantabria,177
2020,diciembre,cuarto,cantabria,cantabria,179
2021,enero,primero,cantabria,cantabria,179
2021,febrero,primero,cantabria,cantabria,179
2021,marzo,primero,cantabria,cantabria,180
2021,abril,segundo,cantabria,cantabria,183
2021,mayo,segundo,cantabria,cantabria,184
2021,junio,segundo,cantabria,cantabria,185
2021,julio,tercero,cantabria,cantabria,190
2021,agosto,tercero,cantabria,cantabria,193
2021,septiembre,tercero,cantabria,cantabria,194
2021,octubre,cuarto,cantabria,cantabria,198
2021,noviembre,cuarto,cantabria,cantabria,202
2021,diciembre,cuarto,cantabria,cantabria,207
2022,enero,primero,cantabria,cantabria,208
2022,febrero,primero,cantabria,cantabria,212
2022,marzo,primero,cantabria,cantabria,217
2022,abril,segundo,cantabria,cantabria,219
2022,mayo,segundo,cantabria,cantabria,219
2022,junio,segundo,cantabria,cantabria,219
2022,julio,tercero,cantabria,cantabria,225
2022,agosto,tercero,cantabria,cantabria,226
2022,septiembre,tercero,cantabria,cantabria,229
2022,octubre,cuarto,cantabria,cantabria,230
2022,noviembre,cuarto,cantabria,cantabria,231
2022,diciembre,cuarto,cantabria,cantabria,234
2023,enero,primero,cantabria,cantabria,238
2023,febrero,primero,cantabria,cantabria,248
2023,marzo,primero,cantabria,cantabria,257
2023,abril,segundo,cantabria,cantabria,267
2023,mayo,segundo,cantabria,cantabria,270
2023,junio,segundo,cantabria,cantabria,279
2023,julio,tercero,cantabria,cantabria,285
2023,agosto,tercero,cantabria,cantabria,293
2023,septiembre,tercero,cantabria,cantabria,298
2009,agosto,tercero,avila,castilla y leon,0
2009,septiembre,tercero,avila,castilla y leon,0
2009,octubre,cuarto,avila,castilla y leon,0
2009,noviembre,cuarto,avila,castilla y leon,0
2009,diciembre,cuarto,avila,castilla y leon,0
2010,enero,primero,avila,castilla y leon,0
2010,febrero,primero,avila,castilla y leon,0
2010,marzo,primero,avila,castilla y leon,0
2010,abril,segundo,avila,castilla y leon,0
2010,mayo,segundo,avila,castilla y leon,0
2010,junio,segundo,avila,castilla y leon,0
2010,julio,tercero,avila,castilla y leon,1
2010,agosto,tercero,avila,castilla y leon,1
2010,septiembre,tercero,avila,castilla y leon,1
2010,octubre,cuarto,avila,castilla y leon,1
2010,noviembre,cuarto,avila,castilla y leon,1
2010,diciembre,cuarto,avila,castilla y leon,1
2011,enero,primero,avila,castilla y leon,1
2011,febrero,primero,avila,castilla y leon,1
2011,marzo,primero,avila,castilla y leon,2
2011,abril,segundo,avila,castilla y leon,2
2011,mayo,segundo,avila,castilla y leon,2
2011,junio,segundo,avila,castilla y leon,3
2011,julio,tercero,avila,castilla y leon,3
2011,agosto,tercero,avila,castilla y leon,3
2011,septiembre,tercero,avila,castilla y leon,3
2011,octubre,cuarto,avila,castilla y leon,3
2011,noviembre,cuarto,avila,castilla y leon,3
2011,diciembre,cuarto,avila,castilla y leon,3
2012,enero,primero,avila,castilla y leon,3
2012,febrero,primero,avila,castilla y leon,3
2012,marzo,primero,avila,castilla y leon,3
2012,abril,segundo,avila,castilla y leon,3
2012,mayo,segundo,avila,castilla y leon,3
2012,junio,segundo,avila,castilla y leon,3
2012,julio,tercero,avila,castilla y leon,3
2012,agosto,tercero,avila,castilla y leon,3
2012,septiembre,tercero,avila,castilla y leon,4
2012,octubre,cuarto,avila,castilla y leon,4
2012,noviembre,cuarto,avila,castilla y leon,4
2012,diciembre,cuarto,avila,castilla y leon,4
2013,enero,primero,avila,castilla y leon,4
2013,febrero,primero,avila,castilla y leon,4
2013,marzo,primero,avila,castilla y leon,4
2013,abril,segundo,avila,castilla y leon,4
2013,mayo,segundo,avila,castilla y leon,4
2013,junio,segundo,avila,castilla y leon,4
2013,julio,tercero,avila,castilla y leon,4
2013,agosto,tercero,avila,castilla y leon,4
2013,septiembre,tercero,avila,castilla y leon,4
2013,octubre,cuarto,avila,castilla y leon,4
2013,noviembre,cuarto,avila,castilla y leon,5
2013,diciembre,cuarto,avila,castilla y leon,5
2014,enero,primero,avila,castilla y leon,5
2014,febrero,primero,avila,castilla y leon,5
2014,marzo,primero,avila,castilla y leon,5
2014,abril,segundo,avila,castilla y leon,5
2014,mayo,segundo,avila,castilla y leon,5
2014,junio,segundo,avila,castilla y leon,5
2014,julio,tercero,avila,castilla y leon,5
2014,agosto,tercero,avila,castilla y leon,5
2014,septiembre,tercero,avila,castilla y leon,5
2014,octubre,cuarto,avila,castilla y leon,5
2014,noviembre,cuarto,avila,castilla y leon,5
2014,diciembre,cuarto,avila,castilla y leon,5
2015,enero,primero,avila,castilla y leon,5
2015,febrero,primero,avila,castilla y leon,5
2015,marzo,primero,avila,castilla y leon,5
2015,abril,segundo,avila,castilla y leon,6
2015,mayo,segundo,avila,castilla y leon,6
2015,junio,segundo,avila,castilla y leon,6
2015,julio,tercero,avila,castilla y leon,6
2015,agosto,tercero,avila,castilla y leon,6
2015,septiembre,tercero,avila,castilla y leon,6
2015,octubre,cuarto,avila,castilla y leon,6
2015,noviembre,cuarto,avila,castilla y leon,7
2015,diciembre,cuarto,avila,castilla y leon,7
2016,enero,primero,avila,castilla y leon,7
2016,febrero,primero,avila,castilla y leon,7
2016,marzo,primero,avila,castilla y leon,7
2016,abril,segundo,avila,castilla y leon,8
2016,mayo,segundo,avila,castilla y leon,8
2016,junio,segundo,avila,castilla y leon,8
2016,julio,tercero,avila,castilla y leon,8
2016,agosto,tercero,avila,castilla y leon,8
2016,septiembre,tercero,avila,castilla y leon,8
2016,octubre,cuarto,avila,castilla y leon,8
2016,noviembre,cuarto,avila,castilla y leon,8
2016,diciembre,cuarto,avila,castilla y leon,9
2017,enero,primero,avila,castilla y leon,9
2017,febrero,primero,avila,castilla y leon,10
2017,marzo,primero,avila,castilla y leon,10
2017,abril,segundo,avila,castilla y leon,12
2017,mayo,segundo,avila,castilla y leon,12
2017,junio,segundo,avila,castilla y leon,12
2017,julio,tercero,avila,castilla y leon,13
2017,agosto,tercero,avila,castilla y leon,13
2017,septiembre,tercero,avila,castilla y leon,13
2017,octubre,cuarto,avila,castilla y leon,13
2017,noviembre,cuarto,avila,castilla y leon,13
2017,diciembre,cuarto,avila,castilla y leon,13
2018,enero,primero,avila,castilla y leon,14
2018,febrero,primero,avila,castilla y leon,14
2018,marzo,primero,avila,castilla y leon,15
2018,abril,segundo,avila,castilla y leon,16
2018,mayo,segundo,avila,castilla y leon,16
2018,junio,segundo,avila,castilla y leon,18
2018,julio,tercero,avila,castilla y leon,18
2018,agosto,tercero,avila,castilla y leon,21
2018,septiembre,tercero,avila,castilla y leon,22
2018,octubre,cuarto,avila,castilla y leon,23
2018,noviembre,cuarto,avila,castilla y leon,23
2018,diciembre,cuarto,avila,castilla y leon,24
2019,enero,primero,avila,castilla y leon,24
2019,febrero,primero,avila,castilla y leon,24
2019,marzo,primero,avila,castilla y leon,25
2019,abril,segundo,avila,castilla y leon,25
2019,mayo,segundo,avila,castilla y leon,27
2019,junio,segundo,avila,castilla y leon,29
2019,julio,tercero,avila,castilla y leon,29
2019,agosto,tercero,avila,castilla y leon,29
2019,septiembre,tercero,avila,castilla y leon,29
2019,octubre,cuarto,avila,castilla y leon,30
2019,noviembre,cuarto,avila,castilla y leon,30
2019,diciembre,cuarto,avila,castilla y leon,30
2020,enero,primero,avila,castilla y leon,31
2020,febrero,primero,avila,castilla y leon,31
2020,marzo,primero,avila,castilla y leon,32
2020,abril,segundo,avila,castilla y leon,33
2020,mayo,segundo,avila,castilla y leon,33
2020,junio,segundo,avila,castilla y leon,33
2020,julio,tercero,avila,castilla y leon,34
2020,agosto,tercero,avila,castilla y leon,34
2020,septiembre,tercero,avila,castilla y leon,34
2020,octubre,cuarto,avila,castilla y leon,34
2020,noviembre,cuarto,avila,castilla y leon,34
2020,diciembre,cuarto,avila,castilla y leon,34
2021,enero,primero,avila,castilla y leon,34
2021,febrero,primero,avila,castilla y leon,34
2021,marzo,primero,avila,castilla y leon,34
2021,abril,segundo,avila,castilla y leon,35
2021,mayo,segundo,avila,castilla y leon,35
2021,junio,segundo,avila,castilla y leon,35
2021,julio,tercero,avila,castilla y leon,35
2021,agosto,tercero,avila,castilla y leon,35
2021,septiembre,tercero,avila,castilla y leon,35
2021,octubre,cuarto,avila,castilla y leon,35
2021,noviembre,cuarto,avila,castilla y leon,35
2021,diciembre,cuarto,avila,castilla y leon,37
2022,enero,primero,avila,castilla y leon,37
2022,febrero,primero,avila,castilla y leon,37
2022,marzo,primero,avila,castilla y leon,38
2022,abril,segundo,avila,castilla y leon,38
2022,mayo,segundo,avila,castilla y leon,38
2022,junio,segundo,avila,castilla y leon,38
2022,julio,tercero,avila,castilla y leon,39
2022,agosto,tercero,avila,castilla y leon,39
2022,septiembre,tercero,avila,castilla y leon,39
2022,octubre,cuarto,avila,castilla y leon,39
2022,noviembre,cuarto,avila,castilla y leon,39
2022,diciembre,cuarto,avila,castilla y leon,39
2023,enero,primero,avila,castilla y leon,41
2023,febrero,primero,avila,castilla y leon,42
2023,marzo,primero,avila,castilla y leon,42
2023,abril,segundo,avila,castilla y leon,43
2023,mayo,segundo,avila,castilla y leon,43
2023,junio,segundo,avila,castilla y leon,43
2023,julio,tercero,avila,castilla y leon,45
2023,agosto,tercero,avila,castilla y leon,45
2023,septiembre,tercero,avila,castilla y leon,46
2009,agosto,tercero,burgos,castilla y leon,0
2009,septiembre,tercero,burgos,castilla y leon,0
2009,octubre,cuarto,burgos,castilla y leon,0
2009,noviembre,cuarto,burgos,castilla y leon,0
2009,diciembre,cuarto,burgos,castilla y leon,0
2010,enero,primero,burgos,castilla y leon,0
2010,febrero,primero,burgos,castilla y leon,0
2010,marzo,primero,burgos,castilla y leon,0
2010,abril,segundo,burgos,castilla y leon,0
2010,mayo,segundo,burgos,castilla y leon,0
2010,junio,segundo,burgos,castilla y leon,0
2010,julio,tercero,burgos,castilla y leon,0
2010,agosto,tercero,burgos,castilla y leon,0
2010,septiembre,tercero,burgos,castilla y leon,0
2010,octubre,cuarto,burgos,castilla y leon,0
2010,noviembre,cuarto,burgos,castilla y leon,1
2010,diciembre,cuarto,burgos,castilla y leon,1
2011,enero,primero,burgos,castilla y leon,1
2011,febrero,primero,burgos,castilla y leon,1
2011,marzo,primero,burgos,castilla y leon,1
2011,abril,segundo,burgos,castilla y leon,1
2011,mayo,segundo,burgos,castilla y leon,1
2011,junio,segundo,burgos,castilla y leon,1
2011,julio,tercero,burgos,castilla y leon,1
2011,agosto,tercero,burgos,castilla y leon,1
2011,septiembre,tercero,burgos,castilla y leon,1
2011,octubre,cuarto,burgos,castilla y leon,1
2011,noviembre,cuarto,burgos,castilla y leon,1
2011,diciembre,cuarto,burgos,castilla y leon,1
2012,enero,primero,burgos,castilla y leon,1
2012,febrero,primero,burgos,castilla y leon,1
2012,marzo,primero,burgos,castilla y leon,1
2012,abril,segundo,burgos,castilla y leon,1
2012,mayo,segundo,burgos,castilla y leon,1
2012,junio,segundo,burgos,castilla y leon,1
2012,julio,tercero,burgos,castilla y leon,2
2012,agosto,tercero,burgos,castilla y leon,2
2012,septiembre,tercero,burgos,castilla y leon,2
2012,octubre,cuarto,burgos,castilla y leon,2
2012,noviembre,cuarto,burgos,castilla y leon,2
2012,diciembre,cuarto,burgos,castilla y leon,2
2013,enero,primero,burgos,castilla y leon,2
2013,febrero,primero,burgos,castilla y leon,2
2013,marzo,primero,burgos,castilla y leon,2
2013,abril,segundo,burgos,castilla y leon,2
2013,mayo,segundo,burgos,castilla y leon,2
2013,junio,segundo,burgos,castilla y leon,2
2013,julio,tercero,burgos,castilla y leon,2
2013,agosto,tercero,burgos,castilla y leon,2
2013,septiembre,tercero,burgos,castilla y leon,2
2013,octubre,cuarto,burgos,castilla y leon,2
2013,noviembre,cuarto,burgos,castilla y leon,2
2013,diciembre,cuarto,burgos,castilla y leon,2
2014,enero,primero,burgos,castilla y leon,2
2014,febrero,primero,burgos,castilla y leon,2
2014,marzo,primero,burgos,castilla y leon,2
2014,abril,segundo,burgos,castilla y leon,2
2014,mayo,segundo,burgos,castilla y leon,2
2014,junio,segundo,burgos,castilla y leon,2
2014,julio,tercero,burgos,castilla y leon,2
2014,agosto,tercero,burgos,castilla y leon,2
2014,septiembre,tercero,burgos,castilla y leon,2
2014,octubre,cuarto,burgos,castilla y leon,2
2014,noviembre,cuarto,burgos,castilla y leon,2
2014,diciembre,cuarto,burgos,castilla y leon,2
2015,enero,primero,burgos,castilla y leon,2
2015,febrero,primero,burgos,castilla y leon,2
2015,marzo,primero,burgos,castilla y leon,2
2015,abril,segundo,burgos,castilla y leon,2
2015,mayo,segundo,burgos,castilla y leon,2
2015,junio,segundo,burgos,castilla y leon,2
2015,julio,tercero,burgos,castilla y leon,3
2015,agosto,tercero,burgos,castilla y leon,3
2015,septiembre,tercero,burgos,castilla y leon,4
2015,octubre,cuarto,burgos,castilla y leon,4
2015,noviembre,cuarto,burgos,castilla y leon,4
2015,diciembre,cuarto,burgos,castilla y leon,4
2016,enero,primero,burgos,castilla y leon,4
2016,febrero,primero,burgos,castilla y leon,4
2016,marzo,primero,burgos,castilla y leon,5
2016,abril,segundo,burgos,castilla y leon,5
2016,mayo,segundo,burgos,castilla y leon,5
2016,junio,segundo,burgos,castilla y leon,5
2016,julio,tercero,burgos,castilla y leon,5
2016,agosto,tercero,burgos,castilla y leon,5
2016,septiembre,tercero,burgos,castilla y leon,5
2016,octubre,cuarto,burgos,castilla y leon,5
2016,noviembre,cuarto,burgos,castilla y leon,5
2016,diciembre,cuarto,burgos,castilla y leon,5
2017,enero,primero,burgos,castilla y leon,5
2017,febrero,primero,burgos,castilla y leon,6
2017,marzo,primero,burgos,castilla y leon,6
2017,abril,segundo,burgos,castilla y leon,6
2017,mayo,segundo,burgos,castilla y leon,6
2017,junio,segundo,burgos,castilla y leon,6
2017,julio,tercero,burgos,castilla y leon,7
2017,agosto,tercero,burgos,castilla y leon,7
2017,septiembre,tercero,burgos,castilla y leon,8
2017,octubre,cuarto,burgos,castilla y leon,8
2017,noviembre,cuarto,burgos,castilla y leon,8
2017,diciembre,cuarto,burgos,castilla y leon,8
2018,enero,primero,burgos,castilla y leon,8
2018,febrero,primero,burgos,castilla y leon,9
2018,marzo,primero,burgos,castilla y leon,9
2018,abril,segundo,burgos,castilla y leon,9
2018,mayo,segundo,burgos,castilla y leon,9
2018,junio,segundo,burgos,castilla y leon,9
2018,julio,tercero,burgos,castilla y leon,9
2018,agosto,tercero,burgos,castilla y leon,9
2018,septiembre,tercero,burgos,castilla y leon,9
2018,octubre,cuarto,burgos,castilla y leon,9
2018,noviembre,cuarto,burgos,castilla y leon,9
2018,diciembre,cuarto,burgos,castilla y leon,9
2019,enero,primero,burgos,castilla y leon,9
2019,febrero,primero,burgos,castilla y leon,10
2019,marzo,primero,burgos,castilla y leon,11
2019,abril,segundo,burgos,castilla y leon,12
2019,mayo,segundo,burgos,castilla y leon,12
2019,junio,segundo,burgos,castilla y leon,12
2019,julio,tercero,burgos,castilla y leon,12
2019,agosto,tercero,burgos,castilla y leon,12
2019,septiembre,tercero,burgos,castilla y leon,12
2019,octubre,cuarto,burgos,castilla y leon,12
2019,noviembre,cuarto,burgos,castilla y leon,12
2019,diciembre,cuarto,burgos,castilla y leon,12
2020,enero,primero,burgos,castilla y leon,12
2020,febrero,primero,burgos,castilla y leon,13
2020,marzo,primero,burgos,castilla y leon,14
2020,abril,segundo,burgos,castilla y leon,14
2020,mayo,segundo,burgos,castilla y leon,14
2020,junio,segundo,burgos,castilla y leon,14
2020,julio,tercero,burgos,castilla y leon,15
2020,agosto,tercero,burgos,castilla y leon,15
2020,septiembre,tercero,burgos,castilla y leon,16
2020,octubre,cuarto,burgos,castilla y leon,17
2020,noviembre,cuarto,burgos,castilla y leon,17
2020,diciembre,cuarto,burgos,castilla y leon,18
2021,enero,primero,burgos,castilla y leon,19
2021,febrero,primero,burgos,castilla y leon,19
2021,marzo,primero,burgos,castilla y leon,19
2021,abril,segundo,burgos,castilla y leon,19
2021,mayo,segundo,burgos,castilla y leon,20
2021,junio,segundo,burgos,castilla y leon,20
2021,julio,tercero,burgos,castilla y leon,20
2021,agosto,tercero,burgos,castilla y leon,20
2021,septiembre,tercero,burgos,castilla y leon,21
2021,octubre,cuarto,burgos,castilla y leon,23
2021,noviembre,cuarto,burgos,castilla y leon,23
2021,diciembre,cuarto,burgos,castilla y leon,23
2022,enero,primero,burgos,castilla y leon,23
2022,febrero,primero,burgos,castilla y leon,24
2022,marzo,primero,burgos,castilla y leon,24
2022,abril,segundo,burgos,castilla y leon,24
2022,mayo,segundo,burgos,castilla y leon,27
2022,junio,segundo,burgos,castilla y leon,27
2022,julio,tercero,burgos,castilla y leon,27
2022,agosto,tercero,burgos,castilla y leon,27
2022,septiembre,tercero,burgos,castilla y leon,27
2022,octubre,cuarto,burgos,castilla y leon,27
2022,noviembre,cuarto,burgos,castilla y leon,27
2022,diciembre,cuarto,burgos,castilla y leon,28
2023,enero,primero,burgos,castilla y leon,28
2023,febrero,primero,burgos,castilla y leon,28
2023,marzo,primero,burgos,castilla y leon,28
2023,abril,segundo,burgos,castilla y leon,28
2023,mayo,segundo,burgos,castilla y leon,28
2023,junio,segundo,burgos,castilla y leon,29
2023,julio,tercero,burgos,castilla y leon,29
2023,agosto,tercero,burgos,castilla y leon,29
2023,septiembre,tercero,burgos,castilla y leon,29
2009,agosto,tercero,leon,castilla y leon,0
2009,septiembre,tercero,leon,castilla y leon,0
2009,octubre,cuarto,leon,castilla y leon,0
2009,noviembre,cuarto,leon,castilla y leon,0
2009,diciembre,cuarto,leon,castilla y leon,0
2010,enero,primero,leon,castilla y leon,0
2010,febrero,primero,leon,castilla y leon,0
2010,marzo,primero,leon,castilla y leon,0
2010,abril,segundo,leon,castilla y leon,1
2010,mayo,segundo,leon,castilla y leon,1
2010,junio,segundo,leon,castilla y leon,1
2010,julio,tercero,leon,castilla y leon,1
2010,agosto,tercero,leon,castilla y leon,2
2010,septiembre,tercero,leon,castilla y leon,2
2010,octubre,cuarto,leon,castilla y leon,2
2010,noviembre,cuarto,leon,castilla y leon,2
2010,diciembre,cuarto,leon,castilla y leon,2
2011,enero,primero,leon,castilla y leon,2
2011,febrero,primero,leon,castilla y leon,2
2011,marzo,primero,leon,castilla y leon,2
2011,abril,segundo,leon,castilla y leon,2
2011,mayo,segundo,leon,castilla y leon,2
2011,junio,segundo,leon,castilla y leon,2
2011,julio,tercero,leon,castilla y leon,3
2011,agosto,tercero,leon,castilla y leon,3
2011,septiembre,tercero,leon,castilla y leon,3
2011,octubre,cuarto,leon,castilla y leon,3
2011,noviembre,cuarto,leon,castilla y leon,3
2011,diciembre,cuarto,leon,castilla y leon,3
2012,enero,primero,leon,castilla y leon,3
2012,febrero,primero,leon,castilla y leon,3
2012,marzo,primero,leon,castilla y leon,3
2012,abril,segundo,leon,castilla y leon,4
2012,mayo,segundo,leon,castilla y leon,4
2012,junio,segundo,leon,castilla y leon,4
2012,julio,tercero,leon,castilla y leon,4
2012,agosto,tercero,leon,castilla y leon,4
2012,septiembre,tercero,leon,castilla y leon,4
2012,octubre,cuarto,leon,castilla y leon,4
2012,noviembre,cuarto,leon,castilla y leon,4
2012,diciembre,cuarto,leon,castilla y leon,4
2013,enero,primero,leon,castilla y leon,4
2013,febrero,primero,leon,castilla y leon,5
2013,marzo,primero,leon,castilla y leon,6
2013,abril,segundo,leon,castilla y leon,6
2013,mayo,segundo,leon,castilla y leon,7
2013,junio,segundo,leon,castilla y leon,7
2013,julio,tercero,leon,castilla y leon,7
2013,agosto,tercero,leon,castilla y leon,7
2013,septiembre,tercero,leon,castilla y leon,8
2013,octubre,cuarto,leon,castilla y leon,8
2013,noviembre,cuarto,leon,castilla y leon,9
2013,diciembre,cuarto,leon,castilla y leon,10
2014,enero,primero,leon,castilla y leon,10
2014,febrero,primero,leon,castilla y leon,10
2014,marzo,primero,leon,castilla y leon,12
2014,abril,segundo,leon,castilla y leon,12
2014,mayo,segundo,leon,castilla y leon,12
2014,junio,segundo,leon,castilla y leon,12
2014,julio,tercero,leon,castilla y leon,14
2014,agosto,tercero,leon,castilla y leon,14
2014,septiembre,tercero,leon,castilla y leon,15
2014,octubre,cuarto,leon,castilla y leon,15
2014,noviembre,cuarto,leon,castilla y leon,15
2014,diciembre,cuarto,leon,castilla y leon,16
2015,enero,primero,leon,castilla y leon,16
2015,febrero,primero,leon,castilla y leon,16
2015,marzo,primero,leon,castilla y leon,17
2015,abril,segundo,leon,castilla y leon,17
2015,mayo,segundo,leon,castilla y leon,18
2015,junio,segundo,leon,castilla y leon,18
2015,julio,tercero,leon,castilla y leon,19
2015,agosto,tercero,leon,castilla y leon,20
2015,septiembre,tercero,leon,castilla y leon,21
2015,octubre,cuarto,leon,castilla y leon,22
2015,noviembre,cuarto,leon,castilla y leon,23
2015,diciembre,cuarto,leon,castilla y leon,24
2016,enero,primero,leon,castilla y leon,24
2016,febrero,primero,leon,castilla y leon,24
2016,marzo,primero,leon,castilla y leon,26
2016,abril,segundo,leon,castilla y leon,28
2016,mayo,segundo,leon,castilla y leon,28
2016,junio,segundo,leon,castilla y leon,28
2016,julio,tercero,leon,castilla y leon,29
2016,agosto,tercero,leon,castilla y leon,31
2016,septiembre,tercero,leon,castilla y leon,31
2016,octubre,cuarto,leon,castilla y leon,34
2016,noviembre,cuarto,leon,castilla y leon,34
2016,diciembre,cuarto,leon,castilla y leon,35
2017,enero,primero,leon,castilla y leon,35
2017,febrero,primero,leon,castilla y leon,35
2017,marzo,primero,leon,castilla y leon,35
2017,abril,segundo,leon,castilla y leon,35
2017,mayo,segundo,leon,castilla y leon,36
2017,junio,segundo,leon,castilla y leon,36
2017,julio,tercero,leon,castilla y leon,37
2017,agosto,tercero,leon,castilla y leon,37
2017,septiembre,tercero,leon,castilla y leon,39
2017,octubre,cuarto,leon,castilla y leon,39
2017,noviembre,cuarto,leon,castilla y leon,39
2017,diciembre,cuarto,leon,castilla y leon,40
2018,enero,primero,leon,castilla y leon,41
2018,febrero,primero,leon,castilla y leon,42
2018,marzo,primero,leon,castilla y leon,42
2018,abril,segundo,leon,castilla y leon,44
2018,mayo,segundo,leon,castilla y leon,44
2018,junio,segundo,leon,castilla y leon,44
2018,julio,tercero,leon,castilla y leon,47
2018,agosto,tercero,leon,castilla y leon,48
2018,septiembre,tercero,leon,castilla y leon,48
2018,octubre,cuarto,leon,castilla y leon,49
2018,noviembre,cuarto,leon,castilla y leon,51
2018,diciembre,cuarto,leon,castilla y leon,52
2019,enero,primero,leon,castilla y leon,52
2019,febrero,primero,leon,castilla y leon,52
2019,marzo,primero,leon,castilla y leon,53
2019,abril,segundo,leon,castilla y leon,53
2019,mayo,segundo,leon,castilla y leon,55
2019,junio,segundo,leon,castilla y leon,60
2019,julio,tercero,leon,castilla y leon,62
2019,agosto,tercero,leon,castilla y leon,69
2019,septiembre,tercero,leon,castilla y leon,73
2019,octubre,cuarto,leon,castilla y leon,74
2019,noviembre,cuarto,leon,castilla y leon,76
2019,diciembre,cuarto,leon,castilla y leon,78
2020,enero,primero,leon,castilla y leon,80
2020,febrero,primero,leon,castilla y leon,84
2020,marzo,primero,leon,castilla y leon,86
2020,abril,segundo,leon,castilla y leon,89
2020,mayo,segundo,leon,castilla y leon,90
2020,junio,segundo,leon,castilla y leon,90
2020,julio,tercero,leon,castilla y leon,93
2020,agosto,tercero,leon,castilla y leon,96
2020,septiembre,tercero,leon,castilla y leon,99
2020,octubre,cuarto,leon,castilla y leon,99
2020,noviembre,cuarto,leon,castilla y leon,102
2020,diciembre,cuarto,leon,castilla y leon,105
2021,enero,primero,leon,castilla y leon,106
2021,febrero,primero,leon,castilla y leon,109
2021,marzo,primero,leon,castilla y leon,110
2021,abril,segundo,leon,castilla y leon,113
2021,mayo,segundo,leon,castilla y leon,117
2021,junio,segundo,leon,castilla y leon,120
2021,julio,tercero,leon,castilla y leon,122
2021,agosto,tercero,leon,castilla y leon,125
2021,septiembre,tercero,leon,castilla y leon,127
