año,trimestre,llamante,almeria,cadiz,cordoba,granada,huelva,jaen,malaga,sevilla,huesca,teruel,zaragoza,asturias,illes balears,las palmas,santa cruz de tenerife,cantabria,avila,burgos,leon,palencia,salamanca,segovia,soria,valladolid,zamora,albacete,ciudad real,cuenca,guadalajara,toledo,barcelona,girona,lleida,tarragona,alicante/alacant,castellon/castello,valencia/valencia,badajoz,caceres,a coruna,lugo,ourense,pontevedra,madrid,murcia,navarra,araba/alava,bizkaia,gipuzkoa,la rioja,ceuta,melilla,no consta
2012,primero,desconocido,3.0,4.0,7.0,7.0,4.0,6.0,12.0,16.0,5.0,0.0,6.0,3.0,10.0,9.0,13.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,22.0,0.0,1.0,5.0,17.0,1.0,29.0,10.0,4.0,7.0,2.0,3.0,6.0,96.0,7.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0
2012,segundo,usuaria,125.0,230.0,123.0,247.0,84.0,129.0,407.0,556.0,19.0,7.0,164.0,220.0,258.0,328.0,301.0,133.0,39.0,73.0,92.0,14.0,67.0,21.0,19.0,107.0,34.0,46.0,80.0,23.0,57.0,193.0,1165.0,128.0,71.0,132.0,442.0,118.0,699.0,164.0,89.0,227.0,61.0,53.0,148.0,2469.0,310.0,135.0,52.0,144.0,84.0,36.0,36.0,24.0,0.0
2012,segundo,familiar,43.0,69.0,51.0,69.0,34.0,39.0,129.0,170.0,8.0,2.0,43.0,82.0,86.0,127.0,78.0,32.0,13.0,18.0,19.0,8.0,31.0,19.0,2.0,53.0,14.0,20.0,26.0,10.0,17.0,48.0,337.0,25.0,14.0,32.0,112.0,39.0,169.0,52.0,23.0,82.0,15.0,20.0,38.0,755.0,110.0,39.0,10.0,54.0,19.0,16.0,4.0,2.0,0.0
2012,segundo,desconocido,4.0,12.0,5.0,10.0,2.0,1.0,15.0,12.0,0.0,2.0,5.0,5.0,10.0,7.0,6.0,1.0,4.0,4.0,2.0,0.0,1.0,2.0,0.0,4.0,1.0,4.0,4.0,3.0,2.0,13.0,24.0,1.0,2.0,2.0,13.0,6.0,19.0,6.0,2.0,5.0,3.0,2.0,1.0,103.0,8.0,4.0,1.0,4.0,3.0,2.0,0.0,0.0,0.0
2012,tercero,usuaria,139.0,262.0,145.0,239.0,99.0,141.0,445.0,538.0,19.0,19.0,182.0,216.0,253.0,349.0,342.0,120.0,33.0,53.0,79.0,22.0,57.0,23.0,9.0,151.0,33.0,53.0,82.0,39.0,43.0,171.0,1115.0,109.0,68.0,150.0,484.0,146.0,710.0,154.0,105.0,176.0,45.0,38.0,151.0,2259.0,290.0,122.0,35.0,151.0,90.0,38.0,19.0,29.0,0.0
2012,tercero,familiar,38.0,84.0,34.0,66.0,36.0,32.0,115.0,181.0,15.0,3.0,38.0,75.0,66.0,129.0,115.0,39.0,12.0,20.0,22.0,8.0,23.0,15.0,4.0,34.0,17.0,15.0,24.0,8.0,11.0,37.0,289.0,21.0,12.0,41.0,128.0,32.0,175.0,43.0,18.0,71.0,15.0,12.0,51.0,641.0,103.0,37.0,8.0,45.0,19.0,16.0,2.0,3.0,0.0
2012,tercero,desconocido,4.0,12.0,6.0,9.0,2.0,7.0,16.0,14.0,2.0,1.0,9.0,7.0,5.0,13.0,13.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,6.0,0.0,2.0,2.0,3.0,3.0,3.0,22.0,0.0,1.0,1.0,12.0,7.0,13.0,7.0,1.0,5.0,3.0,0.0,5.0,77.0,7.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2012,cuarto,usuaria,96.0,197.0,105.0,159.0,79.0,94.0,307.0,413.0,23.0,6.0,123.0,178.0,168.0,366.0,286.0,80.0,53.0,54.0,73.0,19.0,67.0,26.0,9.0,80.0,34.0,67.0,83.0,22.0,39.0,142.0,866.0,63.0,43.0,123.0,365.0,93.0,436.0,124.0,96.0,213.0,53.0,38.0,133.0,1958.0,248.0,116.0,39.0,130.0,77.0,44.0,8.0,26.0,0.0
2012,cuarto,familiar,31.0,67.0,61.0,58.0,30.0,32.0,117.0,165.0,12.0,5.0,42.0,78.0,69.0,120.0,95.0,36.0,18.0,20.0,28.0,6.0,14.0,13.0,3.0,39.0,15.0,20.0,32.0,8.0,8.0,33.0,302.0,21.0,17.0,32.0,103.0,23.0,160.0,53.0,30.0,64.0,20.0,18.0,39.0,735.0,73.0,43.0,20.0,63.0,22.0,12.0,7.0,8.0,0.0
2012,cuarto,desconocido,1.0,5.0,4.0,6.0,3.0,8.0,11.0,14.0,3.0,1.0,11.0,3.0,3.0,6.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,11.0,2.0,1.0,1.0,13.0,7.0,22.0,3.0,5.0,6.0,1.0,0.0,3.0,76.0,7.0,2.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0
2013,primero,usuaria,98.0,181.0,96.0,128.0,73.0,85.0,276.0,414.0,19.0,10.0,127.0,172.0,173.0,279.0,265.0,75.0,50.0,47.0,104.0,20.0,69.0,15.0,8.0,101.0,37.0,46.0,65.0,23.0,41.0,118.0,793.0,77.0,38.0,110.0,301.0,88.0,522.0,126.0,95.0,187.0,45.0,38.0,152.0,2035.0,200.0,90.0,31.0,129.0,53.0,36.0,4.0,12.0,0.0
2013,primero,familiar,35.0,95.0,61.0,74.0,45.0,43.0,138.0,231.0,5.0,10.0,64.0,87.0,60.0,116.0,113.0,42.0,19.0,32.0,34.0,9.0,30.0,21.0,4.0,37.0,10.0,16.0,44.0,10.0,23.0,46.0,355.0,35.0,16.0,34.0,134.0,32.0,186.0,33.0,33.0,98.0,24.0,19.0,47.0,895.0,69.0,34.0,17.0,74.0,35.0,22.0,4.0,6.0,0.0
2013,primero,desconocido,2.0,7.0,4.0,7.0,2.0,1.0,10.0,10.0,3.0,0.0,7.0,13.0,10.0,7.0,12.0,4.0,0.0,1.0,0.0,2.0,2.0,2.0,4.0,4.0,0.0,3.0,3.0,1.0,3.0,4.0,19.0,0.0,0.0,3.0,11.0,2.0,20.0,6.0,5.0,6.0,1.0,0.0,5.0,65.0,8.0,4.0,1.0,8.0,2.0,0.0,0.0,1.0,0.0
2013,segundo,usuaria,104.0,196.0,115.0,176.0,88.0,130.0,337.0,483.0,24.0,16.0,148.0,224.0,192.0,324.0,298.0,120.0,23.0,73.0,73.0,24.0,58.0,23.0,20.0,161.0,41.0,47.0,90.0,18.0,41.0,134.0,883.0,88.0,32.0,124.0,329.0,118.0,534.0,144.0,89.0,201.0,48.0,49.0,154.0,1965.0,233.0,116.0,41.0,122.0,51.0,63.0,9.0,14.0,0.0
2013,segundo,familiar,80.0,139.0,93.0,119.0,49.0,81.0,204.0,366.0,22.0,6.0,77.0,83.0,86.0,141.0,132.0,42.0,20.0,18.0,42.0,13.0,25.0,14.0,4.0,50.0,8.0,35.0,42.0,13.0,32.0,76.0,441.0,34.0,17.0,47.0,164.0,28.0,283.0,52.0,45.0,88.0,25.0,24.0,67.0,995.0,118.0,62.0,26.0,81.0,40.0,29.0,8.0,5.0,0.0
2013,segundo,desconocido,8.0,5.0,4.0,11.0,11.0,2.0,15.0,24.0,1.0,1.0,12.0,5.0,15.0,13.0,9.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,8.0,15.0,2.0,1.0,1.0,17.0,6.0,22.0,6.0,3.0,4.0,2.0,3.0,6.0,87.0,7.0,6.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0
2013,tercero,usuaria,121.0,221.0,147.0,197.0,104.0,111.0,375.0,582.0,29.0,19.0,175.0,230.0,224.0,328.0,250.0,143.0,46.0,53.0,102.0,37.0,57.0,16.0,12.0,135.0,28.0,40.0,95.0,32.0,65.0,134.0,869.0,86.0,43.0,136.0,424.0,102.0,525.0,219.0,105.0,205.0,45.0,48.0,160.0,2299.0,253.0,117.0,26.0,119.0,57.0,47.0,15.0,8.0,6.0
2013,tercero,familiar,61.0,136.0,83.0,122.0,52.0,66.0,186.0,277.0,11.0,5.0,65.0,94.0,95.0,116.0,121.0,38.0,16.0,28.0,33.0,15.0,39.0,9.0,11.0,56.0,18.0,23.0,36.0,23.0,19.0,68.0,412.0,24.0,17.0,54.0,191.0,41.0,213.0,66.0,28.0,80.0,32.0,19.0,56.0,899.0,112.0,51.0,19.0,57.0,23.0,18.0,9.0,10.0,2.0
2013,tercero,desconocido,6.0,9.0,2.0,8.0,5.0,1.0,16.0,25.0,0.0,4.0,4.0,8.0,14.0,11.0,11.0,6.0,3.0,0.0,5.0,1.0,1.0,1.0,1.0,5.0,0.0,3.0,4.0,3.0,3.0,4.0,14.0,2.0,0.0,2.0,17.0,4.0,22.0,4.0,3.0,2.0,1.0,4.0,6.0,65.0,8.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0
2013,cuarto,desconocido,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,cuarto,usuaria,130.0,246.0,210.0,245.0,130.0,165.0,440.0,627.0,19.0,12.0,219.0,285.0,271.0,416.0,389.0,171.0,100.0,97.0,107.0,30.0,71.0,18.0,8.0,172.0,32.0,89.0,90.0,39.0,59.0,162.0,1158.0,99.0,42.0,157.0,465.0,139.0,777.0,165.0,116.0,275.0,51.0,59.0,198.0,2825.0,330.0,123.0,44.0,177.0,80.0,64.0,9.0,21.0,0.0
2013,cuarto,familiar,65.0,125.0,76.0,96.0,48.0,63.0,152.0,271.0,10.0,6.0,75.0,86.0,68.0,124.0,118.0,47.0,16.0,24.0,56.0,13.0,27.0,10.0,3.0,47.0,8.0,27.0,29.0,9.0,13.0,63.0,354.0,28.0,13.0,45.0,134.0,32.0,257.0,42.0,35.0,67.0,19.0,18.0,58.0,821.0,75.0,40.0,18.0,73.0,37.0,15.0,6.0,7.0,1.0
2013,cuarto,desconocido,2.0,11.0,3.0,6.0,0.0,3.0,18.0,20.0,2.0,1.0,11.0,9.0,11.0,5.0,11.0,7.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,7.0,23.0,3.0,0.0,0.0,7.0,5.0,33.0,4.0,4.0,9.0,1.0,1.0,7.0,92.0,12.0,6.0,2.0,3.0,6.0,3.0,1.0,2.0,0.0
2014,primero,desconocido,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,primero,usuaria,173.0,259.0,169.0,244.0,123.0,143.0,416.0,559.0,32.0,9.0,155.0,203.0,229.0,406.0,311.0,139.0,51.0,72.0,89.0,22.0,98.0,39.0,17.0,153.0,36.0,61.0,86.0,32.0,70.0,179.0,1031.0,73.0,41.0,139.0,531.0,139.0,672.0,228.0,102.0,197.0,71.0,47.0,158.0,2784.0,313.0,131.0,49.0,191.0,67.0,72.0,14.0,20.0,0.0
2014,primero,familiar,63.0,136.0,78.0,124.0,58.0,50.0,169.0,215.0,10.0,2.0,66.0,86.0,72.0,127.0,113.0,40.0,10.0,34.0,27.0,7.0,24.0,12.0,2.0,44.0,14.0,23.0,33.0,9.0,29.0,59.0,369.0,29.0,20.0,49.0,123.0,30.0,201.0,44.0,22.0,71.0,18.0,12.0,42.0,912.0,94.0,48.0,32.0,61.0,28.0,29.0,9.0,2.0,3.0
2014,primero,desconocido,7.0,5.0,2.0,14.0,4.0,1.0,16.0,16.0,2.0,0.0,7.0,9.0,7.0,6.0,8.0,10.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,3.0,2.0,1.0,2.0,7.0,25.0,3.0,1.0,2.0,13.0,3.0,18.0,3.0,5.0,4.0,1.0,3.0,4.0,74.0,9.0,1.0,1.0,8.0,3.0,2.0,3.0,2.0,0.0
2014,segundo,desconocido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,segundo,usuaria,153.0,266.0,180.0,251.0,142.0,134.0,477.0,641.0,28.0,7.0,190.0,227.0,226.0,360.0,263.0,142.0,38.0,70.0,78.0,37.0,55.0,20.0,7.0,152.0,35.0,65.0,87.0,24.0,44.0,147.0,1050.0,67.0,35.0,161.0,512.0,133.0,762.0,134.0,82.0,178.0,71.0,54.0,246.0,2795.0,280.0,130.0,39.0,216.0,91.0,61.0,18.0,23.0,1.0
2014,segundo,familiar,65.0,102.0,78.0,91.0,38.0,61.0,188.0,259.0,11.0,5.0,80.0,81.0,110.0,132.0,104.0,64.0,17.0,18.0,39.0,12.0,42.0,11.0,4.0,44.0,11.0,20.0,29.0,8.0,19.0,64.0,356.0,26.0,16.0,51.0,144.0,28.0,214.0,53.0,34.0,58.0,20.0,24.0,94.0,914.0,134.0,44.0,20.0,66.0,28.0,28.0,6.0,8.0,4.0
2014,segundo,desconocido,16.0,15.0,4.0,11.0,13.0,8.0,20.0,22.0,4.0,3.0,15.0,10.0,16.0,13.0,12.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,11.0,26.0,1.0,0.0,3.0,15.0,4.0,30.0,4.0,4.0,12.0,2.0,1.0,9.0,110.0,6.0,8.0,3.0,5.0,1.0,5.0,0.0,1.0,0.0
2014,tercero,desconocido,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,tercero,usuaria,178.0,336.0,192.0,285.0,115.0,128.0,519.0,748.0,26.0,15.0,174.0,198.0,281.0,379.0,336.0,183.0,41.0,68.0,106.0,36.0,63.0,38.0,10.0,121.0,48.0,85.0,100.0,39.0,71.0,217.0,1191.0,101.0,46.0,162.0,691.0,162.0,949.0,145.0,94.0,156.0,75.0,50.0,235.0,3003.0,332.0,160.0,47.0,217.0,56.0,58.0,12.0,13.0,0.0
2014,tercero,familiar,83.0,132.0,79.0,110.0,66.0,43.0,187.0,216.0,5.0,1.0,56.0,83.0,117.0,162.0,123.0,62.0,15.0,31.0,34.0,9.0,24.0,15.0,3.0,40.0,16.0,27.0,27.0,9.0,21.0,61.0,399.0,22.0,11.0,41.0,142.0,39.0,205.0,76.0,34.0,49.0,22.0,22.0,99.0,941.0,157.0,59.0,20.0,65.0,32.0,26.0,8.0,9.0,0.0
2014,tercero,desconocido,12.0,11.0,7.0,9.0,8.0,7.0,32.0,15.0,1.0,0.0,12.0,9.0,9.0,13.0,15.0,3.0,0.0,2.0,5.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,7.0,29.0,2.0,1.0,4.0,17.0,2.0,25.0,7.0,1.0,4.0,1.0,0.0,10.0,95.0,14.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
2014,cuarto,desconocido,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,cuarto,usuaria,175.0,380.0,215.0,229.0,154.0,144.0,509.0,707.0,28.0,23.0,204.0,257.0,220.0,395.0,316.0,143.0,30.0,87.0,102.0,53.0,91.0,39.0,8.0,186.0,21.0,81.0,90.0,45.0,71.0,204.0,1347.0,92.0,50.0,137.0,725.0,171.0,1006.0,147.0,99.0,118.0,91.0,44.0,278.0,3014.0,304.0,136.0,40.0,257.0,98.0,78.0,18.0,19.0,0.0
2014,cuarto,familiar,65.0,123.0,63.0,121.0,51.0,45.0,179.0,260.0,8.0,5.0,84.0,87.0,90.0,151.0,147.0,40.0,18.0,22.0,41.0,14.0,33.0,10.0,4.0,67.0,11.0,21.0,35.0,9.0,23.0,61.0,427.0,28.0,12.0,42.0,175.0,31.0,255.0,54.0,40.0,52.0,38.0,20.0,119.0,1016.0,136.0,49.0,20.0,84.0,36.0,33.0,12.0,11.0,2.0
2014,cuarto,desconocido,6.0,10.0,6.0,11.0,5.0,4.0,15.0,15.0,1.0,2.0,9.0,9.0,11.0,16.0,8.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,2.0,4.0,3.0,2.0,1.0,11.0,28.0,0.0,1.0,4.0,18.0,7.0,33.0,8.0,1.0,4.0,2.0,4.0,10.0,113.0,10.0,4.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0
2015,primero,desconocido,1.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2015,primero,usuaria,156.0,296.0,150.0,233.0,121.0,131.0,420.0,567.0,31.0,10.0,172.0,165.0,182.0,357.0,260.0,94.0,42.0,68.0,100.0,23.0,70.0,22.0,2.0,175.0,62.0,80.0,74.0,32.0,75.0,175.0,1117.0,80.0,50.0,129.0,648.0,129.0,816.0,118.0,63.0,113.0,68.0,57.0,284.0,2605.0,251.0,109.0,50.0,157.0,82.0,63.0,20.0,20.0,28.0
2015,primero,familiar,45.0,91.0,65.0,101.0,43.0,45.0,143.0,218.0,8.0,7.0,81.0,65.0,75.0,150.0,105.0,43.0,11.0,39.0,30.0,15.0,27.0,12.0,2.0,37.0,12.0,19.0,22.0,6.0,14.0,49.0,360.0,24.0,17.0,45.0,147.0,27.0,224.0,50.0,31.0,35.0,25.0,16.0,84.0,892.0,118.0,43.0,26.0,69.0,28.0,39.0,4.0,2.0,3.0
2015,primero,desconocido,7.0,3.0,8.0,7.0,2.0,4.0,20.0,21.0,7.0,1.0,11.0,4.0,8.0,9.0,10.0,0.0,1.0,3.0,4.0,0.0,4.0,0.0,1.0,3.0,0.0,1.0,6.0,0.0,1.0,11.0,16.0,2.0,1.0,2.0,11.0,7.0,42.0,5.0,5.0,1.0,0.0,0.0,9.0,98.0,8.0,4.0,2.0,4.0,4.0,0.0,1.0,3.0,0.0
2015,segundo,desconocido,0.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,11.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015,segundo,usuaria,207.0,363.0,193.0,313.0,127.0,129.0,533.0,772.0,32.0,12.0,214.0,229.0,262.0,439.0,334.0,152.0,51.0,96.0,113.0,37.0,89.0,44.0,9.0,189.0,54.0,80.0,92.0,27.0,74.0,227.0,1478.0,122.0,54.0,186.0,799.0,180.0,943.0,135.0,82.0,151.0,70.0,71.0,351.0,3081.0,345.0,145.0,51.0,215.0,98.0,70.0,24.0,22.0,33.0
2015,segundo,familiar,75.0,145.0,67.0,130.0,54.0,52.0,224.0,301.0,7.0,11.0,75.0,112.0,109.0,148.0,132.0,51.0,14.0,43.0,29.0,19.0,46.0,17.0,2.0,77.0,11.0,33.0,33.0,14.0,19.0,74.0,535.0,35.0,23.0,57.0,188.0,41.0,274.0,71.0,37.0,46.0,33.0,22.0,144.0,1147.0,173.0,70.0,24.0,93.0,46.0,29.0,12.0,13.0,4.0
2015,segundo,desconocido,3.0,18.0,5.0,12.0,5.0,2.0,31.0,31.0,4.0,3.0,12.0,13.0,8.0,13.0,19.0,2.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,9.0,3.0,3.0,2.0,1.0,3.0,17.0,30.0,6.0,1.0,2.0,13.0,5.0,38.0,12.0,3.0,3.0,2.0,3.0,7.0,116.0,16.0,2.0,1.0,9.0,1.0,2.0,1.0,2.0,0.0
2015,tercero,desconocido,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2015,tercero,usuaria,216.0,359.0,240.0,326.0,170.0,168.0,615.0,726.0,41.0,20.0,240.0,277.0,335.0,502.0,408.0,174.0,47.0,116.0,138.0,34.0,78.0,29.0,9.0,264.0,39.0,98.0,100.0,41.0,96.0,283.0,1528.0,129.0,53.0,202.0,799.0,170.0,961.0,172.0,114.0,231.0,91.0,47.0,337.0,3336.0,463.0,148.0,65.0,256.0,78.0,69.0,29.0,28.0,5.0
2015,tercero,familiar,90.0,132.0,80.0,155.0,68.0,66.0,282.0,324.0,19.0,5.0,99.0,101.0,153.0,208.0,147.0,75.0,13.0,32.0,44.0,12.0,30.0,15.0,4.0,76.0,9.0,36.0,44.0,16.0,35.0,71.0,529.0,50.0,15.0,47.0,229.0,51.0,337.0,65.0,53.0,58.0,28.0,31.0,146.0,1188.0,178.0,69.0,33.0,90.0,42.0,21.0,6.0,18.0,3.0
2015,tercero,desconocido,6.0,12.0,12.0,15.0,8.0,8.0,27.0,31.0,4.0,1.0,17.0,10.0,15.0,16.0,24.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,0.0,4.0,0.0,2.0,8.0,3.0,5.0,26.0,25.0,4.0,1.0,3.0,24.0,2.0,33.0,6.0,4.0,5.0,3.0,2.0,8.0,117.0,17.0,5.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0
2015,cuarto,desconocido,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2015,cuarto,usuaria,246.0,434.0,235.0,410.0,196.0,148.0,682.0,879.0,44.0,24.0,290.0,350.0,329.0,539.0,538.0,192.0,52.0,85.0,137.0,42.0,128.0,30.0,18.0,224.0,28.0,57.0,98.0,25.0,106.0,291.0,1720.0,146.0,70.0,261.0,729.0,184.0,1067.0,204.0,166.0,210.0,120.0,47.0,421.0,3689.0,465.0,151.0,85.0,329.0,106.0,83.0,55.0,18.0,0.0
2015,cuarto,familiar,75.0,173.0,80.0,176.0,62.0,62.0,290.0,405.0,14.0,13.0,123.0,131.0,131.0,231.0,243.0,88.0,28.0,47.0,58.0,23.0,43.0,14.0,1.0,78.0,17.0,29.0,42.0,11.0,34.0,98.0,631.0,53.0,26.0,79.0,212.0,67.0,345.0,67.0,47.0,63.0,54.0,18.0,172.0,1361.0,214.0,80.0,38.0,132.0,67.0,39.0,22.0,5.0,0.0
2015,cuarto,desconocido,9.0,5.0,9.0,11.0,5.0,8.0,21.0,38.0,5.0,2.0,26.0,11.0,11.0,27.0,24.0,7.0,1.0,3.0,7.0,3.0,3.0,1.0,1.0,8.0,0.0,5.0,6.0,7.0,3.0,14.0,34.0,1.0,2.0,1.0,21.0,7.0,39.0,5.0,2.0,3.0,5.0,2.0,13.0,167.0,11.0,7.0,0.0,6.0,5.0,3.0,5.0,2.0,0.0
2016,primero,desconocido,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,primero,usuaria,195.0,335.0,209.0,308.0,131.0,175.0,534.0,711.0,38.0,24.0,239.0,321.0,300.0,423.0,427.0,165.0,50.0,85.0,156.0,38.0,84.0,31.0,17.0,166.0,60.0,72.0,110.0,31.0,94.0,230.0,1443.0,98.0,55.0,226.0,603.0,134.0,1009.0,167.0,106.0,237.0,63.0,76.0,276.0,3090.0,406.0,172.0,58.0,245.0,92.0,65.0,18.0,22.0,0.0
2016,primero,familiar,70.0,135.0,90.0,142.0,53.0,67.0,222.0,310.0,16.0,13.0,90.0,116.0,148.0,162.0,196.0,65.0,17.0,32.0,46.0,14.0,43.0,11.0,7.0,48.0,11.0,22.0,47.0,12.0,32.0,72.0,528.0,55.0,19.0,67.0,172.0,38.0,338.0,61.0,38.0,83.0,30.0,25.0,143.0,1137.0,148.0,60.0,28.0,87.0,47.0,32.0,9.0,15.0,0.0
2016,primero,desconocido,10.0,8.0,6.0,11.0,5.0,4.0,36.0,28.0,2.0,0.0,16.0,11.0,25.0,15.0,27.0,7.0,1.0,0.0,8.0,1.0,5.0,2.0,0.0,4.0,1.0,3.0,5.0,2.0,5.0,12.0,36.0,0.0,1.0,5.0,27.0,10.0,74.0,5.0,2.0,12.0,4.0,6.0,5.0,122.0,15.0,5.0,3.0,9.0,1.0,0.0,0.0,3.0,0.0
2016,segundo,desconocido,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2016,segundo,usuaria,178.0,338.0,185.0,307.0,128.0,146.0,472.0,662.0,42.0,13.0,226.0,263.0,329.0,369.0,368.0,138.0,32.0,133.0,115.0,34.0,93.0,27.0,10.0,195.0,36.0,88.0,118.0,23.0,90.0,218.0,1395.0,95.0,61.0,185.0,644.0,166.0,995.0,185.0,91.0,319.0,71.0,98.0,209.0,3121.0,371.0,139.0,56.0,233.0,88.0,64.0,19.0,12.0,2.0
