año,trimestre,llamante,almeria,cadiz,cordoba,granada,huelva,jaen,malaga,sevilla,huesca,teruel,zaragoza,asturias,illes balears,las palmas,santa cruz de tenerife,cantabria,avila,burgos,leon,palencia,salamanca,segovia,soria,valladolid,zamora,albacete,ciudad real,cuenca,guadalajara,toledo,barcelona,girona,lleida,tarragona,alicante/alacant,castellon/castello,valencia/valencia,badajoz,caceres,a coruna,lugo,ourense,pontevedra,madrid,murcia,navarra,araba/alava,bizkaia,gipuzkoa,la rioja,ceuta,melilla,no consta
2016,segundo,familiar,67.0,124.0,86.0,139.0,72.0,63.0,262.0,327.0,13.0,9.0,95.0,128.0,139.0,154.0,150.0,70.0,12.0,46.0,52.0,15.0,27.0,12.0,7.0,69.0,20.0,19.0,26.0,13.0,30.0,72.0,530.0,40.0,16.0,56.0,196.0,44.0,300.0,57.0,32.0,109.0,35.0,18.0,108.0,1183.0,156.0,55.0,30.0,80.0,35.0,23.0,8.0,6.0,2.0
2016,segundo,desconocido,8.0,12.0,6.0,13.0,9.0,6.0,28.0,44.0,1.0,1.0,19.0,10.0,20.0,10.0,22.0,2.0,2.0,1.0,6.0,1.0,4.0,4.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,4.0,27.0,2.0,1.0,5.0,29.0,6.0,54.0,5.0,3.0,12.0,4.0,0.0,5.0,152.0,21.0,4.0,1.0,10.0,4.0,7.0,0.0,0.0,0.0
2016,tercero,desconocido,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,tercero,usuaria,236.0,462.0,258.0,388.0,174.0,171.0,714.0,824.0,61.0,31.0,247.0,319.0,420.0,413.0,407.0,175.0,71.0,132.0,144.0,56.0,114.0,29.0,12.0,225.0,40.0,89.0,156.0,52.0,101.0,333.0,1818.0,185.0,66.0,266.0,693.0,192.0,1109.0,222.0,135.0,359.0,58.0,76.0,327.0,3875.0,479.0,162.0,71.0,264.0,93.0,73.0,15.0,24.0,4.0
2016,tercero,familiar,107.0,213.0,106.0,175.0,96.0,100.0,327.0,372.0,21.0,14.0,117.0,124.0,185.0,205.0,200.0,97.0,15.0,42.0,45.0,15.0,39.0,16.0,8.0,68.0,25.0,49.0,50.0,16.0,49.0,92.0,721.0,55.0,22.0,88.0,278.0,70.0,391.0,94.0,40.0,141.0,33.0,27.0,115.0,1398.0,208.0,83.0,34.0,112.0,42.0,31.0,15.0,13.0,2.0
2016,tercero,desconocido,13.0,17.0,8.0,20.0,9.0,7.0,40.0,33.0,1.0,5.0,20.0,9.0,22.0,20.0,18.0,5.0,3.0,6.0,5.0,2.0,4.0,2.0,1.0,4.0,0.0,5.0,6.0,2.0,6.0,8.0,45.0,0.0,1.0,6.0,28.0,11.0,67.0,11.0,3.0,10.0,2.0,4.0,8.0,171.0,20.0,10.0,1.0,2.0,3.0,4.0,0.0,2.0,1.0
2016,cuarto,desconocido,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016,cuarto,usuaria,142.0,295.0,177.0,258.0,169.0,149.0,509.0,655.0,22.0,9.0,200.0,245.0,306.0,376.0,347.0,110.0,52.0,95.0,106.0,38.0,81.0,29.0,15.0,172.0,23.0,84.0,81.0,30.0,61.0,202.0,1356.0,108.0,59.0,185.0,554.0,138.0,919.0,156.0,82.0,290.0,66.0,66.0,210.0,3140.0,372.0,117.0,67.0,213.0,81.0,60.0,12.0,15.0,32.0
2016,cuarto,familiar,69.0,144.0,89.0,122.0,71.0,59.0,244.0,334.0,11.0,19.0,119.0,95.0,135.0,171.0,158.0,54.0,21.0,48.0,51.0,16.0,36.0,17.0,4.0,54.0,14.0,38.0,30.0,16.0,22.0,79.0,529.0,40.0,20.0,61.0,154.0,51.0,313.0,56.0,36.0,104.0,26.0,26.0,107.0,1220.0,148.0,52.0,36.0,91.0,39.0,32.0,8.0,6.0,29.0
2016,cuarto,desconocido,8.0,9.0,10.0,20.0,7.0,4.0,24.0,40.0,2.0,3.0,14.0,14.0,24.0,11.0,21.0,3.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,9.0,1.0,2.0,9.0,0.0,2.0,18.0,38.0,2.0,0.0,5.0,37.0,5.0,49.0,9.0,3.0,11.0,4.0,0.0,8.0,156.0,17.0,3.0,1.0,3.0,2.0,6.0,1.0,1.0,4.0
2017,primero,desconocido,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2017,primero,usuaria,150.0,356.0,188.0,278.0,154.0,160.0,548.0,647.0,27.0,25.0,175.0,319.0,249.0,427.0,351.0,141.0,79.0,86.0,107.0,56.0,94.0,22.0,7.0,161.0,27.0,78.0,91.0,32.0,64.0,213.0,1483.0,98.0,58.0,215.0,653.0,155.0,1023.0,145.0,77.0,350.0,65.0,50.0,201.0,3369.0,376.0,175.0,66.0,206.0,101.0,53.0,21.0,18.0,110.0
2017,primero,familiar,88.0,151.0,91.0,149.0,64.0,58.0,265.0,323.0,22.0,12.0,87.0,110.0,123.0,177.0,172.0,72.0,22.0,39.0,46.0,19.0,39.0,8.0,6.0,69.0,20.0,33.0,45.0,15.0,20.0,80.0,553.0,34.0,25.0,72.0,209.0,54.0,371.0,72.0,27.0,97.0,21.0,29.0,111.0,1231.0,147.0,68.0,31.0,99.0,57.0,29.0,9.0,10.0,22.0
2017,primero,desconocido,6.0,13.0,5.0,10.0,10.0,6.0,28.0,46.0,2.0,1.0,11.0,15.0,12.0,15.0,14.0,7.0,2.0,1.0,3.0,2.0,4.0,4.0,0.0,5.0,0.0,2.0,2.0,1.0,6.0,14.0,37.0,1.0,1.0,4.0,35.0,6.0,51.0,10.0,6.0,14.0,2.0,3.0,2.0,140.0,16.0,8.0,0.0,2.0,1.0,3.0,1.0,1.0,4.0
2017,segundo,desconocido,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2017,segundo,usuaria,153.0,292.0,164.0,272.0,110.0,127.0,493.0,652.0,37.0,15.0,212.0,319.0,291.0,386.0,378.0,118.0,66.0,72.0,129.0,59.0,88.0,33.0,16.0,219.0,31.0,73.0,82.0,27.0,86.0,219.0,1463.0,141.0,59.0,212.0,710.0,173.0,964.0,141.0,66.0,341.0,38.0,73.0,214.0,3420.0,361.0,129.0,50.0,216.0,115.0,74.0,16.0,17.0,152.0
2017,segundo,familiar,67.0,141.0,89.0,122.0,68.0,56.0,285.0,303.0,15.0,8.0,115.0,96.0,126.0,171.0,192.0,50.0,14.0,30.0,32.0,28.0,33.0,21.0,4.0,58.0,15.0,29.0,46.0,10.0,34.0,75.0,535.0,45.0,30.0,67.0,204.0,50.0,299.0,62.0,44.0,119.0,23.0,18.0,91.0,1290.0,168.0,62.0,20.0,90.0,38.0,26.0,7.0,7.0,42.0
2017,segundo,desconocido,4.0,15.0,5.0,11.0,5.0,3.0,18.0,43.0,0.0,1.0,10.0,8.0,11.0,18.0,24.0,3.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,7.0,2.0,1.0,2.0,1.0,2.0,9.0,28.0,3.0,1.0,5.0,29.0,7.0,46.0,6.0,4.0,14.0,5.0,4.0,7.0,142.0,14.0,5.0,2.0,5.0,1.0,2.0,0.0,0.0,14.0
2017,tercero,desconocido,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2017,tercero,usuaria,168.0,349.0,164.0,224.0,115.0,142.0,476.0,560.0,37.0,28.0,181.0,268.0,300.0,415.0,371.0,170.0,80.0,73.0,142.0,44.0,121.0,24.0,12.0,160.0,36.0,53.0,74.0,18.0,69.0,214.0,1274.0,128.0,48.0,196.0,608.0,179.0,849.0,103.0,75.0,274.0,47.0,40.0,209.0,3129.0,374.0,127.0,50.0,209.0,86.0,61.0,24.0,14.0,150.0
2017,tercero,familiar,63.0,122.0,76.0,140.0,57.0,60.0,220.0,233.0,16.0,3.0,77.0,111.0,126.0,157.0,164.0,60.0,22.0,40.0,45.0,11.0,30.0,21.0,2.0,56.0,19.0,33.0,30.0,14.0,32.0,70.0,490.0,49.0,18.0,56.0,188.0,51.0,287.0,63.0,35.0,93.0,19.0,26.0,93.0,1154.0,172.0,58.0,27.0,76.0,35.0,30.0,6.0,8.0,59.0
2017,tercero,desconocido,7.0,16.0,7.0,11.0,4.0,5.0,23.0,22.0,2.0,1.0,13.0,13.0,14.0,13.0,10.0,3.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,6.0,1.0,2.0,7.0,20.0,1.0,0.0,2.0,25.0,3.0,51.0,13.0,2.0,5.0,1.0,6.0,8.0,116.0,12.0,4.0,3.0,8.0,1.0,3.0,2.0,1.0,5.0
2017,cuarto,desconocido,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,cuarto,usuaria,113.0,263.0,152.0,172.0,96.0,103.0,412.0,496.0,48.0,21.0,204.0,238.0,254.0,339.0,385.0,109.0,71.0,92.0,101.0,55.0,98.0,17.0,14.0,178.0,29.0,52.0,68.0,40.0,68.0,170.0,1156.0,100.0,49.0,160.0,476.0,155.0,737.0,104.0,50.0,261.0,39.0,26.0,174.0,2736.0,330.0,140.0,50.0,201.0,88.0,69.0,16.0,17.0,134.0
2017,cuarto,familiar,67.0,124.0,74.0,121.0,59.0,55.0,211.0,272.0,8.0,6.0,96.0,120.0,122.0,179.0,178.0,53.0,10.0,32.0,49.0,15.0,44.0,17.0,6.0,82.0,9.0,23.0,41.0,14.0,18.0,65.0,455.0,43.0,26.0,62.0,162.0,41.0,276.0,48.0,24.0,96.0,8.0,28.0,95.0,1027.0,148.0,68.0,21.0,76.0,37.0,27.0,10.0,6.0,47.0
2017,cuarto,desconocido,7.0,7.0,4.0,12.0,4.0,9.0,23.0,26.0,4.0,2.0,10.0,9.0,11.0,12.0,10.0,4.0,2.0,6.0,4.0,2.0,1.0,3.0,2.0,7.0,2.0,2.0,4.0,1.0,2.0,3.0,20.0,0.0,2.0,2.0,25.0,2.0,50.0,6.0,4.0,12.0,6.0,1.0,5.0,128.0,14.0,9.0,1.0,9.0,2.0,1.0,2.0,1.0,3.0
2018,primero,desconocido,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2018,primero,usuaria,138.0,276.0,165.0,201.0,126.0,109.0,427.0,517.0,36.0,19.0,187.0,249.0,218.0,349.0,408.0,106.0,54.0,100.0,89.0,54.0,84.0,43.0,21.0,185.0,28.0,73.0,82.0,27.0,47.0,185.0,1255.0,107.0,55.0,160.0,535.0,157.0,676.0,94.0,102.0,236.0,47.0,37.0,212.0,2816.0,351.0,117.0,35.0,221.0,72.0,40.0,8.0,19.0,137.0
2018,primero,familiar,64.0,140.0,61.0,119.0,61.0,53.0,196.0,251.0,16.0,11.0,101.0,103.0,126.0,140.0,144.0,60.0,15.0,46.0,38.0,12.0,42.0,13.0,5.0,66.0,15.0,37.0,34.0,9.0,20.0,76.0,492.0,38.0,23.0,50.0,175.0,40.0,285.0,54.0,42.0,82.0,19.0,21.0,78.0,1148.0,141.0,59.0,36.0,71.0,30.0,29.0,4.0,5.0,49.0
2018,primero,desconocido,2.0,10.0,5.0,9.0,6.0,2.0,13.0,30.0,1.0,1.0,14.0,7.0,8.0,18.0,12.0,4.0,0.0,3.0,1.0,1.0,4.0,1.0,0.0,6.0,0.0,5.0,1.0,3.0,0.0,12.0,30.0,6.0,1.0,2.0,37.0,4.0,35.0,6.0,5.0,11.0,2.0,0.0,11.0,126.0,13.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0,12.0
2018,segundo,desconocido,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018,segundo,usuaria,175.0,295.0,175.0,211.0,131.0,118.0,437.0,528.0,22.0,19.0,188.0,214.0,233.0,396.0,410.0,120.0,66.0,138.0,108.0,54.0,75.0,48.0,17.0,169.0,24.0,51.0,72.0,27.0,60.0,200.0,1347.0,105.0,50.0,137.0,609.0,124.0,839.0,137.0,56.0,246.0,53.0,38.0,179.0,2778.0,386.0,88.0,60.0,215.0,70.0,32.0,14.0,16.0,145.0
2018,segundo,familiar,61.0,118.0,79.0,134.0,67.0,52.0,219.0,282.0,10.0,4.0,77.0,101.0,132.0,180.0,146.0,59.0,21.0,33.0,42.0,13.0,24.0,13.0,6.0,84.0,17.0,21.0,32.0,5.0,27.0,79.0,484.0,48.0,10.0,68.0,182.0,54.0,282.0,58.0,33.0,98.0,18.0,24.0,65.0,1126.0,142.0,52.0,35.0,74.0,34.0,21.0,6.0,7.0,73.0
2018,segundo,desconocido,10.0,14.0,11.0,24.0,18.0,3.0,21.0,30.0,1.0,0.0,5.0,18.0,8.0,27.0,15.0,3.0,2.0,5.0,6.0,1.0,2.0,0.0,0.0,2.0,3.0,6.0,7.0,2.0,3.0,8.0,43.0,3.0,0.0,2.0,33.0,1.0,48.0,5.0,4.0,8.0,3.0,5.0,9.0,176.0,21.0,4.0,2.0,2.0,1.0,3.0,1.0,0.0,16.0
2018,segundo,0,4.0,2.0,4.0,4.0,1.0,5.0,2.0,9.0,0.0,0.0,2.0,1.0,6.0,7.0,6.0,4.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,7.0,23.0,2.0,0.0,2.0,9.0,3.0,14.0,4.0,1.0,4.0,0.0,3.0,3.0,55.0,8.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,69.0
2018,tercero,usuaria,166.0,248.0,169.0,225.0,147.0,72.0,486.0,509.0,42.0,15.0,195.0,221.0,270.0,397.0,403.0,150.0,45.0,93.0,102.0,37.0,96.0,30.0,19.0,207.0,45.0,58.0,85.0,51.0,80.0,244.0,1263.0,104.0,53.0,179.0,542.0,143.0,834.0,149.0,103.0,270.0,45.0,56.0,213.0,3005.0,359.0,140.0,61.0,170.0,94.0,86.0,15.0,12.0,505.0
2018,tercero,familiar,70.0,142.0,71.0,89.0,52.0,46.0,258.0,249.0,13.0,8.0,92.0,101.0,123.0,130.0,151.0,45.0,22.0,28.0,46.0,24.0,32.0,8.0,3.0,71.0,22.0,27.0,43.0,12.0,23.0,85.0,477.0,50.0,41.0,64.0,211.0,43.0,271.0,51.0,32.0,116.0,16.0,25.0,82.0,1068.0,152.0,49.0,24.0,85.0,42.0,38.0,8.0,7.0,192.0
2018,tercero,desconocido,6.0,15.0,10.0,23.0,10.0,8.0,22.0,38.0,2.0,2.0,21.0,8.0,13.0,12.0,21.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,0.0,5.0,1.0,3.0,7.0,5.0,5.0,7.0,29.0,8.0,1.0,6.0,39.0,13.0,34.0,7.0,5.0,9.0,0.0,9.0,11.0,142.0,12.0,3.0,1.0,7.0,3.0,2.0,3.0,2.0,57.0
2018,tercero,0,7.0,9.0,3.0,3.0,2.0,0.0,17.0,15.0,1.0,1.0,13.0,10.0,20.0,15.0,19.0,5.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,3.0,11.0,31.0,2.0,0.0,4.0,14.0,3.0,24.0,4.0,1.0,14.0,3.0,1.0,5.0,131.0,22.0,8.0,1.0,7.0,3.0,6.0,0.0,0.0,357.0
2018,cuarto,usuaria,143.0,226.0,134.0,184.0,71.0,83.0,426.0,488.0,19.0,17.0,183.0,230.0,230.0,427.0,362.0,159.0,26.0,83.0,80.0,21.0,94.0,36.0,13.0,134.0,23.0,61.0,53.0,26.0,55.0,173.0,1102.0,73.0,54.0,166.0,481.0,86.0,819.0,130.0,77.0,201.0,33.0,71.0,150.0,2369.0,298.0,116.0,44.0,202.0,100.0,41.0,14.0,9.0,408.0
2018,cuarto,familiar,60.0,83.0,72.0,114.0,50.0,42.0,211.0,263.0,12.0,8.0,70.0,95.0,115.0,156.0,154.0,46.0,10.0,32.0,29.0,9.0,21.0,15.0,5.0,74.0,12.0,21.0,44.0,10.0,31.0,79.0,476.0,45.0,14.0,59.0,149.0,31.0,271.0,70.0,36.0,88.0,13.0,17.0,66.0,943.0,153.0,48.0,22.0,78.0,39.0,21.0,4.0,5.0,153.0
2018,cuarto,desconocido,8.0,11.0,12.0,10.0,8.0,5.0,28.0,22.0,4.0,0.0,13.0,5.0,20.0,19.0,12.0,4.0,2.0,0.0,2.0,1.0,2.0,3.0,2.0,9.0,0.0,1.0,3.0,1.0,1.0,7.0,31.0,2.0,1.0,2.0,34.0,3.0,48.0,7.0,4.0,11.0,1.0,3.0,7.0,161.0,13.0,3.0,0.0,10.0,4.0,3.0,0.0,3.0,48.0
2018,cuarto,0,4.0,7.0,3.0,1.0,5.0,2.0,18.0,12.0,1.0,0.0,6.0,8.0,10.0,8.0,5.0,1.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,3.0,28.0,1.0,2.0,4.0,19.0,4.0,26.0,4.0,3.0,3.0,0.0,1.0,2.0,50.0,3.0,2.0,0.0,5.0,2.0,2.0,2.0,1.0,209.0
2019,primero,usuaria,114.0,195.0,104.0,157.0,72.0,83.0,337.0,429.0,24.0,6.0,159.0,212.0,203.0,359.0,270.0,121.0,41.0,72.0,70.0,23.0,81.0,34.0,15.0,135.0,41.0,48.0,60.0,27.0,56.0,158.0,1138.0,96.0,80.0,153.0,447.0,86.0,715.0,86.0,53.0,203.0,24.0,28.0,129.0,2501.0,222.0,106.0,47.0,170.0,83.0,59.0,2.0,12.0,440.0
2019,primero,familiar,43.0,99.0,63.0,81.0,50.0,33.0,197.0,250.0,13.0,5.0,82.0,101.0,82.0,160.0,131.0,44.0,12.0,35.0,28.0,4.0,28.0,15.0,4.0,56.0,14.0,26.0,36.0,11.0,23.0,80.0,392.0,39.0,12.0,61.0,147.0,43.0,234.0,37.0,25.0,72.0,16.0,13.0,68.0,940.0,133.0,41.0,23.0,74.0,33.0,28.0,8.0,5.0,154.0
2019,primero,desconocido,3.0,13.0,5.0,11.0,12.0,4.0,29.0,34.0,1.0,3.0,9.0,13.0,8.0,15.0,29.0,8.0,0.0,3.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,6.0,2.0,3.0,7.0,31.0,2.0,1.0,1.0,24.0,3.0,68.0,1.0,0.0,5.0,3.0,3.0,4.0,118.0,13.0,1.0,1.0,8.0,3.0,1.0,2.0,0.0,52.0
2019,primero,0,1.0,3.0,1.0,3.0,2.0,1.0,5.0,10.0,0.0,1.0,2.0,6.0,2.0,2.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,14.0,1.0,2.0,2.0,6.0,2.0,7.0,0.0,1.0,4.0,1.0,0.0,4.0,40.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,162.0
2019,segundo,usuaria,132.0,224.0,130.0,186.0,90.0,106.0,365.0,443.0,16.0,16.0,180.0,219.0,225.0,371.0,388.0,117.0,45.0,85.0,87.0,24.0,80.0,32.0,22.0,136.0,39.0,45.0,64.0,25.0,65.0,195.0,1058.0,85.0,36.0,147.0,498.0,114.0,806.0,123.0,108.0,206.0,45.0,30.0,118.0,2523.0,268.0,91.0,61.0,166.0,66.0,69.0,8.0,9.0,628.0
2019,segundo,familiar,52.0,120.0,83.0,81.0,54.0,57.0,222.0,277.0,5.0,7.0,84.0,81.0,113.0,176.0,154.0,48.0,21.0,35.0,35.0,8.0,30.0,12.0,4.0,48.0,14.0,20.0,36.0,10.0,23.0,51.0,461.0,37.0,17.0,50.0,159.0,38.0,249.0,60.0,32.0,107.0,15.0,15.0,80.0,934.0,109.0,44.0,27.0,76.0,28.0,23.0,13.0,7.0,221.0
2019,segundo,desconocido,8.0,12.0,8.0,11.0,16.0,7.0,21.0,23.0,5.0,1.0,16.0,9.0,22.0,12.0,13.0,7.0,0.0,4.0,2.0,1.0,1.0,3.0,0.0,6.0,0.0,5.0,14.0,4.0,6.0,13.0,46.0,5.0,0.0,2.0,39.0,7.0,54.0,8.0,2.0,15.0,0.0,0.0,5.0,121.0,14.0,3.0,4.0,14.0,3.0,1.0,1.0,0.0,61.0
2019,segundo,0,3.0,6.0,3.0,3.0,0.0,1.0,8.0,6.0,1.0,1.0,3.0,6.0,6.0,6.0,12.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,4.0,25.0,2.0,0.0,3.0,3.0,6.0,13.0,1.0,0.0,4.0,0.0,1.0,2.0,47.0,4.0,4.0,1.0,5.0,2.0,1.0,0.0,0.0,246.0
2019,tercero,usuaria,130.0,225.0,128.0,225.0,84.0,93.0,439.0,464.0,33.0,12.0,184.0,257.0,231.0,357.0,345.0,116.0,44.0,89.0,94.0,39.0,53.0,34.0,13.0,161.0,37.0,43.0,76.0,21.0,86.0,195.0,1307.0,96.0,62.0,139.0,627.0,185.0,885.0,140.0,74.0,192.0,46.0,53.0,173.0,2445.0,309.0,106.0,50.0,163.0,82.0,78.0,26.0,23.0,510.0
2019,tercero,familiar,72.0,136.0,62.0,118.0,54.0,55.0,225.0,253.0,16.0,11.0,81.0,83.0,125.0,170.0,151.0,48.0,8.0,33.0,39.0,14.0,30.0,10.0,6.0,83.0,12.0,31.0,25.0,23.0,24.0,70.0,520.0,52.0,23.0,61.0,174.0,47.0,269.0,50.0,36.0,99.0,13.0,20.0,61.0,919.0,145.0,62.0,19.0,96.0,30.0,29.0,18.0,9.0,150.0
2019,tercero,desconocido,6.0,20.0,5.0,23.0,16.0,4.0,33.0,37.0,1.0,1.0,7.0,9.0,15.0,21.0,19.0,7.0,3.0,6.0,4.0,3.0,2.0,2.0,1.0,6.0,2.0,4.0,7.0,9.0,4.0,5.0,52.0,3.0,1.0,6.0,51.0,7.0,65.0,8.0,3.0,9.0,1.0,1.0,11.0,147.0,24.0,6.0,3.0,10.0,1.0,0.0,1.0,2.0,42.0
2019,tercero,0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,10.0,1.0,0.0,2.0,8.0,2.0,8.0,7.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,16.0,0.0,0.0,3.0,8.0,2.0,6.0,2.0,1.0,1.0,0.0,1.0,1.0,36.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,177.0
2019,cuarto,usuaria,139.0,231.0,136.0,188.0,104.0,91.0,474.0,469.0,23.0,11.0,175.0,227.0,224.0,372.0,355.0,127.0,47.0,74.0,87.0,46.0,43.0,39.0,11.0,138.0,46.0,55.0,92.0,33.0,68.0,199.0,1090.0,96.0,34.0,143.0,602.0,224.0,841.0,88.0,65.0,219.0,18.0,31.0,157.0,2485.0,267.0,96.0,46.0,143.0,72.0,60.0,13.0,16.0,599.0
2019,cuarto,familiar,59.0,111.0,80.0,88.0,56.0,56.0,224.0,240.0,8.0,6.0,91.0,91.0,94.0,171.0,150.0,46.0,13.0,25.0,46.0,9.0,26.0,11.0,1.0,58.0,16.0,21.0,35.0,13.0,17.0,79.0,420.0,38.0,16.0,61.0,166.0,35.0,253.0,64.0,30.0,91.0,20.0,23.0,66.0,972.0,140.0,60.0,26.0,70.0,28.0,26.0,5.0,4.0,163.0
2019,cuarto,desconocido,6.0,18.0,9.0,16.0,15.0,7.0,25.0,41.0,3.0,5.0,17.0,9.0,14.0,20.0,28.0,6.0,6.0,4.0,3.0,2.0,0.0,3.0,0.0,4.0,1.0,4.0,3.0,1.0,1.0,10.0,48.0,3.0,2.0,1.0,44.0,9.0,50.0,5.0,3.0,13.0,4.0,3.0,10.0,156.0,15.0,7.0,1.0,7.0,3.0,3.0,0.0,0.0,31.0
2019,cuarto,0,0.0,2.0,4.0,2.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,7.0,1.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,0.0,1.0,9.0,4.0,8.0,2.0,2.0,3.0,0.0,0.0,1.0,22.0,2.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,171.0
2020,primero,usuaria,131.0,220.0,128.0,191.0,85.0,95.0,473.0,501.0,25.0,7.0,180.0,229.0,212.0,347.0,334.0,130.0,60.0,73.0,84.0,29.0,69.0,26.0,2.0,178.0,32.0,59.0,70.0,30.0,63.0,168.0,1100.0,83.0,42.0,132.0,554.0,169.0,789.0,98.0,52.0,236.0,25.0,40.0,145.0,2295.0,266.0,131.0,65.0,175.0,54.0,68.0,16.0,13.0,546.0
2020,primero,familiar,71.0,117.0,56.0,121.0,55.0,57.0,203.0,243.0,10.0,4.0,103.0,78.0,76.0,159.0,133.0,41.0,12.0,30.0,33.0,20.0,20.0,13.0,2.0,58.0,9.0,31.0,21.0,10.0,20.0,62.0,466.0,40.0,15.0,60.0,152.0,48.0,225.0,41.0,19.0,98.0,21.0,14.0,53.0,922.0,107.0,45.0,28.0,74.0,29.0,17.0,2.0,5.0,143.0
